Año	Residencia provincia código	Residencia provincia nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2016	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3049
2016	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	417
2016	44	Teruel	65 y más	Hombres	4 - Distinta CA	1950
2016	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	180
2016	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10272
2016	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4270
2016	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	596
2016	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2362
2016	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	243
2016	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	59968
2016	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7382
2016	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	453
2016	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2876
2016	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	4224
2016	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	56248
2016	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6888
2016	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	439
2016	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2677
2016	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	4052
2016	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	145652
2016	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	55892
2016	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	11179
2016	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	42088
2016	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	52538
2016	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139588
2016	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	53807
2016	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	13163
2016	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	42216
2016	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	52419
2016	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	34171
2016	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	20159
2016	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8865
2016	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	19025
2016	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1633
2016	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	42092
2016	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	29448
2016	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12521
2016	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	26542
2016	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2302
2017	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11652
2017	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1773
2017	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	552
2017	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1148
2017	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1104
2017	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11204
2017	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1713
2017	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	555
2017	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1099
2017	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1031
2017	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	25106
2017	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	17046
2017	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	4798
2017	22	Huesca	16 a 64	Hombres	4 - Distinta CA	12721
2017	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	12859
2017	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22270
2017	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	15995
2017	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4526
2017	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	11810
2017	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	11778
2017	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10706
2017	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5790
2017	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1602
2017	22	Huesca	65 y más	Hombres	4 - Distinta CA	3567
2017	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	430
2017	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10937
2017	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8869
2017	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1923
2017	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4624
2017	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	514
2017	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6987
2017	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	923
2017	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	353
2017	44	Teruel	0 a 15	Hombres	4 - Distinta CA	627
2017	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	669
2017	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6622
2017	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	899
2017	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	362
2017	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	652
2017	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	661
2017	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	16937
2017	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	10657
2017	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3569
2017	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6166
2017	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	6919
2017	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	14835
2017	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9604
2017	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3302
2017	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5754
2017	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6583
2017	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9206
2017	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3073
2017	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	426
2017	44	Teruel	65 y más	Hombres	4 - Distinta CA	1977
2017	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	195
2017	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10097
2017	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4258
2017	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	589
2017	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2396
2017	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	264
2017	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	60100
2017	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7566
2017	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	467
2017	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2928
2017	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	4207
2017	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	56607
2017	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	7095
2017	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	457
2017	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2721
2017	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	4058
2017	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	145936
2017	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	54890
2017	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	10760
2017	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	41623
2017	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	53168
2017	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139830
2017	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	52823
2017	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	12756
2017	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	41524
2017	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	55048
2017	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	34416
2017	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	20432
2017	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8953
2017	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	19132
2017	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1779
2017	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	42445
2017	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	29626
2017	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12666
2017	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	26891
2017	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2582
2018	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11593
2018	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1779
2018	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	540
2018	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1141
2018	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1140
2018	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11140
2018	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1705
2018	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	532
2018	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1135
2018	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	999
2018	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	24958
2018	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	16689
2018	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	4762
2018	22	Huesca	16 a 64	Hombres	4 - Distinta CA	12614
2018	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	13155
2018	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22229
2018	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	15607
2018	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4529
2018	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	11718
2018	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	12148
2018	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10687
2018	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5813
2018	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1606
2018	22	Huesca	65 y más	Hombres	4 - Distinta CA	3665
2018	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	457
2018	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10931
2018	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8880
2018	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1914
2018	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4720
2018	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	559
2018	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6952
2018	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	880
2018	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	343
2018	44	Teruel	0 a 15	Hombres	4 - Distinta CA	638
2018	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	615
2018	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6598
2018	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	885
2018	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	357
2018	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	652
2018	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	640
2018	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	16769
2018	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	10400
2018	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3552
2018	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6119
2018	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	6966
2018	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	14748
2018	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9338
2018	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3277
2018	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5750
2018	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6725
2018	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9072
2018	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3093
2018	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	438
2018	44	Teruel	65 y más	Hombres	4 - Distinta CA	2010
2018	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	213
2018	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	9941
2018	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4308
2018	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	576
2018	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2424
2018	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	293
2018	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	59766
2018	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7681
2018	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	498
2018	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	3037
2018	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	4328
2018	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	56396
2018	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	7137
2018	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	475
2018	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2812
2018	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	4068
2018	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	146103
2018	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	53904
2018	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	10378
2018	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	41140
2018	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	54098
2018	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	140091
2018	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	51723
2018	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	12325
2018	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	40808
2018	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	56723
2018	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	34794
2018	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	20678
2018	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	9063
2018	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	19407
2018	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1964
2018	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	42724
2018	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	29813
2018	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	12833
2018	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	27142
2018	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	2902
