Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Personas
2012	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2767
2012	12	Tarazona y el Moncayo	0 a 15	Mujeres	982
2012	12	Tarazona y el Moncayo	16 a 64	Mujeres	4312
2012	12	Tarazona y el Moncayo	65 y más	Mujeres	1971
2012	13	Campo de Borja	0 a 15	Mujeres	1033
2012	13	Campo de Borja	16 a 64	Mujeres	4387
2012	13	Campo de Borja	65 y más	Mujeres	1964
2012	14	Aranda	0 a 15	Mujeres	431
2012	14	Aranda	16 a 64	Mujeres	2174
2012	14	Aranda	65 y más	Mujeres	985
2012	15	Ribera Alta del Ebro	0 a 15	Mujeres	2027
2012	15	Ribera Alta del Ebro	16 a 64	Mujeres	8692
2012	15	Ribera Alta del Ebro	65 y más	Mujeres	2865
2012	16	Valdejalón	0 a 15	Mujeres	2184
2012	16	Valdejalón	16 a 64	Mujeres	8995
2012	16	Valdejalón	65 y más	Mujeres	2969
2012	17	Central	0 a 15	Mujeres	56514
2012	17	Central	16 a 64	Mujeres	251085
2012	17	Central	65 y más	Mujeres	79843
2012	18	Ribera Baja del Ebro	0 a 15	Mujeres	574
2012	18	Ribera Baja del Ebro	16 a 64	Mujeres	2733
2012	18	Ribera Baja del Ebro	65 y más	Mujeres	1259
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	1029
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	4334
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1790
2012	20	Comunidad de Calatayud	0 a 15	Mujeres	2256
2012	20	Comunidad de Calatayud	16 a 64	Mujeres	11682
2012	20	Comunidad de Calatayud	65 y más	Mujeres	5991
2012	21	Campo de Cariñena	0 a 15	Mujeres	639
2012	21	Campo de Cariñena	16 a 64	Mujeres	3099
2012	21	Campo de Cariñena	65 y más	Mujeres	1434
2012	22	Campo de Belchite	0 a 15	Mujeres	220
2012	22	Campo de Belchite	16 a 64	Mujeres	1246
2012	22	Campo de Belchite	65 y más	Mujeres	938
2012	23	Bajo Martín	0 a 15	Mujeres	399
2012	23	Bajo Martín	16 a 64	Mujeres	1865
2012	23	Bajo Martín	65 y más	Mujeres	1149
2012	24	Campo de Daroca	0 a 15	Mujeres	259
2012	24	Campo de Daroca	16 a 64	Mujeres	1544
2012	24	Campo de Daroca	65 y más	Mujeres	1128
2012	25	Jiloca	0 a 15	Mujeres	817
2012	25	Jiloca	16 a 64	Mujeres	3581
2012	25	Jiloca	65 y más	Mujeres	2194
2012	26	Cuencas Mineras	0 a 15	Mujeres	493
2012	26	Cuencas Mineras	16 a 64	Mujeres	2517
2012	26	Cuencas Mineras	65 y más	Mujeres	1137
2012	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	740
2012	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3454
2012	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1274
2012	28	Bajo Aragón	0 a 15	Mujeres	2284
2012	28	Bajo Aragón	16 a 64	Mujeres	9170
2012	28	Bajo Aragón	65 y más	Mujeres	3390
2012	29	Comunidad de Teruel	0 a 15	Mujeres	3457
2012	29	Comunidad de Teruel	16 a 64	Mujeres	14754
2012	29	Comunidad de Teruel	65 y más	Mujeres	5660
2012	30	Maestrazgo	0 a 15	Mujeres	196
2012	30	Maestrazgo	16 a 64	Mujeres	953
2012	30	Maestrazgo	65 y más	Mujeres	517
2012	31	Sierra de Albarracín	0 a 15	Mujeres	246
2012	31	Sierra de Albarracín	16 a 64	Mujeres	1231
2012	31	Sierra de Albarracín	65 y más	Mujeres	758
2012	32	Gúdar-Javalambre	0 a 15	Mujeres	546
2012	32	Gúdar-Javalambre	16 a 64	Mujeres	2298
2012	32	Gúdar-Javalambre	65 y más	Mujeres	1008
2012	33	Matarraña / Matarranya	0 a 15	Mujeres	516
2012	33	Matarraña / Matarranya	16 a 64	Mujeres	2396
2012	33	Matarraña / Matarranya	65 y más	Mujeres	1250
2013	01	La Jacetania	0 a 15	Mujeres	1307
2013	01	La Jacetania	16 a 64	Mujeres	5649
2013	01	La Jacetania	65 y más	Mujeres	2073
2013	02	Alto Gállego	0 a 15	Mujeres	1021
2013	02	Alto Gállego	16 a 64	Mujeres	4490
2013	02	Alto Gállego	65 y más	Mujeres	1520
2013	03	Sobrarbe	0 a 15	Mujeres	448
2013	03	Sobrarbe	16 a 64	Mujeres	2319
2013	03	Sobrarbe	65 y más	Mujeres	840
2013	04	La Ribagorza	0 a 15	Mujeres	791
2013	04	La Ribagorza	16 a 64	Mujeres	3791
2013	04	La Ribagorza	65 y más	Mujeres	1561
2013	05	Cinco Villas	0 a 15	Mujeres	2078
2013	05	Cinco Villas	16 a 64	Mujeres	9544
2013	05	Cinco Villas	65 y más	Mujeres	4009
2013	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	5227
2013	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	21680
2013	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7730
2013	07	Somontano de Barbastro	0 a 15	Mujeres	1709
2013	07	Somontano de Barbastro	16 a 64	Mujeres	7361
2013	07	Somontano de Barbastro	65 y más	Mujeres	3096
2013	08	Cinca Medio	0 a 15	Mujeres	1822
2013	08	Cinca Medio	16 a 64	Mujeres	7240
2013	08	Cinca Medio	65 y más	Mujeres	2763
2013	09	La Litera / La Llitera	0 a 15	Mujeres	1224
2013	09	La Litera / La Llitera	16 a 64	Mujeres	5225
2013	09	La Litera / La Llitera	65 y más	Mujeres	2568
2013	10	Los Monegros	0 a 15	Mujeres	1057
2013	10	Los Monegros	16 a 64	Mujeres	5602
2013	10	Los Monegros	65 y más	Mujeres	3045
2013	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1743
2013	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	7525
2013	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2772
2013	12	Tarazona y el Moncayo	0 a 15	Mujeres	951
2013	12	Tarazona y el Moncayo	16 a 64	Mujeres	4277
2013	12	Tarazona y el Moncayo	65 y más	Mujeres	1920
2013	13	Campo de Borja	0 a 15	Mujeres	992
2013	13	Campo de Borja	16 a 64	Mujeres	4259
2013	13	Campo de Borja	65 y más	Mujeres	1954
2013	14	Aranda	0 a 15	Mujeres	402
2013	14	Aranda	16 a 64	Mujeres	2130
2013	14	Aranda	65 y más	Mujeres	986
2013	15	Ribera Alta del Ebro	0 a 15	Mujeres	2021
2013	15	Ribera Alta del Ebro	16 a 64	Mujeres	8649
2013	15	Ribera Alta del Ebro	65 y más	Mujeres	2874
2013	16	Valdejalón	0 a 15	Mujeres	2250
2013	16	Valdejalón	16 a 64	Mujeres	8949
2013	16	Valdejalón	65 y más	Mujeres	2946
2013	17	Central	0 a 15	Mujeres	57105
2013	17	Central	16 a 64	Mujeres	251166
2013	17	Central	65 y más	Mujeres	81334
2013	18	Ribera Baja del Ebro	0 a 15	Mujeres	554
2013	18	Ribera Baja del Ebro	16 a 64	Mujeres	2705
2013	18	Ribera Baja del Ebro	65 y más	Mujeres	1243
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	1033
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	4308
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1781
2013	20	Comunidad de Calatayud	0 a 15	Mujeres	2221
2013	20	Comunidad de Calatayud	16 a 64	Mujeres	11526
2013	20	Comunidad de Calatayud	65 y más	Mujeres	5849
2013	21	Campo de Cariñena	0 a 15	Mujeres	637
2013	21	Campo de Cariñena	16 a 64	Mujeres	3055
2013	21	Campo de Cariñena	65 y más	Mujeres	1394
2013	22	Campo de Belchite	0 a 15	Mujeres	220
2013	22	Campo de Belchite	16 a 64	Mujeres	1221
2013	22	Campo de Belchite	65 y más	Mujeres	912
2013	23	Bajo Martín	0 a 15	Mujeres	379
2013	23	Bajo Martín	16 a 64	Mujeres	1821
2013	23	Bajo Martín	65 y más	Mujeres	1129
2013	24	Campo de Daroca	0 a 15	Mujeres	259
2013	24	Campo de Daroca	16 a 64	Mujeres	1498
2013	24	Campo de Daroca	65 y más	Mujeres	1098
2013	25	Jiloca	0 a 15	Mujeres	822
2013	25	Jiloca	16 a 64	Mujeres	3513
2013	25	Jiloca	65 y más	Mujeres	2151
2013	26	Cuencas Mineras	0 a 15	Mujeres	511
2013	26	Cuencas Mineras	16 a 64	Mujeres	2485
2013	26	Cuencas Mineras	65 y más	Mujeres	1130
2013	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	735
2013	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3409
2013	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1258
2013	28	Bajo Aragón	0 a 15	Mujeres	2280
2013	28	Bajo Aragón	16 a 64	Mujeres	9122
2013	28	Bajo Aragón	65 y más	Mujeres	3390
2013	29	Comunidad de Teruel	0 a 15	Mujeres	3455
2013	29	Comunidad de Teruel	16 a 64	Mujeres	14754
2013	29	Comunidad de Teruel	65 y más	Mujeres	5671
2013	30	Maestrazgo	0 a 15	Mujeres	187
2013	30	Maestrazgo	16 a 64	Mujeres	930
2013	30	Maestrazgo	65 y más	Mujeres	498
2013	31	Sierra de Albarracín	0 a 15	Mujeres	225
2013	31	Sierra de Albarracín	16 a 64	Mujeres	1192
2013	31	Sierra de Albarracín	65 y más	Mujeres	740
2013	32	Gúdar-Javalambre	0 a 15	Mujeres	531
2013	32	Gúdar-Javalambre	16 a 64	Mujeres	2238
2013	32	Gúdar-Javalambre	65 y más	Mujeres	969
2013	33	Matarraña / Matarranya	0 a 15	Mujeres	529
2013	33	Matarraña / Matarranya	16 a 64	Mujeres	2367
2013	33	Matarraña / Matarranya	65 y más	Mujeres	1233
2014	01	La Jacetania	0 a 15	Mujeres	1288
2014	01	La Jacetania	16 a 64	Mujeres	5600
2014	01	La Jacetania	65 y más	Mujeres	2058
2014	02	Alto Gállego	0 a 15	Mujeres	1000
2014	02	Alto Gállego	16 a 64	Mujeres	4418
2014	02	Alto Gállego	65 y más	Mujeres	1504
2014	03	Sobrarbe	0 a 15	Mujeres	441
2014	03	Sobrarbe	16 a 64	Mujeres	2300
2014	03	Sobrarbe	65 y más	Mujeres	841
2014	04	La Ribagorza	0 a 15	Mujeres	770
2014	04	La Ribagorza	16 a 64	Mujeres	3669
2014	04	La Ribagorza	65 y más	Mujeres	1555
2014	05	Cinco Villas	0 a 15	Mujeres	1994
2014	05	Cinco Villas	16 a 64	Mujeres	9363
2014	05	Cinco Villas	65 y más	Mujeres	4010
2014	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	5299
2014	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	21495
2014	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7893
2014	07	Somontano de Barbastro	0 a 15	Mujeres	1702
2014	07	Somontano de Barbastro	16 a 64	Mujeres	7330
2014	07	Somontano de Barbastro	65 y más	Mujeres	3118
2014	08	Cinca Medio	0 a 15	Mujeres	1793
2014	08	Cinca Medio	16 a 64	Mujeres	7212
2014	08	Cinca Medio	65 y más	Mujeres	2749
2014	09	La Litera / La Llitera	0 a 15	Mujeres	1239
2014	09	La Litera / La Llitera	16 a 64	Mujeres	5169
2014	09	La Litera / La Llitera	65 y más	Mujeres	2589
2014	10	Los Monegros	0 a 15	Mujeres	1040
2014	10	Los Monegros	16 a 64	Mujeres	5481
2014	10	Los Monegros	65 y más	Mujeres	3026
2014	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1777
2014	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	7525
2014	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2766
2014	12	Tarazona y el Moncayo	0 a 15	Mujeres	937
2014	12	Tarazona y el Moncayo	16 a 64	Mujeres	4240
2014	12	Tarazona y el Moncayo	65 y más	Mujeres	1934
2014	13	Campo de Borja	0 a 15	Mujeres	956
2014	13	Campo de Borja	16 a 64	Mujeres	4166
2014	13	Campo de Borja	65 y más	Mujeres	1959
2014	14	Aranda	0 a 15	Mujeres	381
2014	14	Aranda	16 a 64	Mujeres	2099
2014	14	Aranda	65 y más	Mujeres	972
2014	15	Ribera Alta del Ebro	0 a 15	Mujeres	2040
2014	15	Ribera Alta del Ebro	16 a 64	Mujeres	8488
2014	15	Ribera Alta del Ebro	65 y más	Mujeres	2884
2014	16	Valdejalón	0 a 15	Mujeres	2218
2014	16	Valdejalón	16 a 64	Mujeres	8837
2014	16	Valdejalón	65 y más	Mujeres	2942
2014	17	Central	0 a 15	Mujeres	56360
2014	17	Central	16 a 64	Mujeres	244306
2014	17	Central	65 y más	Mujeres	82872
2014	18	Ribera Baja del Ebro	0 a 15	Mujeres	564
2014	18	Ribera Baja del Ebro	16 a 64	Mujeres	2663
2014	18	Ribera Baja del Ebro	65 y más	Mujeres	1223
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	1067
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	4263
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1807
2014	20	Comunidad de Calatayud	0 a 15	Mujeres	2165
2014	20	Comunidad de Calatayud	16 a 64	Mujeres	11284
2014	20	Comunidad de Calatayud	65 y más	Mujeres	5781
2014	21	Campo de Cariñena	0 a 15	Mujeres	633
2014	21	Campo de Cariñena	16 a 64	Mujeres	3010
2014	21	Campo de Cariñena	65 y más	Mujeres	1370
2014	22	Campo de Belchite	0 a 15	Mujeres	213
2014	22	Campo de Belchite	16 a 64	Mujeres	1164
2014	22	Campo de Belchite	65 y más	Mujeres	907
2014	23	Bajo Martín	0 a 15	Mujeres	383
2014	23	Bajo Martín	16 a 64	Mujeres	1797
2014	23	Bajo Martín	65 y más	Mujeres	1120
2014	24	Campo de Daroca	0 a 15	Mujeres	247
2014	24	Campo de Daroca	16 a 64	Mujeres	1463
2014	24	Campo de Daroca	65 y más	Mujeres	1076
2014	25	Jiloca	0 a 15	Mujeres	785
2014	25	Jiloca	16 a 64	Mujeres	3487
2014	25	Jiloca	65 y más	Mujeres	2096
2014	26	Cuencas Mineras	0 a 15	Mujeres	500
2014	26	Cuencas Mineras	16 a 64	Mujeres	2446
2014	26	Cuencas Mineras	65 y más	Mujeres	1127
2014	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	711
2014	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3374
2014	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1237
2014	28	Bajo Aragón	0 a 15	Mujeres	2291
2014	28	Bajo Aragón	16 a 64	Mujeres	9034
2014	28	Bajo Aragón	65 y más	Mujeres	3409
2014	29	Comunidad de Teruel	0 a 15	Mujeres	3388
2014	29	Comunidad de Teruel	16 a 64	Mujeres	14649
2014	29	Comunidad de Teruel	65 y más	Mujeres	5656
2014	30	Maestrazgo	0 a 15	Mujeres	182
2014	30	Maestrazgo	16 a 64	Mujeres	912
2014	30	Maestrazgo	65 y más	Mujeres	487
2014	31	Sierra de Albarracín	0 a 15	Mujeres	214
2014	31	Sierra de Albarracín	16 a 64	Mujeres	1178
2014	31	Sierra de Albarracín	65 y más	Mujeres	731
2014	32	Gúdar-Javalambre	0 a 15	Mujeres	515
2014	32	Gúdar-Javalambre	16 a 64	Mujeres	2197
2014	32	Gúdar-Javalambre	65 y más	Mujeres	961
2014	33	Matarraña / Matarranya	0 a 15	Mujeres	517
2014	33	Matarraña / Matarranya	16 a 64	Mujeres	2327
2014	33	Matarraña / Matarranya	65 y más	Mujeres	1205
2015	01	La Jacetania	0 a 15	Mujeres	1284
2015	01	La Jacetania	16 a 64	Mujeres	5532
2015	01	La Jacetania	65 y más	Mujeres	2056
2015	02	Alto Gállego	0 a 15	Mujeres	973
2015	02	Alto Gállego	16 a 64	Mujeres	4301
2015	02	Alto Gállego	65 y más	Mujeres	1515
2015	03	Sobrarbe	0 a 15	Mujeres	435
2015	03	Sobrarbe	16 a 64	Mujeres	2296
2015	03	Sobrarbe	65 y más	Mujeres	826
2015	04	La Ribagorza	0 a 15	Mujeres	750
2015	04	La Ribagorza	16 a 64	Mujeres	3609
2015	04	La Ribagorza	65 y más	Mujeres	1550
2015	05	Cinco Villas	0 a 15	Mujeres	1972
2015	05	Cinco Villas	16 a 64	Mujeres	9255
2015	05	Cinco Villas	65 y más	Mujeres	3987
2015	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	5315
2015	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	21284
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7978
2015	07	Somontano de Barbastro	0 a 15	Mujeres	1698
2015	07	Somontano de Barbastro	16 a 64	Mujeres	7259
2015	07	Somontano de Barbastro	65 y más	Mujeres	3105
2015	08	Cinca Medio	0 a 15	Mujeres	1800
2015	08	Cinca Medio	16 a 64	Mujeres	7196
2015	08	Cinca Medio	65 y más	Mujeres	2730
2015	09	La Litera / La Llitera	0 a 15	Mujeres	1242
2015	09	La Litera / La Llitera	16 a 64	Mujeres	5061
2015	09	La Litera / La Llitera	65 y más	Mujeres	2590
2015	10	Los Monegros	0 a 15	Mujeres	1022
2015	10	Los Monegros	16 a 64	Mujeres	5362
2015	10	Los Monegros	65 y más	Mujeres	3032
2015	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1788
2015	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	7419
2015	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2779
2015	12	Tarazona y el Moncayo	0 a 15	Mujeres	934
2015	12	Tarazona y el Moncayo	16 a 64	Mujeres	4154
2015	12	Tarazona y el Moncayo	65 y más	Mujeres	1948
2015	13	Campo de Borja	0 a 15	Mujeres	916
2015	13	Campo de Borja	16 a 64	Mujeres	4106
2015	13	Campo de Borja	65 y más	Mujeres	1942
2015	14	Aranda	0 a 15	Mujeres	364
2015	14	Aranda	16 a 64	Mujeres	2087
2015	14	Aranda	65 y más	Mujeres	964
2015	15	Ribera Alta del Ebro	0 a 15	Mujeres	2052
2015	15	Ribera Alta del Ebro	16 a 64	Mujeres	8350
2015	15	Ribera Alta del Ebro	65 y más	Mujeres	2875
2015	16	Valdejalón	0 a 15	Mujeres	2233
2015	16	Valdejalón	16 a 64	Mujeres	8685
2015	16	Valdejalón	65 y más	Mujeres	2935
2015	17	Central	0 a 15	Mujeres	56733
2015	17	Central	16 a 64	Mujeres	242298
2015	17	Central	65 y más	Mujeres	84180
2015	18	Ribera Baja del Ebro	0 a 15	Mujeres	558
2015	18	Ribera Baja del Ebro	16 a 64	Mujeres	2609
2015	18	Ribera Baja del Ebro	65 y más	Mujeres	1221
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	1064
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	4214
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1830
2015	20	Comunidad de Calatayud	0 a 15	Mujeres	2057
2015	20	Comunidad de Calatayud	16 a 64	Mujeres	10881
2015	20	Comunidad de Calatayud	65 y más	Mujeres	5746
2015	21	Campo de Cariñena	0 a 15	Mujeres	633
2015	21	Campo de Cariñena	16 a 64	Mujeres	2925
2015	21	Campo de Cariñena	65 y más	Mujeres	1331
2015	22	Campo de Belchite	0 a 15	Mujeres	204
2015	22	Campo de Belchite	16 a 64	Mujeres	1165
2015	22	Campo de Belchite	65 y más	Mujeres	894
2015	23	Bajo Martín	0 a 15	Mujeres	395
2015	23	Bajo Martín	16 a 64	Mujeres	1777
2015	23	Bajo Martín	65 y más	Mujeres	1111
2015	24	Campo de Daroca	0 a 15	Mujeres	242
2015	24	Campo de Daroca	16 a 64	Mujeres	1444
2015	24	Campo de Daroca	65 y más	Mujeres	1058
2015	25	Jiloca	0 a 15	Mujeres	770
2015	25	Jiloca	16 a 64	Mujeres	3454
2015	25	Jiloca	65 y más	Mujeres	2038
2015	26	Cuencas Mineras	0 a 15	Mujeres	503
2015	26	Cuencas Mineras	16 a 64	Mujeres	2406
2015	26	Cuencas Mineras	65 y más	Mujeres	1116
2015	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	705
2015	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3322
2015	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1231
2015	28	Bajo Aragón	0 a 15	Mujeres	2269
2015	28	Bajo Aragón	16 a 64	Mujeres	8980
2015	28	Bajo Aragón	65 y más	Mujeres	3366
2015	29	Comunidad de Teruel	0 a 15	Mujeres	3367
2015	29	Comunidad de Teruel	16 a 64	Mujeres	14571
2015	29	Comunidad de Teruel	65 y más	Mujeres	5676
2015	30	Maestrazgo	0 a 15	Mujeres	175
2015	30	Maestrazgo	16 a 64	Mujeres	896
2015	30	Maestrazgo	65 y más	Mujeres	474
2015	31	Sierra de Albarracín	0 a 15	Mujeres	196
2015	31	Sierra de Albarracín	16 a 64	Mujeres	1182
2015	31	Sierra de Albarracín	65 y más	Mujeres	723
2015	32	Gúdar-Javalambre	0 a 15	Mujeres	511
2015	32	Gúdar-Javalambre	16 a 64	Mujeres	2140
2015	32	Gúdar-Javalambre	65 y más	Mujeres	946
2015	33	Matarraña / Matarranya	0 a 15	Mujeres	512
2015	33	Matarraña / Matarranya	16 a 64	Mujeres	2311
2015	33	Matarraña / Matarranya	65 y más	Mujeres	1204
2016	01	La Jacetania	0 a 15	Mujeres	1283
2016	01	La Jacetania	16 a 64	Mujeres	5477
2016	01	La Jacetania	65 y más	Mujeres	2042
2016	02	Alto Gállego	0 a 15	Mujeres	949
2016	02	Alto Gállego	16 a 64	Mujeres	4238
2016	02	Alto Gállego	65 y más	Mujeres	1507
2016	03	Sobrarbe	0 a 15	Mujeres	430
2016	03	Sobrarbe	16 a 64	Mujeres	2224
2016	03	Sobrarbe	65 y más	Mujeres	814
2016	04	La Ribagorza	0 a 15	Mujeres	721
2016	04	La Ribagorza	16 a 64	Mujeres	3533
2016	04	La Ribagorza	65 y más	Mujeres	1529
2016	05	Cinco Villas	0 a 15	Mujeres	1935
2016	05	Cinco Villas	16 a 64	Mujeres	9164
2016	05	Cinco Villas	65 y más	Mujeres	3958
2016	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	5323
2016	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	21276
2016	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	7955
2016	07	Somontano de Barbastro	0 a 15	Mujeres	1666
2016	07	Somontano de Barbastro	16 a 64	Mujeres	7194
2016	07	Somontano de Barbastro	65 y más	Mujeres	3087
2016	08	Cinca Medio	0 a 15	Mujeres	1820
2016	08	Cinca Medio	16 a 64	Mujeres	7190
2016	08	Cinca Medio	65 y más	Mujeres	2720
2016	09	La Litera / La Llitera	0 a 15	Mujeres	1220
2016	09	La Litera / La Llitera	16 a 64	Mujeres	5064
2016	09	La Litera / La Llitera	65 y más	Mujeres	2559
2016	10	Los Monegros	0 a 15	Mujeres	991
2016	10	Los Monegros	16 a 64	Mujeres	5305
2016	10	Los Monegros	65 y más	Mujeres	2952
2016	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1792
2016	11	Bajo Cinca / Baix Cinca	16 a 64	Mujeres	7345
2016	11	Bajo Cinca / Baix Cinca	65 y más	Mujeres	2756
2016	12	Tarazona y el Moncayo	0 a 15	Mujeres	934
2016	12	Tarazona y el Moncayo	16 a 64	Mujeres	4075
2016	12	Tarazona y el Moncayo	65 y más	Mujeres	1952
2016	13	Campo de Borja	0 a 15	Mujeres	883
2016	13	Campo de Borja	16 a 64	Mujeres	4033
2016	13	Campo de Borja	65 y más	Mujeres	1924
2016	14	Aranda	0 a 15	Mujeres	355
2016	14	Aranda	16 a 64	Mujeres	2060
2016	14	Aranda	65 y más	Mujeres	940
2016	15	Ribera Alta del Ebro	0 a 15	Mujeres	2013
2016	15	Ribera Alta del Ebro	16 a 64	Mujeres	8323
2016	15	Ribera Alta del Ebro	65 y más	Mujeres	2892
2016	16	Valdejalón	0 a 15	Mujeres	2219
2016	16	Valdejalón	16 a 64	Mujeres	8628
2016	16	Valdejalón	65 y más	Mujeres	2893
2016	17	Central	0 a 15	Mujeres	56740
2016	17	Central	16 a 64	Mujeres	240042
2016	17	Central	65 y más	Mujeres	85367
2016	18	Ribera Baja del Ebro	0 a 15	Mujeres	534
2016	18	Ribera Baja del Ebro	16 a 64	Mujeres	2548
2016	18	Ribera Baja del Ebro	65 y más	Mujeres	1211
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	1022
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	4108
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1800
2016	20	Comunidad de Calatayud	0 a 15	Mujeres	2201
2016	20	Comunidad de Calatayud	16 a 64	Mujeres	10811
2016	20	Comunidad de Calatayud	65 y más	Mujeres	5612
2016	21	Campo de Cariñena	0 a 15	Mujeres	641
2016	21	Campo de Cariñena	16 a 64	Mujeres	2880
2016	21	Campo de Cariñena	65 y más	Mujeres	1324
2016	22	Campo de Belchite	0 a 15	Mujeres	190
2016	22	Campo de Belchite	16 a 64	Mujeres	1137
2016	22	Campo de Belchite	65 y más	Mujeres	887
2016	23	Bajo Martín	0 a 15	Mujeres	379
2016	23	Bajo Martín	16 a 64	Mujeres	1752
2016	23	Bajo Martín	65 y más	Mujeres	1105
2016	24	Campo de Daroca	0 a 15	Mujeres	228
2016	24	Campo de Daroca	16 a 64	Mujeres	1422
2016	24	Campo de Daroca	65 y más	Mujeres	1036
2016	25	Jiloca	0 a 15	Mujeres	759
2016	25	Jiloca	16 a 64	Mujeres	3399
2016	25	Jiloca	65 y más	Mujeres	1961
2016	26	Cuencas Mineras	0 a 15	Mujeres	498
2016	26	Cuencas Mineras	16 a 64	Mujeres	2334
2016	26	Cuencas Mineras	65 y más	Mujeres	1114
2016	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	687
2016	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3246
2016	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1218
2016	28	Bajo Aragón	0 a 15	Mujeres	2259
2016	28	Bajo Aragón	16 a 64	Mujeres	8812
2016	28	Bajo Aragón	65 y más	Mujeres	3382
2016	29	Comunidad de Teruel	0 a 15	Mujeres	3349
2016	29	Comunidad de Teruel	16 a 64	Mujeres	14494
2016	29	Comunidad de Teruel	65 y más	Mujeres	5656
2016	30	Maestrazgo	0 a 15	Mujeres	167
2016	30	Maestrazgo	16 a 64	Mujeres	877
2016	30	Maestrazgo	65 y más	Mujeres	468
2016	31	Sierra de Albarracín	0 a 15	Mujeres	195
2016	31	Sierra de Albarracín	16 a 64	Mujeres	1152
2016	31	Sierra de Albarracín	65 y más	Mujeres	704
2016	32	Gúdar-Javalambre	0 a 15	Mujeres	475
2016	32	Gúdar-Javalambre	16 a 64	Mujeres	2108
2016	32	Gúdar-Javalambre	65 y más	Mujeres	923
2016	33	Matarraña / Matarranya	0 a 15	Mujeres	520
2016	33	Matarraña / Matarranya	16 a 64	Mujeres	2268
2016	33	Matarraña / Matarranya	65 y más	Mujeres	1212
2017	01	La Jacetania	0 a 15	Mujeres	1263
2017	01	La Jacetania	16 a 64	Mujeres	5456
2017	01	La Jacetania	65 y más	Mujeres	2034
2017	02	Alto Gállego	0 a 15	Mujeres	940
2017	02	Alto Gállego	16 a 64	Mujeres	4203
