Municipio código	Municipio nombre	Situación preferente	Personas residentes viviendas familiares
44040	Berge	Pensionistas de viudedad u orfandad	12
44040	Berge	Pensionistas de jubilación	68
44040	Berge	Realizando o compartiendo las labores del hogar	42
44040	Berge	Otra situación	8
44041	Bezas	Estudiantes	2
44041	Bezas	Ocupados	24
44041	Bezas	Parados que han trabajado antes	1
44041	Bezas	Pensionistas de viudedad u orfandad	6
44041	Bezas	Pensionistas de jubilación	28
44041	Bezas	Realizando o compartiendo las labores del hogar	4
44042	Blancas	Estudiantes	22
44042	Blancas	Ocupados	61
44042	Blancas	Parados buscando el primer empleo	1
44042	Blancas	Parados que han trabajado antes	1
44042	Blancas	Pensionistas de invalidez	5
44042	Blancas	Pensionistas de viudedad u orfandad	12
44042	Blancas	Pensionistas de jubilación	37
44042	Blancas	Realizando o compartiendo las labores del hogar	38
44042	Blancas	Otra situación	2
44043	Blesa	Estudiantes	7
44043	Blesa	Ocupados	54
44043	Blesa	Parados que han trabajado antes	2
44043	Blesa	Pensionistas de invalidez	4
44043	Blesa	Pensionistas de viudedad u orfandad	6
44043	Blesa	Pensionistas de jubilación	33
44043	Blesa	Realizando o compartiendo las labores del hogar	32
44043	Blesa	Otra situación	1
44044	Bordón	Estudiantes	17
44044	Bordón	Ocupados	44
44044	Bordón	Pensionistas de invalidez	2
44044	Bordón	Pensionistas de viudedad u orfandad	9
44044	Bordón	Pensionistas de jubilación	40
44044	Bordón	Realizando o compartiendo las labores del hogar	20
44044	Bordón	Otra situación	6
44045	Bronchales	Estudiantes	92
44045	Bronchales	Ocupados	179
44045	Bronchales	Parados que han trabajado antes	7
44045	Bronchales	Pensionistas de invalidez	4
44045	Bronchales	Pensionistas de viudedad u orfandad	31
44045	Bronchales	Pensionistas de jubilación	85
44045	Bronchales	Realizando o compartiendo las labores del hogar	67
44045	Bronchales	Otra situación	7
44046	Bueña	Estudiantes	3
44046	Bueña	Ocupados	32
44046	Bueña	Pensionistas de jubilación	45
44046	Bueña	Dependientes	1
44046	Bueña	Realizando o compartiendo las labores del hogar	9
44047	Burbáguena	Estudiantes	22
44047	Burbáguena	Ocupados	60
44047	Burbáguena	Parados que han trabajado antes	3
44047	Burbáguena	Pensionistas de invalidez	9
44047	Burbáguena	Pensionistas de viudedad u orfandad	3
44047	Burbáguena	Pensionistas de jubilación	85
44047	Burbáguena	Realizando o compartiendo las labores del hogar	50
44047	Burbáguena	Otra situación	1
44048	Cabra de Mora	Estudiantes	21
44048	Cabra de Mora	Ocupados	38
44048	Cabra de Mora	Parados que han trabajado antes	4
44048	Cabra de Mora	Pensionistas de invalidez	4
44048	Cabra de Mora	Pensionistas de viudedad u orfandad	1
44048	Cabra de Mora	Pensionistas de jubilación	26
44048	Cabra de Mora	Realizando o compartiendo las labores del hogar	11
44048	Cabra de Mora	Otra situación	3
44049	Calaceite	Estudiantes	167
44049	Calaceite	Ocupados	409
44049	Calaceite	Parados buscando el primer empleo	8
44049	Calaceite	Parados que han trabajado antes	10
44049	Calaceite	Pensionistas de invalidez	22
44049	Calaceite	Pensionistas de viudedad u orfandad	32
44049	Calaceite	Pensionistas de jubilación	303
44049	Calaceite	Dependientes	3
44049	Calaceite	Realizando o compartiendo las labores del hogar	185
44049	Calaceite	Otra situación	14
44050	Calamocha	Estudiantes	755
44050	Calamocha	Ocupados	1548
44050	Calamocha	Parados buscando el primer empleo	19
44050	Calamocha	Parados que han trabajado antes	63
44050	Calamocha	Pensionistas de invalidez	93
44050	Calamocha	Pensionistas de viudedad u orfandad	204
44050	Calamocha	Pensionistas de jubilación	659
44050	Calamocha	Dependientes	2
44050	Calamocha	Realizando o compartiendo las labores del hogar	594
44050	Calamocha	Otra situación	96
44051	Calanda	Estudiantes	697
44051	Calanda	Ocupados	1293
44051	Calanda	Parados buscando el primer empleo	9
44051	Calanda	Parados que han trabajado antes	117
44051	Calanda	Pensionistas de invalidez	26
44051	Calanda	Pensionistas de viudedad u orfandad	187
44051	Calanda	Pensionistas de jubilación	524
44051	Calanda	Dependientes	2
44051	Calanda	Realizando o compartiendo las labores del hogar	554
44051	Calanda	Otra situación	36
44052	Calomarde	Estudiantes	2
44052	Calomarde	Ocupados	23
44052	Calomarde	Parados buscando el primer empleo	1
44052	Calomarde	Parados que han trabajado antes	1
44052	Calomarde	Pensionistas de invalidez	1
44052	Calomarde	Pensionistas de viudedad u orfandad	6
44052	Calomarde	Pensionistas de jubilación	30
44052	Calomarde	Realizando tareas de voluntariado	1
44052	Calomarde	Realizando o compartiendo las labores del hogar	4
44053	Camañas	Estudiantes	17
44053	Camañas	Ocupados	45
44053	Camañas	Parados que han trabajado antes	4
44053	Camañas	Pensionistas de invalidez	1
44053	Camañas	Pensionistas de viudedad u orfandad	11
44053	Camañas	Pensionistas de jubilación	39
44053	Camañas	Realizando o compartiendo las labores del hogar	23
44054	Camarena de la Sierra	Estudiantes	19
44054	Camarena de la Sierra	Ocupados	70
44054	Camarena de la Sierra	Parados buscando el primer empleo	3
44054	Camarena de la Sierra	Parados que han trabajado antes	8
44054	Camarena de la Sierra	Pensionistas de invalidez	5
44054	Camarena de la Sierra	Pensionistas de viudedad u orfandad	1
44054	Camarena de la Sierra	Pensionistas de jubilación	49
44054	Camarena de la Sierra	Realizando o compartiendo las labores del hogar	10
44055	Camarillas	Estudiantes	9
44055	Camarillas	Ocupados	42
44055	Camarillas	Parados que han trabajado antes	2
44055	Camarillas	Pensionistas de invalidez	1
44055	Camarillas	Pensionistas de viudedad u orfandad	1
44055	Camarillas	Pensionistas de jubilación	38
44055	Camarillas	Realizando o compartiendo las labores del hogar	9
44056	Caminreal	Estudiantes	121
44056	Caminreal	Ocupados	262
44056	Caminreal	Parados buscando el primer empleo	3
44056	Caminreal	Parados que han trabajado antes	11
44056	Caminreal	Pensionistas de invalidez	17
44056	Caminreal	Pensionistas de viudedad u orfandad	60
44056	Caminreal	Pensionistas de jubilación	155
44056	Caminreal	Realizando o compartiendo las labores del hogar	139
44056	Caminreal	Otra situación	9
44059	Cantavieja	Estudiantes	141
44059	Cantavieja	Ocupados	344
44059	Cantavieja	Parados buscando el primer empleo	4
44059	Cantavieja	Parados que han trabajado antes	4
44059	Cantavieja	Pensionistas de invalidez	12
44059	Cantavieja	Pensionistas de viudedad u orfandad	5
44059	Cantavieja	Pensionistas de jubilación	173
44059	Cantavieja	Realizando o compartiendo las labores del hogar	60
44059	Cantavieja	Otra situación	16
44060	Cañada de Benatanduz	Estudiantes	6
44060	Cañada de Benatanduz	Ocupados	20
44060	Cañada de Benatanduz	Pensionistas de invalidez	2
44060	Cañada de Benatanduz	Pensionistas de viudedad u orfandad	4
44060	Cañada de Benatanduz	Pensionistas de jubilación	21
44060	Cañada de Benatanduz	Realizando o compartiendo las labores del hogar	5
44061	Cañada de Verich (La)	Estudiantes	8
44061	Cañada de Verich (La)	Ocupados	28
44061	Cañada de Verich (La)	Parados buscando el primer empleo	1
44061	Cañada de Verich (La)	Parados que han trabajado antes	2
44061	Cañada de Verich (La)	Pensionistas de invalidez	2
44061	Cañada de Verich (La)	Pensionistas de viudedad u orfandad	5
44061	Cañada de Verich (La)	Pensionistas de jubilación	30
44061	Cañada de Verich (La)	Realizando o compartiendo las labores del hogar	21
44061	Cañada de Verich (La)	Otra situación	7
44062	Cañada Vellida	Estudiantes	2
44062	Cañada Vellida	Ocupados	25
44062	Cañada Vellida	Parados buscando el primer empleo	1
44062	Cañada Vellida	Parados que han trabajado antes	1
44062	Cañada Vellida	Pensionistas de invalidez	2
44062	Cañada Vellida	Pensionistas de viudedad u orfandad	5
44062	Cañada Vellida	Pensionistas de jubilación	12
44062	Cañada Vellida	Realizando o compartiendo las labores del hogar	6
44063	Cañizar del Olivar	Estudiantes	17
44063	Cañizar del Olivar	Ocupados	33
44063	Cañizar del Olivar	Parados buscando el primer empleo	2
44063	Cañizar del Olivar	Parados que han trabajado antes	2
44063	Cañizar del Olivar	Pensionistas de invalidez	4
44063	Cañizar del Olivar	Pensionistas de viudedad u orfandad	5
44063	Cañizar del Olivar	Pensionistas de jubilación	30
44063	Cañizar del Olivar	Realizando o compartiendo las labores del hogar	22
44063	Cañizar del Olivar	Otra situación	1
44064	Cascante del Río	Estudiantes	4
44064	Cascante del Río	Ocupados	34
44064	Cascante del Río	Parados buscando el primer empleo	2
44064	Cascante del Río	Parados que han trabajado antes	1
44064	Cascante del Río	Pensionistas de invalidez	4
44064	Cascante del Río	Pensionistas de viudedad u orfandad	1
44064	Cascante del Río	Pensionistas de jubilación	48
44064	Cascante del Río	Dependientes	1
44064	Cascante del Río	Realizando o compartiendo las labores del hogar	11
44064	Cascante del Río	Otra situación	1
44065	Castejón de Tornos	Estudiantes	4
44065	Castejón de Tornos	Ocupados	30
44065	Castejón de Tornos	Parados buscando el primer empleo	1
44065	Castejón de Tornos	Parados que han trabajado antes	2
44065	Castejón de Tornos	Pensionistas de jubilación	31
44065	Castejón de Tornos	Realizando o compartiendo las labores del hogar	24
44066	Castel de Cabra	Estudiantes	21
44066	Castel de Cabra	Ocupados	33
44066	Castel de Cabra	Parados que han trabajado antes	5
44066	Castel de Cabra	Pensionistas de invalidez	8
44066	Castel de Cabra	Pensionistas de viudedad u orfandad	8
44066	Castel de Cabra	Pensionistas de jubilación	45
44066	Castel de Cabra	Dependientes	2
44066	Castel de Cabra	Realizando o compartiendo las labores del hogar	33
44066	Castel de Cabra	Otra situación	3
44067	Castelnou	Estudiantes	6
44067	Castelnou	Ocupados	42
44067	Castelnou	Parados buscando el primer empleo	1
44067	Castelnou	Pensionistas de invalidez	2
44067	Castelnou	Pensionistas de viudedad u orfandad	8
44067	Castelnou	Pensionistas de jubilación	26
44067	Castelnou	Realizando o compartiendo las labores del hogar	22
44067	Castelnou	Otra situación	2
44068	Castelserás	Estudiantes	140
44068	Castelserás	Ocupados	302
44068	Castelserás	Parados buscando el primer empleo	5
44068	Castelserás	Parados que han trabajado antes	12
44068	Castelserás	Pensionistas de invalidez	16
44068	Castelserás	Pensionistas de viudedad u orfandad	23
44068	Castelserás	Pensionistas de jubilación	210
44068	Castelserás	Realizando tareas de voluntariado	1
44068	Castelserás	Dependientes	2
44068	Castelserás	Realizando o compartiendo las labores del hogar	109
44068	Castelserás	Otra situación	4
44070	Castellar (El)	Estudiantes	10
44070	Castellar (El)	Ocupados	32
44070	Castellar (El)	Parados que han trabajado antes	2
44070	Castellar (El)	Pensionistas de invalidez	5
44070	Castellar (El)	Pensionistas de viudedad u orfandad	12
44070	Castellar (El)	Pensionistas de jubilación	22
44070	Castellar (El)	Realizando o compartiendo las labores del hogar	4
44071	Castellote	Estudiantes	114
44071	Castellote	Ocupados	256
44071	Castellote	Parados buscando el primer empleo	10
44071	Castellote	Parados que han trabajado antes	15
44071	Castellote	Pensionistas de invalidez	22
44071	Castellote	Pensionistas de viudedad u orfandad	58
44071	Castellote	Pensionistas de jubilación	182
44071	Castellote	Realizando o compartiendo las labores del hogar	135
44071	Castellote	Otra situación	10
44074	Cedrillas	Estudiantes	85
44074	Cedrillas	Ocupados	228
44074	Cedrillas	Parados que han trabajado antes	7
44074	Cedrillas	Pensionistas de invalidez	5
44074	Cedrillas	Pensionistas de viudedad u orfandad	19
44074	Cedrillas	Pensionistas de jubilación	102
44074	Cedrillas	Realizando o compartiendo las labores del hogar	46
44074	Cedrillas	Otra situación	12
44075	Celadas	Estudiantes	49
44075	Celadas	Ocupados	145
44075	Celadas	Parados buscando el primer empleo	1
44075	Celadas	Parados que han trabajado antes	1
44075	Celadas	Pensionistas de viudedad u orfandad	25
44075	Celadas	Pensionistas de jubilación	74
44075	Celadas	Dependientes	1
44075	Celadas	Realizando o compartiendo las labores del hogar	93
44075	Celadas	Otra situación	9
44076	Cella	Estudiantes	508
44076	Cella	Ocupados	1123
44076	Cella	Parados buscando el primer empleo	3
44076	Cella	Parados que han trabajado antes	48
44076	Cella	Pensionistas de invalidez	27
44076	Cella	Pensionistas de viudedad u orfandad	125
44076	Cella	Pensionistas de jubilación	495
44076	Cella	Dependientes	6
44076	Cella	Realizando o compartiendo las labores del hogar	461
44076	Cella	Otra situación	29
44077	Cerollera (La)	Estudiantes	22
44077	Cerollera (La)	Ocupados	35
44077	Cerollera (La)	Parados buscando el primer empleo	1
44077	Cerollera (La)	Parados que han trabajado antes	1
44077	Cerollera (La)	Pensionistas de viudedad u orfandad	1
44077	Cerollera (La)	Pensionistas de jubilación	40
44077	Cerollera (La)	Realizando o compartiendo las labores del hogar	18
44077	Cerollera (La)	Otra situación	1
44080	Codoñera (La)	Estudiantes	51
44080	Codoñera (La)	Ocupados	125
44080	Codoñera (La)	Parados buscando el primer empleo	2
44080	Codoñera (La)	Parados que han trabajado antes	5
44080	Codoñera (La)	Pensionistas de invalidez	4
44080	Codoñera (La)	Pensionistas de viudedad u orfandad	24
44080	Codoñera (La)	Pensionistas de jubilación	96
44080	Codoñera (La)	Realizando o compartiendo las labores del hogar	15
44080	Codoñera (La)	Otra situación	7
44082	Corbalán	Estudiantes	6
44082	Corbalán	Ocupados	32
44082	Corbalán	Pensionistas de invalidez	1
44082	Corbalán	Pensionistas de viudedad u orfandad	6
44082	Corbalán	Pensionistas de jubilación	30
44082	Corbalán	Realizando o compartiendo las labores del hogar	3
44082	Corbalán	Otra situación	1
44084	Cortes de Aragón	Estudiantes	14
44084	Cortes de Aragón	Ocupados	26
44084	Cortes de Aragón	Parados buscando el primer empleo	1
44084	Cortes de Aragón	Parados que han trabajado antes	1
44084	Cortes de Aragón	Pensionistas de invalidez	1
44084	Cortes de Aragón	Pensionistas de jubilación	43
44084	Cortes de Aragón	Realizando o compartiendo las labores del hogar	30
44084	Cortes de Aragón	Otra situación	2
44085	Cosa	Estudiantes	7
44085	Cosa	Ocupados	30
44085	Cosa	Pensionistas de invalidez	4
44085	Cosa	Pensionistas de viudedad u orfandad	7
44085	Cosa	Pensionistas de jubilación	26
44085	Cosa	Realizando o compartiendo las labores del hogar	18
44085	Cosa	Otra situación	1
44086	Cretas	Estudiantes	92
44086	Cretas	Ocupados	220
44086	Cretas	Parados buscando el primer empleo	2
44086	Cretas	Parados que han trabajado antes	5
44086	Cretas	Pensionistas de invalidez	8
44086	Cretas	Pensionistas de viudedad u orfandad	6
44086	Cretas	Pensionistas de jubilación	228
44086	Cretas	Realizando o compartiendo las labores del hogar	70
44086	Cretas	Otra situación	1
44087	Crivillén	Estudiantes	14
44087	Crivillén	Ocupados	30
44087	Crivillén	Parados buscando el primer empleo	2
44087	Crivillén	Pensionistas de viudedad u orfandad	14
44087	Crivillén	Pensionistas de jubilación	33
44087	Crivillén	Realizando o compartiendo las labores del hogar	28
44087	Crivillén	Otra situación	1
44088	Cuba (La)	Estudiantes	8
44088	Cuba (La)	Ocupados	19
44088	Cuba (La)	Pensionistas de invalidez	2
44088	Cuba (La)	Pensionistas de jubilación	22
44088	Cuba (La)	Realizando o compartiendo las labores del hogar	3
44088	Cuba (La)	Otra situación	3
44089	Cubla	Estudiantes	1
44089	Cubla	Ocupados	10
44089	Cubla	Pensionistas de invalidez	1
44089	Cubla	Pensionistas de viudedad u orfandad	1
44089	Cubla	Pensionistas de jubilación	30
44089	Cubla	Realizando o compartiendo las labores del hogar	1
44090	Cucalón	Estudiantes	6
44090	Cucalón	Ocupados	32
44090	Cucalón	Parados que han trabajado antes	2
44090	Cucalón	Pensionistas de invalidez	3
44090	Cucalón	Pensionistas de viudedad u orfandad	4
44090	Cucalón	Pensionistas de jubilación	23
44090	Cucalón	Realizando o compartiendo las labores del hogar	9
44090	Cucalón	Otra situación	1
44092	Cuervo (El)	Estudiantes	12
44092	Cuervo (El)	Ocupados	27
44092	Cuervo (El)	Parados que han trabajado antes	2
44092	Cuervo (El)	Pensionistas de invalidez	8
44092	Cuervo (El)	Pensionistas de viudedad u orfandad	2
44092	Cuervo (El)	Pensionistas de jubilación	55
44092	Cuervo (El)	Realizando o compartiendo las labores del hogar	9
44093	Cuevas de Almudén	Estudiantes	20
44093	Cuevas de Almudén	Ocupados	30
44093	Cuevas de Almudén	Parados buscando el primer empleo	1
44093	Cuevas de Almudén	Parados que han trabajado antes	5
44093	Cuevas de Almudén	Pensionistas de invalidez	2
44093	Cuevas de Almudén	Pensionistas de viudedad u orfandad	10
