Municipio código	Municipio nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
22114	Gistaín	2	Empresarios agrarios sin asalariados	Mujeres	2
22114	Gistaín	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
22114	Gistaín	7	Empresarios no agrarios con asalariados	Hombres	3
22114	Gistaín	8	Empresarios no agrarios sin asalariados	Hombres	1
22114	Gistaín	8	Empresarios no agrarios sin asalariados	Mujeres	5
22114	Gistaín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
22114	Gistaín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
22114	Gistaín	13	Resto del personal administrativo y comercial	Hombres	3
22114	Gistaín	13	Resto del personal administrativo y comercial	Mujeres	4
22114	Gistaín	14	Resto del personal de los servicios	Mujeres	6
22114	Gistaín	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
22114	Gistaín	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	18
22114	Gistaín	17	Operarios sin especialización de establecimientos no agrarios	Hombres	7
22115	Grado (El)	1	Empresarios agrarios con asalariados	Hombres	1
22115	Grado (El)	2	Empresarios agrarios sin asalariados	Hombres	22
22115	Grado (El)	5	Resto de trabajadores de explotaciones agrarias	Hombres	4
22115	Grado (El)	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
22115	Grado (El)	7	Empresarios no agrarios con asalariados	Hombres	6
22115	Grado (El)	7	Empresarios no agrarios con asalariados	Mujeres	6
22115	Grado (El)	8	Empresarios no agrarios sin asalariados	Hombres	6
22115	Grado (El)	8	Empresarios no agrarios sin asalariados	Mujeres	4
22115	Grado (El)	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
22115	Grado (El)	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22115	Grado (El)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	8
22115	Grado (El)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	9
22115	Grado (El)	13	Resto del personal administrativo y comercial	Hombres	5
22115	Grado (El)	13	Resto del personal administrativo y comercial	Mujeres	18
22115	Grado (El)	14	Resto del personal de los servicios	Hombres	15
22115	Grado (El)	14	Resto del personal de los servicios	Mujeres	20
22115	Grado (El)	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	5
22115	Grado (El)	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	51
22115	Grado (El)	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	5
22115	Grado (El)	17	Operarios sin especialización de establecimientos no agrarios	Hombres	6
22115	Grado (El)	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22116	Grañén	1	Empresarios agrarios con asalariados	Hombres	7
22116	Grañén	2	Empresarios agrarios sin asalariados	Hombres	85
22116	Grañén	2	Empresarios agrarios sin asalariados	Mujeres	6
22116	Grañén	4	Directores y jefes de explotaciones agrarias	Hombres	1
22116	Grañén	5	Resto de trabajadores de explotaciones agrarias	Hombres	40
22116	Grañén	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
22116	Grañén	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	7
22116	Grañén	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	2
22116	Grañén	7	Empresarios no agrarios con asalariados	Hombres	40
22116	Grañén	7	Empresarios no agrarios con asalariados	Mujeres	10
22116	Grañén	8	Empresarios no agrarios sin asalariados	Hombres	44
22116	Grañén	8	Empresarios no agrarios sin asalariados	Mujeres	31
22116	Grañén	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	2
22116	Grañén	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
22116	Grañén	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	20
22116	Grañén	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	21
22116	Grañén	13	Resto del personal administrativo y comercial	Hombres	35
22116	Grañén	13	Resto del personal administrativo y comercial	Mujeres	54
22116	Grañén	14	Resto del personal de los servicios	Hombres	18
22116	Grañén	14	Resto del personal de los servicios	Mujeres	70
22116	Grañén	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	10
22116	Grañén	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	145
22116	Grañén	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	13
22116	Grañén	17	Operarios sin especialización de establecimientos no agrarios	Hombres	28
22116	Grañén	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	2
22116	Grañén	18	Profesionales de las fuerzas armadas	Hombres	2
22116	Grañén	18	Profesionales de las fuerzas armadas	Mujeres	4
22116	Grañén	19	No clasificables por condicion socioeconómica	Hombres	2
22116	Grañén	19	No clasificables por condicion socioeconómica	Mujeres	2
22117	Graus	1	Empresarios agrarios con asalariados	Hombres	6
22117	Graus	1	Empresarios agrarios con asalariados	Mujeres	1
22117	Graus	2	Empresarios agrarios sin asalariados	Hombres	92
22117	Graus	2	Empresarios agrarios sin asalariados	Mujeres	8
22117	Graus	5	Resto de trabajadores de explotaciones agrarias	Hombres	20
22117	Graus	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	19
22117	Graus	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	9
22117	Graus	7	Empresarios no agrarios con asalariados	Hombres	78
22117	Graus	7	Empresarios no agrarios con asalariados	Mujeres	29
22117	Graus	8	Empresarios no agrarios sin asalariados	Hombres	110
22117	Graus	8	Empresarios no agrarios sin asalariados	Mujeres	60
22117	Graus	9	Miembros de cooperativas no agrarias	Hombres	3
22117	Graus	9	Miembros de cooperativas no agrarias	Mujeres	1
22117	Graus	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	11
22117	Graus	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	5
22117	Graus	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	80
22117	Graus	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	77
22117	Graus	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
22117	Graus	13	Resto del personal administrativo y comercial	Hombres	67
22117	Graus	13	Resto del personal administrativo y comercial	Mujeres	112
22117	Graus	14	Resto del personal de los servicios	Hombres	35
22117	Graus	14	Resto del personal de los servicios	Mujeres	66
22117	Graus	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	9
22117	Graus	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	1
22117	Graus	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	168
22117	Graus	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	44
22117	Graus	17	Operarios sin especialización de establecimientos no agrarios	Hombres	55
22117	Graus	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	2
22117	Graus	18	Profesionales de las fuerzas armadas	Hombres	4
22117	Graus	18	Profesionales de las fuerzas armadas	Mujeres	2
22117	Graus	19	No clasificables por condicion socioeconómica	Hombres	2
22117	Graus	19	No clasificables por condicion socioeconómica	Mujeres	6
22119	Gurrea de Gállego	1	Empresarios agrarios con asalariados	Hombres	3
22119	Gurrea de Gállego	2	Empresarios agrarios sin asalariados	Hombres	121
22119	Gurrea de Gállego	2	Empresarios agrarios sin asalariados	Mujeres	4
22119	Gurrea de Gállego	5	Resto de trabajadores de explotaciones agrarias	Hombres	23
22119	Gurrea de Gállego	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	4
22119	Gurrea de Gállego	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22119	Gurrea de Gállego	7	Empresarios no agrarios con asalariados	Hombres	22
22119	Gurrea de Gállego	7	Empresarios no agrarios con asalariados	Mujeres	6
22119	Gurrea de Gállego	8	Empresarios no agrarios sin asalariados	Hombres	32
22119	Gurrea de Gállego	8	Empresarios no agrarios sin asalariados	Mujeres	18
22119	Gurrea de Gállego	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	8
22119	Gurrea de Gállego	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	24
22119	Gurrea de Gállego	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	28
22119	Gurrea de Gállego	13	Resto del personal administrativo y comercial	Hombres	34
22119	Gurrea de Gállego	13	Resto del personal administrativo y comercial	Mujeres	62
22119	Gurrea de Gállego	14	Resto del personal de los servicios	Hombres	23
22119	Gurrea de Gállego	14	Resto del personal de los servicios	Mujeres	41
22119	Gurrea de Gállego	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	6
22119	Gurrea de Gállego	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	159
22119	Gurrea de Gállego	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	23
22119	Gurrea de Gállego	17	Operarios sin especialización de establecimientos no agrarios	Hombres	35
22119	Gurrea de Gállego	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	7
22119	Gurrea de Gállego	18	Profesionales de las fuerzas armadas	Hombres	2
22122	Hoz de Jaca	2	Empresarios agrarios sin asalariados	Hombres	5
22122	Hoz de Jaca	2	Empresarios agrarios sin asalariados	Mujeres	2
22122	Hoz de Jaca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22122	Hoz de Jaca	8	Empresarios no agrarios sin asalariados	Hombres	2
22122	Hoz de Jaca	8	Empresarios no agrarios sin asalariados	Mujeres	3
22122	Hoz de Jaca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	2
22122	Hoz de Jaca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	4
22122	Hoz de Jaca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
22122	Hoz de Jaca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
22122	Hoz de Jaca	13	Resto del personal administrativo y comercial	Hombres	1
22122	Hoz de Jaca	13	Resto del personal administrativo y comercial	Mujeres	5
22122	Hoz de Jaca	14	Resto del personal de los servicios	Mujeres	3
22122	Hoz de Jaca	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
22122	Hoz de Jaca	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	7
22122	Hoz de Jaca	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
22124	Huerto	2	Empresarios agrarios sin asalariados	Hombres	29
22124	Huerto	2	Empresarios agrarios sin asalariados	Mujeres	2
22124	Huerto	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
22124	Huerto	7	Empresarios no agrarios con asalariados	Hombres	1
22124	Huerto	8	Empresarios no agrarios sin asalariados	Hombres	10
22124	Huerto	8	Empresarios no agrarios sin asalariados	Mujeres	4
22124	Huerto	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22124	Huerto	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	4
22124	Huerto	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
22124	Huerto	13	Resto del personal administrativo y comercial	Hombres	3
22124	Huerto	13	Resto del personal administrativo y comercial	Mujeres	3
22124	Huerto	14	Resto del personal de los servicios	Hombres	2
22124	Huerto	14	Resto del personal de los servicios	Mujeres	3
22124	Huerto	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	8
22124	Huerto	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
22124	Huerto	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
22124	Huerto	18	Profesionales de las fuerzas armadas	Hombres	1
22125	Huesca	1	Empresarios agrarios con asalariados	Hombres	36
22125	Huesca	1	Empresarios agrarios con asalariados	Mujeres	7
22125	Huesca	2	Empresarios agrarios sin asalariados	Hombres	176
22125	Huesca	2	Empresarios agrarios sin asalariados	Mujeres	20
22125	Huesca	3	Miembros de cooperativas agrarias	Hombres	2
22125	Huesca	4	Directores y jefes de explotaciones agrarias	Hombres	5
22125	Huesca	5	Resto de trabajadores de explotaciones agrarias	Hombres	255
22125	Huesca	5	Resto de trabajadores de explotaciones agrarias	Mujeres	22
22125	Huesca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	382
22125	Huesca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	165
22125	Huesca	7	Empresarios no agrarios con asalariados	Hombres	935
22125	Huesca	7	Empresarios no agrarios con asalariados	Mujeres	333
22125	Huesca	8	Empresarios no agrarios sin asalariados	Hombres	725
22125	Huesca	8	Empresarios no agrarios sin asalariados	Mujeres	345
22125	Huesca	9	Miembros de cooperativas no agrarias	Hombres	22
22125	Huesca	9	Miembros de cooperativas no agrarias	Mujeres	17
