Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre	Comarca Código
2010	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín	23
2010	1	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín	23
2010	1	56	Servicios de comidas y bebidas	23	Bajo Martín	23
2010	1	85	Educación	23	Bajo Martín	23
2010	1	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2010	1	02	Silvicultura y explotación forestal	24	Campo de Daroca	24
2010	1	29	Fabricación de vehículos de motor, remolques y semirremolques	24	Campo de Daroca	24
2010	1	56	Servicios de comidas y bebidas	24	Campo de Daroca	24
2010	1	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2010	1	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	26	Cuencas Mineras	26
2010	1	81	Servicios a edificios y actividades de jardinería	26	Cuencas Mineras	26
2010	1	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2010	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo	30
2010	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	31	Sierra de Albarracín	31
2010	1	55	Servicios de alojamiento	31	Sierra de Albarracín	31
2010	1	56	Servicios de comidas y bebidas	31	Sierra de Albarracín	31
2010	1	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín	31
2010	1	43	Actividades de construcción especializada	32	Gúdar-Javalambre	32
2010	1	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2010	1	87	Asistencia en establecimientos residenciales	32	Gúdar-Javalambre	32
2010	1	93	Actividades deportivas, recreativas y de entretenimiento	32	Gúdar-Javalambre	32
2010	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2010	1	55	Servicios de alojamiento	33	Matarraña / Matarranya	33
2010	1	56	Servicios de comidas y bebidas	33	Matarraña / Matarranya	33
2010	1	86	Actividades sanitarias	33	Matarraña / Matarranya	33
2009	481	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2009	317	86	Actividades sanitarias	17	D.C. Zaragoza	17
2009	288	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2009	203	81	Servicios a edificios y actividades de jardinería	17	D.C. Zaragoza	17
2009	172	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2009	44	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2009	35	22	Fabricación de productos de caucho y plásticos	15	Ribera Alta del Ebro	15
2009	34	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2009	31	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2009	25	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2009	23	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2009	22	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2009	21	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2009	20	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2009	19	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2009	18	86	Actividades sanitarias	29	Comunidad de Teruel	29
2009	17	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2009	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel	29
2009	15	29	Fabricación de vehículos de motor, remolques y semirremolques	16	Valdejalón	16
2009	15	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2009	14	55	Servicios de alojamiento	01	La Jacetania	01
2009	13	10	Industria de la alimentación	05	Cinco Villas	05
2009	13	29	Fabricación de vehículos de motor, remolques y semirremolques	05	Cinco Villas	05
2009	13	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2009	13	86	Actividades sanitarias	07	Somontano de Barbastro	07
2009	13	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2009	12	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2009	12	55	Servicios de alojamiento	20	Comunidad de Calatayud	20
2009	12	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2009	11	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro	15
2009	11	88	Actividades de servicios sociales sin alojamiento	29	Comunidad de Teruel	29
2009	10	55	Servicios de alojamiento	02	Alto Gállego	02
2009	10	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	05	Cinco Villas	05
2009	10	10	Industria de la alimentación	09	La Litera / La Llitera	09
2009	10	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro	15
2009	10	86	Actividades sanitarias	28	Bajo Aragón	28
2009	9	86	Actividades sanitarias	01	La Jacetania	01
2009	9	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2009	9	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2009	9	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2009	9	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2009	9	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2009	9	87	Asistencia en establecimientos residenciales	20	Comunidad de Calatayud	20
2009	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2009	8	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2009	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2009	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón	28
2009	7	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2009	7	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2009	7	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2009	7	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2009	7	94	Actividades asociativas	09	La Litera / La Llitera	09
2009	7	10	Industria de la alimentación	13	Campo de Borja	13
2009	7	27	Fabricación de material y equipo eléctrico	20	Comunidad de Calatayud	20
2009	7	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2009	7	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2009	7	86	Actividades sanitarias	20	Comunidad de Calatayud	20
2009	7	10	Industria de la alimentación	25	Jiloca	25
2009	6	56	Servicios de comidas y bebidas	01	La Jacetania	01
2009	6	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2009	6	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2009	6	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2009	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2009	6	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2009	6	56	Servicios de comidas y bebidas	11	Bajo Cinca / Baix Cinca	11
2009	6	56	Servicios de comidas y bebidas	16	Valdejalón	16
2009	6	84	Administración Pública y defensa; Seguridad Social obligatoria	16	Valdejalón	16
2009	6	87	Asistencia en establecimientos residenciales	16	Valdejalón	16
2009	6	29	Fabricación de vehículos de motor, remolques y semirremolques	22	Campo de Belchite	22
2009	6	10	Industria de la alimentación	28	Bajo Aragón	28
2009	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2009	5	11	Fabricación de bebidas	07	Somontano de Barbastro	07
2009	5	56	Servicios de comidas y bebidas	09	La Litera / La Llitera	09
2009	5	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2009	5	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo	12
2009	5	15	Industria del cuero y del calzado	14	Aranda	14
2009	5	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda	14
2009	5	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2009	5	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro	18
2009	5	10	Industria de la alimentación	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2009	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2009	5	84	Administración Pública y defensa; Seguridad Social obligatoria	23	Bajo Martín	23
2009	5	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2009	5	56	Servicios de comidas y bebidas	28	Bajo Aragón	28
2009	5	81	Servicios a edificios y actividades de jardinería	28	Bajo Aragón	28
2009	5	93	Actividades deportivas, recreativas y de entretenimiento	32	Gúdar-Javalambre	32
2009	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2009	4	55	Servicios de alojamiento	04	La Ribagorza	04
2009	4	56	Servicios de comidas y bebidas	04	La Ribagorza	04
2009	4	10	Industria de la alimentación	07	Somontano de Barbastro	07
2009	4	15	Industria del cuero y del calzado	07	Somontano de Barbastro	07
2009	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2009	4	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2009	4	84	Administración Pública y defensa; Seguridad Social obligatoria	08	Cinca Medio	08
2009	4	88	Actividades de servicios sociales sin alojamiento	08	Cinca Medio	08
2009	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2009	4	17	Industria del papel	11	Bajo Cinca / Baix Cinca	11
2009	4	84	Administración Pública y defensa; Seguridad Social obligatoria	11	Bajo Cinca / Baix Cinca	11
2009	4	22	Fabricación de productos de caucho y plásticos	12	Tarazona y el Moncayo	12
2009	4	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2009	4	11	Fabricación de bebidas	13	Campo de Borja	13
2009	4	13	Industria textil	13	Campo de Borja	13
2009	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro	18
2009	4	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2009	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2009	4	87	Asistencia en establecimientos residenciales	21	Campo de Cariñena	21
2009	4	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín	23
2009	4	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín	23
2009	4	10	Industria de la alimentación	26	Cuencas Mineras	26
2009	3	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2009	3	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2009	3	88	Actividades de servicios sociales sin alojamiento	09	La Litera / La Llitera	09
2009	3	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2009	3	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2009	3	81	Servicios a edificios y actividades de jardinería	12	Tarazona y el Moncayo	12
2009	3	10	Industria de la alimentación	14	Aranda	14
2009	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena	21
2009	3	84	Administración Pública y defensa; Seguridad Social obligatoria	21	Campo de Cariñena	21
2009	3	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2009	3	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2009	3	22	Fabricación de productos de caucho y plásticos	25	Jiloca	25
2009	3	55	Servicios de alojamiento	27	Andorra-Sierra de Arcos	27
2009	3	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2009	3	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2009	3	84	Administración Pública y defensa; Seguridad Social obligatoria	32	Gúdar-Javalambre	32
2009	3	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2009	3	49	Transporte terrestre y por tubería	NC	Municipio del centro de trabajo fuera de Aragón	
2009	3	81	Servicios a edificios y actividades de jardinería	NC	Municipio del centro de trabajo fuera de Aragón	
2009	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2009	2	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2009	2	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe	03
2009	2	11	Fabricación de bebidas	04	La Ribagorza	04
2009	2	68	Actividades inmobiliarias	04	La Ribagorza	04
2009	2	87	Asistencia en establecimientos residenciales	04	La Ribagorza	04
2009	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2009	2	56	Servicios de comidas y bebidas	10	Los Monegros	10
2009	2	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2009	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	12	Tarazona y el Moncayo	12
2009	2	26	Fabricación de productos informáticos, electrónicos y ópticos	12	Tarazona y el Moncayo	12
2009	2	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2009	2	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	18	Ribera Baja del Ebro	18
2009	2	25	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro	18
2009	2	31	Fabricación de muebles	21	Campo de Cariñena	21
2009	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2009	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín	23
2009	2	02	Silvicultura y explotación forestal	24	Campo de Daroca	24
2009	2	10	Industria de la alimentación	24	Campo de Daroca	24
2009	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2009	2	55	Servicios de alojamiento	25	Jiloca	25
2009	2	84	Administración Pública y defensa; Seguridad Social obligatoria	25	Jiloca	25
2009	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2009	2	23	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos	27
2009	2	43	Actividades de construcción especializada	27	Andorra-Sierra de Arcos	27
2009	2	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2009	2	87	Asistencia en establecimientos residenciales	27	Andorra-Sierra de Arcos	27
2009	2	56	Servicios de comidas y bebidas	31	Sierra de Albarracín	31
2009	2	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín	31
2009	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2009	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2009	2	56	Servicios de comidas y bebidas	NC	Municipio del centro de trabajo fuera de Aragón	
2009	2	64	Servicios financieros, excepto seguros y fondos de pensiones	NC	Municipio del centro de trabajo fuera de Aragón	
2009	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	02	Alto Gállego	02
2009	1	21	Fabricación de productos farmacéuticos	02	Alto Gállego	02
2009	1	38	Recogida, tratamiento y eliminación de residuos; valorización	02	Alto Gállego	02
2009	1	43	Actividades de construcción especializada	02	Alto Gállego	02
2009	1	53	Actividades postales y de correos	02	Alto Gállego	02
2009	1	81	Servicios a edificios y actividades de jardinería	02	Alto Gállego	02
2009	1	84	Administración Pública y defensa; Seguridad Social obligatoria	02	Alto Gállego	02
2009	1	85	Educación	02	Alto Gállego	02
2009	1	53	Actividades postales y de correos	03	Sobrarbe	03
2009	1	55	Servicios de alojamiento	03	Sobrarbe	03
2009	1	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	03	Sobrarbe	03
2009	1	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2009	1	96	Otros servicios personales	03	Sobrarbe	03
2009	1	53	Actividades postales y de correos	14	Aranda	14
2009	1	86	Actividades sanitarias	14	Aranda	14
2009	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	22	Campo de Belchite	22
2009	1	84	Administración Pública y defensa; Seguridad Social obligatoria	22	Campo de Belchite	22
2009	1	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2009	1	88	Actividades de servicios sociales sin alojamiento	22	Campo de Belchite	22
2009	1	10	Industria de la alimentación	23	Bajo Martín	23
2009	1	25	Fabricación de productos metálicos, excepto maquinaria y equipo	23	Bajo Martín	23
2009	1	81	Servicios a edificios y actividades de jardinería	23	Bajo Martín	23
2009	1	85	Educación	23	Bajo Martín	23
2009	1	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2009	1	11	Fabricación de bebidas	24	Campo de Daroca	24
2009	1	86	Actividades sanitarias	24	Campo de Daroca	24
2009	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	26	Cuencas Mineras	26
2009	1	11	Fabricación de bebidas	26	Cuencas Mineras	26
2009	1	14	Confección de prendas de vestir	26	Cuencas Mineras	26
2009	1	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	26	Cuencas Mineras	26
2009	1	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2009	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	31	Sierra de Albarracín	31
2009	1	64	Servicios financieros, excepto seguros y fondos de pensiones	31	Sierra de Albarracín	31
2009	1	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2009	1	56	Servicios de comidas y bebidas	33	Matarraña / Matarranya	33
2009	1	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	33	Matarraña / Matarranya	33
2009	1	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya	33
