Mes y año	Mes (código)	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	CCAA nombre
Noviembre 2014	201411	Mujeres	Enseñanza superior universitaria	42	1788	Aragón
Octubre 2014	201410	Hombres	Educación Primaria o inferior	10	6466	Aragón
Octubre 2014	201410	Mujeres	Educación Primaria o inferior	10	4837	Aragón
Octubre 2014	201410	Hombres	Primera etapa de educación secundaria	20	9171	Aragón
Octubre 2014	201410	Mujeres	Primera etapa de educación secundaria	20	7241	Aragón
Octubre 2014	201410	Hombres	Bachillerato	31	3449	Aragón
Octubre 2014	201410	Mujeres	Bachillerato	31	3517	Aragón
Octubre 2014	201410	Hombres	Enseñanza media de formación profesional	32	1695	Aragón
Octubre 2014	201410	Mujeres	Enseñanza media de formación profesional	32	1365	Aragón
Octubre 2014	201410	Hombres	Enseñanza superior de formación profesional	41	864	Aragón
Octubre 2014	201410	Mujeres	Enseñanza superior de formación profesional	41	699	Aragón
Octubre 2014	201410	Hombres	Enseñanza superior universitaria	42	1705	Aragón
Octubre 2014	201410	Mujeres	Enseñanza superior universitaria	42	2554	Aragón
Septiembre 2014	201409	Hombres	Educación Primaria o inferior	10	7997	Aragón
Septiembre 2014	201409	Mujeres	Educación Primaria o inferior	10	5383	Aragón
Septiembre 2014	201409	Hombres	Primera etapa de educación secundaria	20	10283	Aragón
Septiembre 2014	201409	Mujeres	Primera etapa de educación secundaria	20	7334	Aragón
Septiembre 2014	201409	Hombres	Bachillerato	31	3802	Aragón
Septiembre 2014	201409	Mujeres	Bachillerato	31	3330	Aragón
Septiembre 2014	201409	Hombres	Enseñanza media de formación profesional	32	1569	Aragón
Septiembre 2014	201409	Mujeres	Enseñanza media de formación profesional	32	1256	Aragón
Septiembre 2014	201409	Hombres	Enseñanza superior de formación profesional	41	805	Aragón
Septiembre 2014	201409	Mujeres	Enseñanza superior de formación profesional	41	601	Aragón
Septiembre 2014	201409	Hombres	Enseñanza superior universitaria	42	1662	Aragón
Septiembre 2014	201409	Mujeres	Enseñanza superior universitaria	42	2543	Aragón
Agosto 2014	201408	Hombres	Educación Primaria o inferior	10	7753	Aragón
Agosto 2014	201408	Mujeres	Educación Primaria o inferior	10	4617	Aragón
Agosto 2014	201408	Hombres	Primera etapa de educación secundaria	20	8296	Aragón
Agosto 2014	201408	Mujeres	Primera etapa de educación secundaria	20	5899	Aragón
Agosto 2014	201408	Hombres	Bachillerato	31	2878	Aragón
Agosto 2014	201408	Mujeres	Bachillerato	31	2339	Aragón
Agosto 2014	201408	Hombres	Enseñanza media de formación profesional	32	1138	Aragón
Agosto 2014	201408	Mujeres	Enseñanza media de formación profesional	32	938	Aragón
Agosto 2014	201408	Hombres	Enseñanza superior de formación profesional	41	600	Aragón
Agosto 2014	201408	Mujeres	Enseñanza superior de formación profesional	41	405	Aragón
Agosto 2014	201408	Hombres	Enseñanza superior universitaria	42	857	Aragón
Agosto 2014	201408	Mujeres	Enseñanza superior universitaria	42	1141	Aragón
Julio 2014	201407	Hombres	Educación Primaria o inferior	10	9950	Aragón
Julio 2014	201407	Mujeres	Educación Primaria o inferior	10	6137	Aragón
Julio 2014	201407	Hombres	Primera etapa de educación secundaria	20	10253	Aragón
Julio 2014	201407	Mujeres	Primera etapa de educación secundaria	20	7957	Aragón
Julio 2014	201407	Hombres	Bachillerato	31	4162	Aragón
Julio 2014	201407	Mujeres	Bachillerato	31	3549	Aragón
Julio 2014	201407	Hombres	Enseñanza media de formación profesional	32	1681	Aragón
Julio 2014	201407	Mujeres	Enseñanza media de formación profesional	32	1337	Aragón
Julio 2014	201407	Hombres	Enseñanza superior de formación profesional	41	819	Aragón
Julio 2014	201407	Mujeres	Enseñanza superior de formación profesional	41	611	Aragón
Julio 2014	201407	Hombres	Enseñanza superior universitaria	42	1408	Aragón
Julio 2014	201407	Mujeres	Enseñanza superior universitaria	42	2057	Aragón
Junio 2014	201406	Hombres	Educación Primaria o inferior	10	10102	Aragón
Junio 2014	201406	Mujeres	Educación Primaria o inferior	10	6697	Aragón
Junio 2014	201406	Hombres	Primera etapa de educación secundaria	20	10238	Aragón
Junio 2014	201406	Mujeres	Primera etapa de educación secundaria	20	7270	Aragón
Junio 2014	201406	Hombres	Bachillerato	31	3651	Aragón
Junio 2014	201406	Mujeres	Bachillerato	31	3082	Aragón
Junio 2014	201406	Hombres	Enseñanza media de formación profesional	32	1604	Aragón
Junio 2014	201406	Mujeres	Enseñanza media de formación profesional	32	1264	Aragón
Junio 2014	201406	Hombres	Enseñanza superior de formación profesional	41	789	Aragón
Junio 2014	201406	Mujeres	Enseñanza superior de formación profesional	41	556	Aragón
Junio 2014	201406	Hombres	Enseñanza superior universitaria	42	1288	Aragón
Junio 2014	201406	Mujeres	Enseñanza superior universitaria	42	1749	Aragón
Mayo 2014	201405	Hombres	Educación Primaria o inferior	10	11362	Aragón
Mayo 2014	201405	Mujeres	Educación Primaria o inferior	10	6392	Aragón
Mayo 2014	201405	Hombres	Primera etapa de educación secundaria	20	9916	Aragón
Mayo 2014	201405	Mujeres	Primera etapa de educación secundaria	20	7215	Aragón
Mayo 2014	201405	Hombres	Bachillerato	31	3501	Aragón
Mayo 2014	201405	Mujeres	Bachillerato	31	3072	Aragón
Mayo 2014	201405	Hombres	Enseñanza media de formación profesional	32	1483	Aragón
Mayo 2014	201405	Mujeres	Enseñanza media de formación profesional	32	1137	Aragón
Mayo 2014	201405	Hombres	Enseñanza superior de formación profesional	41	731	Aragón
Mayo 2014	201405	Mujeres	Enseñanza superior de formación profesional	41	585	Aragón
Mayo 2014	201405	Hombres	Enseñanza superior universitaria	42	1212	Aragón
Mayo 2014	201405	Mujeres	Enseñanza superior universitaria	42	1642	Aragón
Abril 2014	201404	Hombres	Educación Primaria o inferior	10	5793	Aragón
Abril 2014	201404	Mujeres	Educación Primaria o inferior	10	3945	Aragón
Abril 2014	201404	Hombres	Primera etapa de educación secundaria	20	7578	Aragón
Abril 2014	201404	Mujeres	Primera etapa de educación secundaria	20	5728	Aragón
Abril 2014	201404	Hombres	Bachillerato	31	2775	Aragón
Abril 2014	201404	Mujeres	Bachillerato	31	2591	Aragón
Abril 2014	201404	Hombres	Enseñanza media de formación profesional	32	1255	Aragón
Abril 2014	201404	Mujeres	Enseñanza media de formación profesional	32	1076	Aragón
Abril 2014	201404	Hombres	Enseñanza superior de formación profesional	41	569	Aragón
Abril 2014	201404	Mujeres	Enseñanza superior de formación profesional	41	498	Aragón
Abril 2014	201404	Hombres	Enseñanza superior universitaria	42	1139	Aragón
Abril 2014	201404	Mujeres	Enseñanza superior universitaria	42	1587	Aragón
Marzo 2014	201403	Hombres	Educación Primaria o inferior	10	4324	Aragón
Marzo 2014	201403	Mujeres	Educación Primaria o inferior	10	2997	Aragón
Marzo 2014	201403	Hombres	Primera etapa de educación secundaria	20	6838	Aragón
Marzo 2014	201403	Mujeres	Primera etapa de educación secundaria	20	4879	Aragón
Marzo 2014	201403	Hombres	Bachillerato	31	2621	Aragón
Marzo 2014	201403	Mujeres	Bachillerato	31	2335	Aragón
Marzo 2014	201403	Hombres	Enseñanza media de formación profesional	32	1311	Aragón
Marzo 2014	201403	Mujeres	Enseñanza media de formación profesional	32	1008	Aragón
Marzo 2014	201403	Hombres	Enseñanza superior de formación profesional	41	574	Aragón
Marzo 2014	201403	Mujeres	Enseñanza superior de formación profesional	41	473	Aragón
Marzo 2014	201403	Hombres	Enseñanza superior universitaria	42	1141	Aragón
Marzo 2014	201403	Mujeres	Enseñanza superior universitaria	42	1557	Aragón
Febrero 2014	201402	Hombres	Educación Primaria o inferior	10	3933	Aragón
Febrero 2014	201402	Mujeres	Educación Primaria o inferior	10	2746	Aragón
Febrero 2014	201402	Hombres	Primera etapa de educación secundaria	20	6068	Aragón
Febrero 2014	201402	Mujeres	Primera etapa de educación secundaria	20	4667	Aragón
Febrero 2014	201402	Hombres	Bachillerato	31	2450	Aragón
Febrero 2014	201402	Mujeres	Bachillerato	31	2193	Aragón
Febrero 2014	201402	Hombres	Enseñanza media de formación profesional	32	1126	Aragón
Febrero 2014	201402	Mujeres	Enseñanza media de formación profesional	32	908	Aragón
Febrero 2014	201402	Hombres	Enseñanza superior de formación profesional	41	568	Aragón
Febrero 2014	201402	Mujeres	Enseñanza superior de formación profesional	41	482	Aragón
Febrero 2014	201402	Hombres	Enseñanza superior universitaria	42	1217	Aragón
Febrero 2014	201402	Mujeres	Enseñanza superior universitaria	42	1625	Aragón
Enero 2014	201401	Hombres	Educación Primaria o inferior	10	4177	Aragón
Enero 2014	201401	Mujeres	Educación Primaria o inferior	10	2707	Aragón
Enero 2014	201401	Hombres	Primera etapa de educación secundaria	20	6807	Aragón
Enero 2014	201401	Mujeres	Primera etapa de educación secundaria	20	5375	Aragón
Enero 2014	201401	Hombres	Bachillerato	31	2576	Aragón
Enero 2014	201401	Mujeres	Bachillerato	31	2395	Aragón
Enero 2014	201401	Hombres	Enseñanza media de formación profesional	32	1422	Aragón
Enero 2014	201401	Mujeres	Enseñanza media de formación profesional	32	960	Aragón
Enero 2014	201401	Hombres	Enseñanza superior de formación profesional	41	671	Aragón
Enero 2014	201401	Mujeres	Enseñanza superior de formación profesional	41	469	Aragón
Enero 2014	201401	Hombres	Enseñanza superior universitaria	42	1285	Aragón
Enero 2014	201401	Mujeres	Enseñanza superior universitaria	42	1675	Aragón
Diciembre 2013	201312	Hombres	Educación Primaria o inferior	10	3586	Aragón
Diciembre 2013	201312	Mujeres	Educación Primaria o inferior	10	2742	Aragón
Diciembre 2013	201312	Hombres	Primera etapa de educación secundaria	20	6670	Aragón
Diciembre 2013	201312	Mujeres	Primera etapa de educación secundaria	20	5757	Aragón
Diciembre 2013	201312	Hombres	Bachillerato	31	2572	Aragón
Diciembre 2013	201312	Mujeres	Bachillerato	31	2743	Aragón
Diciembre 2013	201312	Hombres	Enseñanza media de formación profesional	32	1192	Aragón
Diciembre 2013	201312	Mujeres	Enseñanza media de formación profesional	32	1057	Aragón
Diciembre 2013	201312	Hombres	Enseñanza superior de formación profesional	41	524	Aragón
Diciembre 2013	201312	Mujeres	Enseñanza superior de formación profesional	41	458	Aragón
Diciembre 2013	201312	Hombres	Enseñanza superior universitaria	42	1008	Aragón
Diciembre 2013	201312	Mujeres	Enseñanza superior universitaria	42	1568	Aragón
Noviembre 2013	201311	Hombres	Educación Primaria o inferior	10	4195	Aragón
Noviembre 2013	201311	Mujeres	Educación Primaria o inferior	10	2851	Aragón
Noviembre 2013	201311	Hombres	Primera etapa de educación secundaria	20	6926	Aragón
Noviembre 2013	201311	Mujeres	Primera etapa de educación secundaria	20	5203	Aragón
Noviembre 2013	201311	Hombres	Bachillerato	31	2568	Aragón
Noviembre 2013	201311	Mujeres	Bachillerato	31	2585	Aragón
Noviembre 2013	201311	Hombres	Enseñanza media de formación profesional	32	1101	Aragón
Noviembre 2013	201311	Mujeres	Enseñanza media de formación profesional	32	954	Aragón
Noviembre 2013	201311	Hombres	Enseñanza superior de formación profesional	41	538	Aragón
Noviembre 2013	201311	Mujeres	Enseñanza superior de formación profesional	41	438	Aragón
Noviembre 2013	201311	Hombres	Enseñanza superior universitaria	42	1215	Aragón
Noviembre 2013	201311	Mujeres	Enseñanza superior universitaria	42	1711	Aragón
Octubre 2013	201310	Hombres	Educación Primaria o inferior	10	6549	Aragón
Octubre 2013	201310	Mujeres	Educación Primaria o inferior	10	3897	Aragón
Octubre 2013	201310	Hombres	Primera etapa de educación secundaria	20	8947	Aragón
Octubre 2013	201310	Mujeres	Primera etapa de educación secundaria	20	7449	Aragón
Octubre 2013	201310	Hombres	Bachillerato	31	3437	Aragón
Octubre 2013	201310	Mujeres	Bachillerato	31	3351	Aragón
Octubre 2013	201310	Hombres	Enseñanza media de formación profesional	32	1382	Aragón
Octubre 2013	201310	Mujeres	Enseñanza media de formación profesional	32	1140	Aragón
Octubre 2013	201310	Hombres	Enseñanza superior de formación profesional	41	688	Aragón
Octubre 2013	201310	Mujeres	Enseñanza superior de formación profesional	41	558	Aragón
Octubre 2013	201310	Hombres	Enseñanza superior universitaria	42	1631	Aragón
Octubre 2013	201310	Mujeres	Enseñanza superior universitaria	42	2381	Aragón
Septiembre 2013	201309	Hombres	Educación Primaria o inferior	10	7380	Aragón
Septiembre 2013	201309	Mujeres	Educación Primaria o inferior	10	4229	Aragón
Septiembre 2013	201309	Hombres	Primera etapa de educación secundaria	20	9109	Aragón
Septiembre 2013	201309	Mujeres	Primera etapa de educación secundaria	20	6932	Aragón
Septiembre 2013	201309	Hombres	Bachillerato	31	2987	Aragón
Septiembre 2013	201309	Mujeres	Bachillerato	31	2645	Aragón
Septiembre 2013	201309	Hombres	Enseñanza media de formación profesional	32	1308	Aragón
Septiembre 2013	201309	Mujeres	Enseñanza media de formación profesional	32	1042	Aragón
Septiembre 2013	201309	Hombres	Enseñanza superior de formación profesional	41	630	Aragón
Septiembre 2013	201309	Mujeres	Enseñanza superior de formación profesional	41	517	Aragón
Septiembre 2013	201309	Hombres	Enseñanza superior universitaria	42	1410	Aragón
Septiembre 2013	201309	Mujeres	Enseñanza superior universitaria	42	2299	Aragón
Agosto 2013	201308	Hombres	Educación Primaria o inferior	10	6278	Aragón
Agosto 2013	201308	Mujeres	Educación Primaria o inferior	10	3731	Aragón
Agosto 2013	201308	Hombres	Primera etapa de educación secundaria	20	7415	Aragón
Agosto 2013	201308	Mujeres	Primera etapa de educación secundaria	20	5460	Aragón
Agosto 2013	201308	Hombres	Bachillerato	31	2573	Aragón
Agosto 2013	201308	Mujeres	Bachillerato	31	2099	Aragón
Agosto 2013	201308	Hombres	Enseñanza media de formación profesional	32	1075	Aragón
Agosto 2013	201308	Mujeres	Enseñanza media de formación profesional	32	811	Aragón
Agosto 2013	201308	Hombres	Enseñanza superior de formación profesional	41	468	Aragón
Agosto 2013	201308	Mujeres	Enseñanza superior de formación profesional	41	334	Aragón
Agosto 2013	201308	Hombres	Enseñanza superior universitaria	42	871	Aragón
Agosto 2013	201308	Mujeres	Enseñanza superior universitaria	42	1097	Aragón
Julio 2013	201307	Hombres	Educación Primaria o inferior	10	8983	Aragón
Julio 2013	201307	Mujeres	Educación Primaria o inferior	10	5310	Aragón
Julio 2013	201307	Hombres	Primera etapa de educación secundaria	20	9746	Aragón
Julio 2013	201307	Mujeres	Primera etapa de educación secundaria	20	7648	Aragón
Julio 2013	201307	Hombres	Bachillerato	31	3715	Aragón
Julio 2013	201307	Mujeres	Bachillerato	31	3177	Aragón
Julio 2013	201307	Hombres	Enseñanza media de formación profesional	32	1525	Aragón
Julio 2013	201307	Mujeres	Enseñanza media de formación profesional	32	1150	Aragón
Julio 2013	201307	Hombres	Enseñanza superior de formación profesional	41	627	Aragón
Julio 2013	201307	Mujeres	Enseñanza superior de formación profesional	41	441	Aragón
Julio 2013	201307	Hombres	Enseñanza superior universitaria	42	1232	Aragón
Julio 2013	201307	Mujeres	Enseñanza superior universitaria	42	1741	Aragón
Junio 2013	201306	Hombres	Educación Primaria o inferior	10	7804	Aragón
Junio 2013	201306	Mujeres	Educación Primaria o inferior	10	4674	Aragón
Junio 2013	201306	Hombres	Primera etapa de educación secundaria	20	8431	Aragón
Junio 2013	201306	Mujeres	Primera etapa de educación secundaria	20	6616	Aragón
Junio 2013	201306	Hombres	Bachillerato	31	3123	Aragón
Junio 2013	201306	Mujeres	Bachillerato	31	2582	Aragón
Junio 2013	201306	Hombres	Enseñanza media de formación profesional	32	1127	Aragón
Junio 2013	201306	Mujeres	Enseñanza media de formación profesional	32	967	Aragón
Junio 2013	201306	Hombres	Enseñanza superior de formación profesional	41	616	Aragón
Junio 2013	201306	Mujeres	Enseñanza superior de formación profesional	41	476	Aragón
Junio 2013	201306	Hombres	Enseñanza superior universitaria	42	982	Aragón
Junio 2013	201306	Mujeres	Enseñanza superior universitaria	42	1429	Aragón
Mayo 2013	201305	Hombres	Educación Primaria o inferior	10	8738	Aragón
Mayo 2013	201305	Mujeres	Educación Primaria o inferior	10	4737	Aragón
Mayo 2013	201305	Hombres	Primera etapa de educación secundaria	20	8502	Aragón
Mayo 2013	201305	Mujeres	Primera etapa de educación secundaria	20	6549	Aragón
Mayo 2013	201305	Hombres	Bachillerato	31	2838	Aragón
Mayo 2013	201305	Mujeres	Bachillerato	31	2554	Aragón
Mayo 2013	201305	Hombres	Enseñanza media de formación profesional	32	1108	Aragón
Mayo 2013	201305	Mujeres	Enseñanza media de formación profesional	32	812	Aragón
Mayo 2013	201305	Hombres	Enseñanza superior de formación profesional	41	599	Aragón
