Mes y año	'Aragón'	Nivel formativo grupo IAEST código	Nivel formativo grupo IAEST descripción	Sexo	Nº parados
Octubre 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	12245
Octubre 2006	Aragón	31	Bachillerato	Hombres	1641
Octubre 2006	Aragón	31	Bachillerato	Mujeres	2429
Octubre 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	625
Octubre 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1930
Octubre 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	493
Octubre 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1296
Octubre 2006	Aragón	42	Enseñanza superior universitaria	Hombres	960
Octubre 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2703
Septiembre 2006	Aragón	10	Educación Primaria o inferior	Hombres	1693
Septiembre 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1458
Septiembre 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	8088
Septiembre 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	11868
Septiembre 2006	Aragón	31	Bachillerato	Hombres	1654
Septiembre 2006	Aragón	31	Bachillerato	Mujeres	2432
Septiembre 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	621
Septiembre 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1717
Septiembre 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	504
Septiembre 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1298
Septiembre 2006	Aragón	42	Enseñanza superior universitaria	Hombres	957
Septiembre 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2778
Agosto 2006	Aragón	10	Educación Primaria o inferior	Hombres	1636
Agosto 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1339
Agosto 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	8208
Agosto 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	11727
Agosto 2006	Aragón	31	Bachillerato	Hombres	1612
Agosto 2006	Aragón	31	Bachillerato	Mujeres	2378
Agosto 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	578
Agosto 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1626
Agosto 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	490
Agosto 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1247
Agosto 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1037
Agosto 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	3034
Julio 2006	Aragón	10	Educación Primaria o inferior	Hombres	1565
Julio 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1366
Julio 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	7887
Julio 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	11768
Julio 2006	Aragón	31	Bachillerato	Hombres	1569
Julio 2006	Aragón	31	Bachillerato	Mujeres	2337
Julio 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	502
Julio 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1556
Julio 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	465
Julio 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1179
Julio 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1006
Julio 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2833
Junio 2006	Aragón	10	Educación Primaria o inferior	Hombres	1527
Junio 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1358
Junio 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	7876
Junio 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	12174
Junio 2006	Aragón	31	Bachillerato	Hombres	1599
Junio 2006	Aragón	31	Bachillerato	Mujeres	2398
Junio 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	513
Junio 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	1694
Junio 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	459
Junio 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1159
Junio 2006	Aragón	42	Enseñanza superior universitaria	Hombres	941
Junio 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2715
Mayo 2006	Aragón	0	Sin clasificar	Mujeres	1
Mayo 2006	Aragón	10	Educación Primaria o inferior	Hombres	1566
Mayo 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1481
Mayo 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	8697
Mayo 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	12956
Mayo 2006	Aragón	31	Bachillerato	Hombres	1761
Mayo 2006	Aragón	31	Bachillerato	Mujeres	2618
Mayo 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	562
Mayo 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	2115
Mayo 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	563
Mayo 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1369
Mayo 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1069
Mayo 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	2933
Abril 2006	Aragón	0	Sin clasificar	Mujeres	1
Abril 2006	Aragón	10	Educación Primaria o inferior	Hombres	1879
Abril 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1574
Abril 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	9449
Abril 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	13444
Abril 2006	Aragón	31	Bachillerato	Hombres	1833
Abril 2006	Aragón	31	Bachillerato	Mujeres	2584
Abril 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	644
Abril 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	2184
Abril 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	592
Abril 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1354
Abril 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1145
Abril 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	3071
Marzo 2006	Aragón	0	Sin clasificar	Mujeres	1
Marzo 2006	Aragón	10	Educación Primaria o inferior	Hombres	2089
Marzo 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1695
Marzo 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	9963
Marzo 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	13908
Marzo 2006	Aragón	31	Bachillerato	Hombres	1918
Marzo 2006	Aragón	31	Bachillerato	Mujeres	2784
Marzo 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	678
Marzo 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	2263
Marzo 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	656
Marzo 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1426
Marzo 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1208
Marzo 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	3286
Febrero 2006	Aragón	0	Sin clasificar	Mujeres	1
Febrero 2006	Aragón	10	Educación Primaria o inferior	Hombres	2152
Febrero 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1676
Febrero 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	10220
Febrero 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	13959
Febrero 2006	Aragón	31	Bachillerato	Hombres	1921
Febrero 2006	Aragón	31	Bachillerato	Mujeres	2752
Febrero 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	709
Febrero 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	2234
Febrero 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	629
Febrero 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1451
Febrero 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1196
Febrero 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	3393
Enero 2006	Aragón	0	Sin clasificar	Mujeres	1
Enero 2006	Aragón	10	Educación Primaria o inferior	Hombres	2088
Enero 2006	Aragón	10	Educación Primaria o inferior	Mujeres	1621
Enero 2006	Aragón	20	Primera etapa de educación secundaria	Hombres	10643
Enero 2006	Aragón	20	Primera etapa de educación secundaria	Mujeres	14123
Enero 2006	Aragón	31	Bachillerato	Hombres	2013
Enero 2006	Aragón	31	Bachillerato	Mujeres	2805
Enero 2006	Aragón	32	Enseñanza media de formación profesional	Hombres	720
Enero 2006	Aragón	32	Enseñanza media de formación profesional	Mujeres	2256
Enero 2006	Aragón	41	Enseñanza superior de formación profesional	Hombres	680
Enero 2006	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1508
Enero 2006	Aragón	42	Enseñanza superior universitaria	Hombres	1250
Enero 2006	Aragón	42	Enseñanza superior universitaria	Mujeres	3458
Diciembre 2005	Aragón	0	Sin clasificar	Mujeres	1
Diciembre 2005	Aragón	10	Educación Primaria o inferior	Hombres	1970
Diciembre 2005	Aragón	10	Educación Primaria o inferior	Mujeres	1485
Diciembre 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	10543
Diciembre 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	13563
Diciembre 2005	Aragón	31	Bachillerato	Hombres	2078
Diciembre 2005	Aragón	31	Bachillerato	Mujeres	2670
Diciembre 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	725
Diciembre 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2026
Diciembre 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	635
Diciembre 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1415
Diciembre 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1208
Diciembre 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3189
Noviembre 2005	Aragón	0	Sin clasificar	Mujeres	1
Noviembre 2005	Aragón	10	Educación Primaria o inferior	Hombres	1826
Noviembre 2005	Aragón	10	Educación Primaria o inferior	Mujeres	1499
Noviembre 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	9819
Noviembre 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	13852
Noviembre 2005	Aragón	31	Bachillerato	Hombres	2052
Noviembre 2005	Aragón	31	Bachillerato	Mujeres	2831
Noviembre 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	675
Noviembre 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2119
Noviembre 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	604
Noviembre 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1466
Noviembre 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1205
Noviembre 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3325
Octubre 2005	Aragón	0	Sin clasificar	Mujeres	3
Octubre 2005	Aragón	10	Educación Primaria o inferior	Hombres	1715
Octubre 2005	Aragón	10	Educación Primaria o inferior	Mujeres	1334
Octubre 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	9901
Octubre 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	13648
Octubre 2005	Aragón	31	Bachillerato	Hombres	2084
Octubre 2005	Aragón	31	Bachillerato	Mujeres	2947
Octubre 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	693
Octubre 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2180
Octubre 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	666
Octubre 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1528
Octubre 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1272
Octubre 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3492
Septiembre 2005	Aragón	0	Sin clasificar	Hombres	1
Septiembre 2005	Aragón	0	Sin clasificar	Mujeres	5
Septiembre 2005	Aragón	10	Educación Primaria o inferior	Hombres	1542
Septiembre 2005	Aragón	10	Educación Primaria o inferior	Mujeres	1129
Septiembre 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	9288
Septiembre 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	12933
Septiembre 2005	Aragón	31	Bachillerato	Hombres	1995
Septiembre 2005	Aragón	31	Bachillerato	Mujeres	2812
Septiembre 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	634
Septiembre 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	1888
Septiembre 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	635
Septiembre 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1459
Septiembre 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1211
Septiembre 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3437
Agosto 2005	Aragón	0	Sin clasificar	Mujeres	5
Agosto 2005	Aragón	10	Educación Primaria o inferior	Hombres	1331
Agosto 2005	Aragón	10	Educación Primaria o inferior	Mujeres	961
Agosto 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	9367
Agosto 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	12685
Agosto 2005	Aragón	31	Bachillerato	Hombres	1909
Agosto 2005	Aragón	31	Bachillerato	Mujeres	2730
Agosto 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	623
Agosto 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	1755
Agosto 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	644
Agosto 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1380
Agosto 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1203
Agosto 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3629
Julio 2005	Aragón	0	Sin clasificar	Mujeres	6
Julio 2005	Aragón	10	Educación Primaria o inferior	Hombres	1184
Julio 2005	Aragón	10	Educación Primaria o inferior	Mujeres	925
Julio 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	8696
Julio 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	12539
Julio 2005	Aragón	31	Bachillerato	Hombres	1820
Julio 2005	Aragón	31	Bachillerato	Mujeres	2625
Julio 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	560
Julio 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	1673
Julio 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	532
Julio 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1251
Julio 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1145
Julio 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3286
Junio 2005	Aragón	0	Sin clasificar	Mujeres	11
Junio 2005	Aragón	10	Educación Primaria o inferior	Hombres	977
Junio 2005	Aragón	10	Educación Primaria o inferior	Mujeres	872
Junio 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	8495
Junio 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	12721
Junio 2005	Aragón	31	Bachillerato	Hombres	1774
Junio 2005	Aragón	31	Bachillerato	Mujeres	2597
Junio 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	549
Junio 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	1813
Junio 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	548
Junio 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1277
Junio 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1045
Junio 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3062
Mayo 2005	Aragón	0	Sin clasificar	Mujeres	13
Mayo 2005	Aragón	10	Educación Primaria o inferior	Hombres	963
Mayo 2005	Aragón	10	Educación Primaria o inferior	Mujeres	799
Mayo 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	9188
Mayo 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	13211
Mayo 2005	Aragón	31	Bachillerato	Hombres	1804
Mayo 2005	Aragón	31	Bachillerato	Mujeres	2653
Mayo 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	565
Mayo 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	1996
Mayo 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	539
Mayo 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1356
Mayo 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1087
Mayo 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3157
Abril 2005	Aragón	0	Sin clasificar	Hombres	1
Abril 2005	Aragón	0	Sin clasificar	Mujeres	15
Abril 2005	Aragón	10	Educación Primaria o inferior	Hombres	905
Abril 2005	Aragón	10	Educación Primaria o inferior	Mujeres	684
Abril 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	10375
Abril 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	14255
Abril 2005	Aragón	31	Bachillerato	Hombres	1905
Abril 2005	Aragón	31	Bachillerato	Mujeres	2739
Abril 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	656
Abril 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2249
Abril 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	667
Abril 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1537
Abril 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1266
Abril 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3657
Marzo 2005	Aragón	0	Sin clasificar	Hombres	2
Marzo 2005	Aragón	0	Sin clasificar	Mujeres	15
Marzo 2005	Aragón	10	Educación Primaria o inferior	Hombres	897
Marzo 2005	Aragón	10	Educación Primaria o inferior	Mujeres	659
Marzo 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	10626
Marzo 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	14128
Marzo 2005	Aragón	31	Bachillerato	Hombres	1919
Marzo 2005	Aragón	31	Bachillerato	Mujeres	2770
Marzo 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	685
Marzo 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2262
Marzo 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	690
Marzo 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1627
Marzo 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1367
Marzo 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3767
Febrero 2005	Aragón	0	Sin clasificar	Hombres	1
Febrero 2005	Aragón	0	Sin clasificar	Mujeres	16
Febrero 2005	Aragón	10	Educación Primaria o inferior	Hombres	837
Febrero 2005	Aragón	10	Educación Primaria o inferior	Mujeres	649
Febrero 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	10403
Febrero 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	13868
Febrero 2005	Aragón	31	Bachillerato	Hombres	1972
Febrero 2005	Aragón	31	Bachillerato	Mujeres	2761
Febrero 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	662
Febrero 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2246
Febrero 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	665
Febrero 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1649
Febrero 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1359
Febrero 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3850
Enero 2005	Aragón	0	Sin clasificar	Hombres	4
Enero 2005	Aragón	0	Sin clasificar	Mujeres	15
Enero 2005	Aragón	10	Educación Primaria o inferior	Hombres	874
Enero 2005	Aragón	10	Educación Primaria o inferior	Mujeres	628
Enero 2005	Aragón	20	Primera etapa de educación secundaria	Hombres	10759
Enero 2005	Aragón	20	Primera etapa de educación secundaria	Mujeres	13803
Enero 2005	Aragón	31	Bachillerato	Hombres	1945
Enero 2005	Aragón	31	Bachillerato	Mujeres	2707
Enero 2005	Aragón	32	Enseñanza media de formación profesional	Hombres	685
Enero 2005	Aragón	32	Enseñanza media de formación profesional	Mujeres	2186
Enero 2005	Aragón	41	Enseñanza superior de formación profesional	Hombres	696
Enero 2005	Aragón	41	Enseñanza superior de formación profesional	Mujeres	1616
Enero 2005	Aragón	42	Enseñanza superior universitaria	Hombres	1402
Enero 2005	Aragón	42	Enseñanza superior universitaria	Mujeres	3819
