Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
22137	Lanaja	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	32
22137	Lanaja	5	Otra situación (Ayuda familiar)	Mujeres	1
22139	Laperdiguera	2	Empresario o profesional que no emplea personal	Hombres	13
22139	Laperdiguera	2	Empresario o profesional que no emplea personal	Mujeres	2
22139	Laperdiguera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	11
22139	Laperdiguera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
22139	Laperdiguera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
22139	Laperdiguera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
22141	Lascellas-Ponzano	1	Empresario o profesional que emplea personal	Hombres	6
22141	Lascellas-Ponzano	1	Empresario o profesional que emplea personal	Mujeres	1
22141	Lascellas-Ponzano	2	Empresario o profesional que no emplea personal	Hombres	19
22141	Lascellas-Ponzano	2	Empresario o profesional que no emplea personal	Mujeres	2
22141	Lascellas-Ponzano	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	14
22141	Lascellas-Ponzano	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
22141	Lascellas-Ponzano	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22142	Lascuarre	2	Empresario o profesional que no emplea personal	Hombres	24
22142	Lascuarre	2	Empresario o profesional que no emplea personal	Mujeres	2
22142	Lascuarre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	7
22142	Lascuarre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
22142	Lascuarre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22142	Lascuarre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22142	Lascuarre	6	Otra situación (Miembro de cooperativas)	Hombres	2
22142	Lascuarre	6	Otra situación (Miembro de cooperativas)	Mujeres	1
22143	Laspaúles	1	Empresario o profesional que emplea personal	Hombres	5
22143	Laspaúles	1	Empresario o profesional que emplea personal	Mujeres	1
22143	Laspaúles	2	Empresario o profesional que no emplea personal	Hombres	42
22143	Laspaúles	2	Empresario o profesional que no emplea personal	Mujeres	5
22143	Laspaúles	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	27
22143	Laspaúles	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	25
22143	Laspaúles	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	9
22143	Laspaúles	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
22143	Laspaúles	5	Otra situación (Ayuda familiar)	Mujeres	1
22144	Laspuña	1	Empresario o profesional que emplea personal	Hombres	5
22144	Laspuña	1	Empresario o profesional que emplea personal	Mujeres	2
22144	Laspuña	2	Empresario o profesional que no emplea personal	Hombres	8
22144	Laspuña	2	Empresario o profesional que no emplea personal	Mujeres	3
22144	Laspuña	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	29
22144	Laspuña	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	22
22144	Laspuña	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	20
22144	Laspuña	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22149	Loarre	1	Empresario o profesional que emplea personal	Hombres	5
22149	Loarre	1	Empresario o profesional que emplea personal	Mujeres	3
22149	Loarre	2	Empresario o profesional que no emplea personal	Hombres	41
22149	Loarre	2	Empresario o profesional que no emplea personal	Mujeres	5
22149	Loarre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	46
22149	Loarre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	17
22149	Loarre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	12
22149	Loarre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	14
22149	Loarre	5	Otra situación (Ayuda familiar)	Hombres	1
22150	Loporzano	1	Empresario o profesional que emplea personal	Hombres	19
22150	Loporzano	1	Empresario o profesional que emplea personal	Mujeres	3
22150	Loporzano	2	Empresario o profesional que no emplea personal	Hombres	48
22150	Loporzano	2	Empresario o profesional que no emplea personal	Mujeres	10
22150	Loporzano	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	78
22150	Loporzano	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	37
22150	Loporzano	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	11
22150	Loporzano	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	15
22151	Loscorrales	2	Empresario o profesional que no emplea personal	Hombres	9
22151	Loscorrales	2	Empresario o profesional que no emplea personal	Mujeres	1
22151	Loscorrales	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	12
22151	Loscorrales	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
22151	Loscorrales	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
22151	Loscorrales	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22155	Monesma y Cajigar	1	Empresario o profesional que emplea personal	Hombres	3
22155	Monesma y Cajigar	1	Empresario o profesional que emplea personal	Mujeres	1
22155	Monesma y Cajigar	2	Empresario o profesional que no emplea personal	Hombres	22
22155	Monesma y Cajigar	2	Empresario o profesional que no emplea personal	Mujeres	1
22155	Monesma y Cajigar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	3
22155	Monesma y Cajigar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
22155	Monesma y Cajigar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
22155	Monesma y Cajigar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
22156	Monflorite-Lascasas	1	Empresario o profesional que emplea personal	Hombres	5
22156	Monflorite-Lascasas	2	Empresario o profesional que no emplea personal	Hombres	21
22156	Monflorite-Lascasas	2	Empresario o profesional que no emplea personal	Mujeres	1
22156	Monflorite-Lascasas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	31
22156	Monflorite-Lascasas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	24
22156	Monflorite-Lascasas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
22156	Monflorite-Lascasas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22157	Montanuy	1	Empresario o profesional que emplea personal	Hombres	14
22157	Montanuy	1	Empresario o profesional que emplea personal	Mujeres	2
22157	Montanuy	2	Empresario o profesional que no emplea personal	Hombres	42
22157	Montanuy	2	Empresario o profesional que no emplea personal	Mujeres	9
22157	Montanuy	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	21
22157	Montanuy	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	14
22157	Montanuy	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22157	Montanuy	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22158	Monzón	1	Empresario o profesional que emplea personal	Hombres	338
22158	Monzón	1	Empresario o profesional que emplea personal	Mujeres	149
22158	Monzón	2	Empresario o profesional que no emplea personal	Hombres	487
22158	Monzón	2	Empresario o profesional que no emplea personal	Mujeres	238
22158	Monzón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	2247
22158	Monzón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1035
22158	Monzón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	908
22158	Monzón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	659
22158	Monzón	5	Otra situación (Ayuda familiar)	Hombres	1
22158	Monzón	5	Otra situación (Ayuda familiar)	Mujeres	3
22158	Monzón	6	Otra situación (Miembro de cooperativas)	Hombres	12
22158	Monzón	6	Otra situación (Miembro de cooperativas)	Mujeres	39
22160	Naval	1	Empresario o profesional que emplea personal	Hombres	1
22160	Naval	1	Empresario o profesional que emplea personal	Mujeres	2
22160	Naval	2	Empresario o profesional que no emplea personal	Hombres	34
22160	Naval	2	Empresario o profesional que no emplea personal	Mujeres	10
22160	Naval	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	34
22160	Naval	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	16
22160	Naval	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22160	Naval	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	17
22160	Naval	6	Otra situación (Miembro de cooperativas)	Hombres	1
22162	Novales	1	Empresario o profesional que emplea personal	Hombres	9
22162	Novales	1	Empresario o profesional que emplea personal	Mujeres	3
22162	Novales	2	Empresario o profesional que no emplea personal	Hombres	12
22162	Novales	2	Empresario o profesional que no emplea personal	Mujeres	4
22162	Novales	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	18
22162	Novales	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
22162	Novales	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22162	Novales	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
22162	Novales	6	Otra situación (Miembro de cooperativas)	Hombres	1
22163	Nueno	1	Empresario o profesional que emplea personal	Hombres	14
22163	Nueno	1	Empresario o profesional que emplea personal	Mujeres	9
22163	Nueno	2	Empresario o profesional que no emplea personal	Hombres	28
22163	Nueno	2	Empresario o profesional que no emplea personal	Mujeres	11
22163	Nueno	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	55
22163	Nueno	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	29
22163	Nueno	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	15
22163	Nueno	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
22164	Olvena	1	Empresario o profesional que emplea personal	Mujeres	2
22164	Olvena	2	Empresario o profesional que no emplea personal	Hombres	2
22164	Olvena	2	Empresario o profesional que no emplea personal	Mujeres	2
22164	Olvena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
22164	Olvena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
22164	Olvena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
22165	Ontiñena	1	Empresario o profesional que emplea personal	Hombres	9
22165	Ontiñena	1	Empresario o profesional que emplea personal	Mujeres	5
22165	Ontiñena	2	Empresario o profesional que no emplea personal	Hombres	59
22165	Ontiñena	2	Empresario o profesional que no emplea personal	Mujeres	12
22165	Ontiñena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	53
22165	Ontiñena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	14
22165	Ontiñena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	22
22165	Ontiñena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
22167	Osso de Cinca	1	Empresario o profesional que emplea personal	Hombres	27
22167	Osso de Cinca	1	Empresario o profesional que emplea personal	Mujeres	4
22167	Osso de Cinca	2	Empresario o profesional que no emplea personal	Hombres	102
22167	Osso de Cinca	2	Empresario o profesional que no emplea personal	Mujeres	21
22167	Osso de Cinca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	52
22167	Osso de Cinca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	33
22167	Osso de Cinca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	46
22167	Osso de Cinca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	26
22167	Osso de Cinca	6	Otra situación (Miembro de cooperativas)	Mujeres	2
22168	Palo	1	Empresario o profesional que emplea personal	Hombres	4
22168	Palo	1	Empresario o profesional que emplea personal	Mujeres	1
22168	Palo	2	Empresario o profesional que no emplea personal	Hombres	2
22168	Palo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	3
22168	Palo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
22168	Palo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
22168	Palo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
22170	Panticosa	1	Empresario o profesional que emplea personal	Hombres	47
22170	Panticosa	1	Empresario o profesional que emplea personal	Mujeres	21
22170	Panticosa	2	Empresario o profesional que no emplea personal	Hombres	21
22170	Panticosa	2	Empresario o profesional que no emplea personal	Mujeres	15
22170	Panticosa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	80
22170	Panticosa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	36
22170	Panticosa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	42
22170	Panticosa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	27
22172	Peñalba	1	Empresario o profesional que emplea personal	Hombres	11
22172	Peñalba	2	Empresario o profesional que no emplea personal	Hombres	92
22172	Peñalba	2	Empresario o profesional que no emplea personal	Mujeres	13
22172	Peñalba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	109
22172	Peñalba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	33
22172	Peñalba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
22172	Peñalba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22173	Peñas de Riglos (Las)	1	Empresario o profesional que emplea personal	Hombres	7
22173	Peñas de Riglos (Las)	2	Empresario o profesional que no emplea personal	Hombres	21
22173	Peñas de Riglos (Las)	2	Empresario o profesional que no emplea personal	Mujeres	4
22173	Peñas de Riglos (Las)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	27
22173	Peñas de Riglos (Las)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
22173	Peñas de Riglos (Las)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22173	Peñas de Riglos (Las)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22173	Peñas de Riglos (Las)	5	Otra situación (Ayuda familiar)	Mujeres	1
22174	Peralta de Alcofea	1	Empresario o profesional que emplea personal	Hombres	12
22174	Peralta de Alcofea	1	Empresario o profesional que emplea personal	Mujeres	4
22174	Peralta de Alcofea	2	Empresario o profesional que no emplea personal	Hombres	60
22174	Peralta de Alcofea	2	Empresario o profesional que no emplea personal	Mujeres	13
22174	Peralta de Alcofea	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	87
22174	Peralta de Alcofea	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	36
22174	Peralta de Alcofea	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	26
22174	Peralta de Alcofea	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	25
22174	Peralta de Alcofea	5	Otra situación (Ayuda familiar)	Hombres	3
22174	Peralta de Alcofea	6	Otra situación (Miembro de cooperativas)	Hombres	1
22174	Peralta de Alcofea	6	Otra situación (Miembro de cooperativas)	Mujeres	2
22175	Peralta de Calasanz	1	Empresario o profesional que emplea personal	Hombres	4
22175	Peralta de Calasanz	2	Empresario o profesional que no emplea personal	Hombres	24
