Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Diciembre 2013	44	Teruel	60-64	Mujeres	643
Diciembre 2013	44	Teruel	65-69	Hombres	85
Diciembre 2013	44	Teruel	65-69	Mujeres	51
Diciembre 2013	44	Teruel	Más de 69	Hombres	17
Diciembre 2013	44	Teruel	Más de 69	Mujeres	15
Diciembre 2013	50	Zaragoza	16-19	Hombres	121
Diciembre 2013	50	Zaragoza	16-19	Mujeres	73
Diciembre 2013	50	Zaragoza	20-24	Hombres	1032
Diciembre 2013	50	Zaragoza	20-24	Mujeres	519
Diciembre 2013	50	Zaragoza	25-29	Hombres	2182
Diciembre 2013	50	Zaragoza	25-29	Mujeres	1406
Diciembre 2013	50	Zaragoza	30-34	Hombres	3779
Diciembre 2013	50	Zaragoza	30-34	Mujeres	2182
Diciembre 2013	50	Zaragoza	35-39	Hombres	6005
Diciembre 2013	50	Zaragoza	35-39	Mujeres	3027
Diciembre 2013	50	Zaragoza	40-44	Hombres	6902
Diciembre 2013	50	Zaragoza	40-44	Mujeres	3524
Diciembre 2013	50	Zaragoza	45-49	Hombres	6951
Diciembre 2013	50	Zaragoza	45-49	Mujeres	3606
Diciembre 2013	50	Zaragoza	50-54	Hombres	6686
Diciembre 2013	50	Zaragoza	50-54	Mujeres	3261
Diciembre 2013	50	Zaragoza	55-59	Hombres	5363
Diciembre 2013	50	Zaragoza	55-59	Mujeres	2794
Diciembre 2013	50	Zaragoza	60-64	Hombres	3975
Diciembre 2013	50	Zaragoza	60-64	Mujeres	2046
Diciembre 2013	50	Zaragoza	65-69	Hombres	691
Diciembre 2013	50	Zaragoza	65-69	Mujeres	514
Diciembre 2013	50	Zaragoza	Más de 69	Hombres	193
Diciembre 2013	50	Zaragoza	Más de 69	Mujeres	165
Diciembre 2013	50	Zaragoza	Sin clasificar	Mujeres	1
Septiembre 2013	22	Huesca	16-19	Hombres	26
Septiembre 2013	22	Huesca	16-19	Mujeres	14
Septiembre 2013	22	Huesca	20-24	Hombres	352
Septiembre 2013	22	Huesca	20-24	Mujeres	124
Septiembre 2013	22	Huesca	25-29	Hombres	761
Septiembre 2013	22	Huesca	25-29	Mujeres	359
Septiembre 2013	22	Huesca	30-34	Hombres	1404
Septiembre 2013	22	Huesca	30-34	Mujeres	596
Septiembre 2013	22	Huesca	35-39	Hombres	2024
Septiembre 2013	22	Huesca	35-39	Mujeres	867
Septiembre 2013	22	Huesca	40-44	Hombres	2221
Septiembre 2013	22	Huesca	40-44	Mujeres	1053
Septiembre 2013	22	Huesca	45-49	Hombres	2377
Septiembre 2013	22	Huesca	45-49	Mujeres	1100
Septiembre 2013	22	Huesca	50-54	Hombres	2361
Septiembre 2013	22	Huesca	50-54	Mujeres	1101
Septiembre 2013	22	Huesca	55-59	Hombres	2052
Septiembre 2013	22	Huesca	55-59	Mujeres	942
Septiembre 2013	22	Huesca	60-64	Hombres	1588
Septiembre 2013	22	Huesca	60-64	Mujeres	837
Septiembre 2013	22	Huesca	65-69	Hombres	270
Septiembre 2013	22	Huesca	65-69	Mujeres	188
Septiembre 2013	22	Huesca	Más de 69	Hombres	84
Septiembre 2013	22	Huesca	Más de 69	Mujeres	42
Septiembre 2013	44	Teruel	16-19	Hombres	37
Septiembre 2013	44	Teruel	16-19	Mujeres	8
Septiembre 2013	44	Teruel	20-24	Hombres	258
Septiembre 2013	44	Teruel	20-24	Mujeres	107
Septiembre 2013	44	Teruel	25-29	Hombres	487
Septiembre 2013	44	Teruel	25-29	Mujeres	252
Septiembre 2013	44	Teruel	30-34	Hombres	750
Septiembre 2013	44	Teruel	30-34	Mujeres	344
Septiembre 2013	44	Teruel	35-39	Hombres	1086
Septiembre 2013	44	Teruel	35-39	Mujeres	458
Septiembre 2013	44	Teruel	40-44	Hombres	1264
Septiembre 2013	44	Teruel	40-44	Mujeres	601
Septiembre 2013	44	Teruel	45-49	Hombres	1568
Septiembre 2013	44	Teruel	45-49	Mujeres	756
Septiembre 2013	44	Teruel	50-54	Hombres	1522
Septiembre 2013	44	Teruel	50-54	Mujeres	763
Septiembre 2013	44	Teruel	55-59	Hombres	1254
Septiembre 2013	44	Teruel	55-59	Mujeres	686
Septiembre 2013	44	Teruel	60-64	Hombres	920
Septiembre 2013	44	Teruel	60-64	Mujeres	624
Septiembre 2013	44	Teruel	65-69	Hombres	84
Septiembre 2013	44	Teruel	65-69	Mujeres	62
Septiembre 2013	44	Teruel	Más de 69	Hombres	17
Septiembre 2013	44	Teruel	Más de 69	Mujeres	15
Septiembre 2013	50	Zaragoza	16-19	Hombres	128
Septiembre 2013	50	Zaragoza	16-19	Mujeres	72
Septiembre 2013	50	Zaragoza	20-24	Hombres	985
Septiembre 2013	50	Zaragoza	20-24	Mujeres	522
Septiembre 2013	50	Zaragoza	25-29	Hombres	2139
Septiembre 2013	50	Zaragoza	25-29	Mujeres	1362
Septiembre 2013	50	Zaragoza	30-34	Hombres	3804
Septiembre 2013	50	Zaragoza	30-34	Mujeres	2114
Septiembre 2013	50	Zaragoza	35-39	Hombres	5997
Septiembre 2013	50	Zaragoza	35-39	Mujeres	2992
Septiembre 2013	50	Zaragoza	40-44	Hombres	6870
Septiembre 2013	50	Zaragoza	40-44	Mujeres	3510
Septiembre 2013	50	Zaragoza	45-49	Hombres	6980
Septiembre 2013	50	Zaragoza	45-49	Mujeres	3590
Septiembre 2013	50	Zaragoza	50-54	Hombres	6636
Septiembre 2013	50	Zaragoza	50-54	Mujeres	3231
Septiembre 2013	50	Zaragoza	55-59	Hombres	5308
Septiembre 2013	50	Zaragoza	55-59	Mujeres	2722
Septiembre 2013	50	Zaragoza	60-64	Hombres	4036
Septiembre 2013	50	Zaragoza	60-64	Mujeres	2078
Septiembre 2013	50	Zaragoza	65-69	Hombres	665
Septiembre 2013	50	Zaragoza	65-69	Mujeres	488
Septiembre 2013	50	Zaragoza	Más de 69	Hombres	192
Septiembre 2013	50	Zaragoza	Más de 69	Mujeres	162
Junio 2013	22	Huesca	16-19	Hombres	34
Junio 2013	22	Huesca	16-19	Mujeres	13
Junio 2013	22	Huesca	20-24	Hombres	337
Junio 2013	22	Huesca	20-24	Mujeres	133
Junio 2013	22	Huesca	25-29	Hombres	766
Junio 2013	22	Huesca	25-29	Mujeres	345
Junio 2013	22	Huesca	30-34	Hombres	1412
Junio 2013	22	Huesca	30-34	Mujeres	607
Junio 2013	22	Huesca	35-39	Hombres	2040
Junio 2013	22	Huesca	35-39	Mujeres	878
Junio 2013	22	Huesca	40-44	Hombres	2212
Junio 2013	22	Huesca	40-44	Mujeres	1059
Junio 2013	22	Huesca	45-49	Hombres	2376
Junio 2013	22	Huesca	45-49	Mujeres	1097
Junio 2013	22	Huesca	50-54	Hombres	2383
Junio 2013	22	Huesca	50-54	Mujeres	1068
Junio 2013	22	Huesca	55-59	Hombres	2043
Junio 2013	22	Huesca	55-59	Mujeres	959
Junio 2013	22	Huesca	60-64	Hombres	1600
Junio 2013	22	Huesca	60-64	Mujeres	829
Junio 2013	22	Huesca	65-69	Hombres	217
Junio 2013	22	Huesca	65-69	Mujeres	177
Junio 2013	22	Huesca	Más de 69	Hombres	60
Junio 2013	22	Huesca	Más de 69	Mujeres	39
Junio 2013	44	Teruel	16-19	Hombres	32
Junio 2013	44	Teruel	16-19	Mujeres	9
Junio 2013	44	Teruel	20-24	Hombres	253
Junio 2013	44	Teruel	20-24	Mujeres	99
Junio 2013	44	Teruel	25-29	Hombres	487
Junio 2013	44	Teruel	25-29	Mujeres	256
Junio 2013	44	Teruel	30-34	Hombres	760
Junio 2013	44	Teruel	30-34	Mujeres	348
Junio 2013	44	Teruel	35-39	Hombres	1100
Junio 2013	44	Teruel	35-39	Mujeres	476
Junio 2013	44	Teruel	40-44	Hombres	1271
Junio 2013	44	Teruel	40-44	Mujeres	606
Junio 2013	44	Teruel	45-49	Hombres	1597
Junio 2013	44	Teruel	45-49	Mujeres	754
Junio 2013	44	Teruel	50-54	Hombres	1488
Junio 2013	44	Teruel	50-54	Mujeres	772
Junio 2013	44	Teruel	55-59	Hombres	1229
Junio 2013	44	Teruel	55-59	Mujeres	692
Junio 2013	44	Teruel	60-64	Hombres	935
Junio 2013	44	Teruel	60-64	Mujeres	620
Junio 2013	44	Teruel	65-69	Hombres	71
Junio 2013	44	Teruel	65-69	Mujeres	60
Junio 2013	44	Teruel	Más de 69	Hombres	18
Junio 2013	44	Teruel	Más de 69	Mujeres	15
Junio 2013	50	Zaragoza	16-19	Hombres	121
Junio 2013	50	Zaragoza	16-19	Mujeres	69
Junio 2013	50	Zaragoza	20-24	Hombres	943
Junio 2013	50	Zaragoza	20-24	Mujeres	514
Junio 2013	50	Zaragoza	25-29	Hombres	2154
Junio 2013	50	Zaragoza	25-29	Mujeres	1313
Junio 2013	50	Zaragoza	30-34	Hombres	3842
Junio 2013	50	Zaragoza	30-34	Mujeres	2148
Junio 2013	50	Zaragoza	35-39	Hombres	6056
Junio 2013	50	Zaragoza	35-39	Mujeres	3013
Junio 2013	50	Zaragoza	40-44	Hombres	6809
Junio 2013	50	Zaragoza	40-44	Mujeres	3483
Junio 2013	50	Zaragoza	45-49	Hombres	6999
Junio 2013	50	Zaragoza	45-49	Mujeres	3568
Junio 2013	50	Zaragoza	50-54	Hombres	6563
Junio 2013	50	Zaragoza	50-54	Mujeres	3241
Junio 2013	50	Zaragoza	55-59	Hombres	5284
Junio 2013	50	Zaragoza	55-59	Mujeres	2701
Junio 2013	50	Zaragoza	60-64	Hombres	4090
Junio 2013	50	Zaragoza	60-64	Mujeres	2079
Junio 2013	50	Zaragoza	65-69	Hombres	617
Junio 2013	50	Zaragoza	65-69	Mujeres	492
Junio 2013	50	Zaragoza	Más de 69	Hombres	183
Junio 2013	50	Zaragoza	Más de 69	Mujeres	170
Marzo 2013	22	Huesca	16-19	Hombres	30
Marzo 2013	22	Huesca	16-19	Mujeres	15
Marzo 2013	22	Huesca	20-24	Hombres	313
Marzo 2013	22	Huesca	20-24	Mujeres	117
Marzo 2013	22	Huesca	25-29	Hombres	737
Marzo 2013	22	Huesca	25-29	Mujeres	332
Marzo 2013	22	Huesca	30-34	Hombres	1453
Marzo 2013	22	Huesca	30-34	Mujeres	591
Marzo 2013	22	Huesca	35-39	Hombres	1981
Marzo 2013	22	Huesca	35-39	Mujeres	876
Marzo 2013	22	Huesca	40-44	Hombres	2203
Marzo 2013	22	Huesca	40-44	Mujeres	1071
Marzo 2013	22	Huesca	45-49	Hombres	2365
Marzo 2013	22	Huesca	45-49	Mujeres	1092
Marzo 2013	22	Huesca	50-54	Hombres	2380
Marzo 2013	22	Huesca	50-54	Mujeres	1056
Marzo 2013	22	Huesca	55-59	Hombres	2035
Marzo 2013	22	Huesca	55-59	Mujeres	969
Marzo 2013	22	Huesca	60-64	Hombres	1626
Marzo 2013	22	Huesca	60-64	Mujeres	839
Marzo 2013	22	Huesca	65-69	Hombres	266
Marzo 2013	22	Huesca	65-69	Mujeres	175
Marzo 2013	22	Huesca	Más de 69	Hombres	73
Marzo 2013	22	Huesca	Más de 69	Mujeres	41
Marzo 2013	44	Teruel	16-19	Hombres	24
Marzo 2013	44	Teruel	16-19	Mujeres	10
Marzo 2013	44	Teruel	20-24	Hombres	228
Marzo 2013	44	Teruel	20-24	Mujeres	84
Marzo 2013	44	Teruel	25-29	Hombres	448
Marzo 2013	44	Teruel	25-29	Mujeres	236
Marzo 2013	44	Teruel	30-34	Hombres	757
Marzo 2013	44	Teruel	30-34	Mujeres	339
Marzo 2013	44	Teruel	35-39	Hombres	1094
Marzo 2013	44	Teruel	35-39	Mujeres	473
Marzo 2013	44	Teruel	40-44	Hombres	1244
Marzo 2013	44	Teruel	40-44	Mujeres	606
Marzo 2013	44	Teruel	45-49	Hombres	1599
Marzo 2013	44	Teruel	45-49	Mujeres	759
Marzo 2013	44	Teruel	50-54	Hombres	1474
Marzo 2013	44	Teruel	50-54	Mujeres	754
Marzo 2013	44	Teruel	55-59	Hombres	1215
Marzo 2013	44	Teruel	55-59	Mujeres	706
Marzo 2013	44	Teruel	60-64	Hombres	936
Marzo 2013	44	Teruel	60-64	Mujeres	607
Marzo 2013	44	Teruel	65-69	Hombres	77
Marzo 2013	44	Teruel	65-69	Mujeres	59
Marzo 2013	44	Teruel	Más de 69	Hombres	18
Marzo 2013	44	Teruel	Más de 69	Mujeres	15
Marzo 2013	50	Zaragoza	16-19	Hombres	111
Marzo 2013	50	Zaragoza	16-19	Mujeres	53
Marzo 2013	50	Zaragoza	20-24	Hombres	878
Marzo 2013	50	Zaragoza	20-24	Mujeres	462
Marzo 2013	50	Zaragoza	25-29	Hombres	2069
Marzo 2013	50	Zaragoza	25-29	Mujeres	1243
Marzo 2013	50	Zaragoza	30-34	Hombres	3819
Marzo 2013	50	Zaragoza	30-34	Mujeres	2143
Marzo 2013	50	Zaragoza	35-39	Hombres	6064
Marzo 2013	50	Zaragoza	35-39	Mujeres	2964
Marzo 2013	50	Zaragoza	40-44	Hombres	6787
Marzo 2013	50	Zaragoza	40-44	Mujeres	3458
Marzo 2013	50	Zaragoza	45-49	Hombres	6948
Marzo 2013	50	Zaragoza	45-49	Mujeres	3530
Marzo 2013	50	Zaragoza	50-54	Hombres	6484
Marzo 2013	50	Zaragoza	50-54	Mujeres	3215
Marzo 2013	50	Zaragoza	55-59	Hombres	5246
Marzo 2013	50	Zaragoza	55-59	Mujeres	2667
Marzo 2013	50	Zaragoza	60-64	Hombres	4149
Marzo 2013	50	Zaragoza	60-64	Mujeres	2073
Marzo 2013	50	Zaragoza	65-69	Hombres	638
Marzo 2013	50	Zaragoza	65-69	Mujeres	493
Marzo 2013	50	Zaragoza	Más de 69	Hombres	177
Marzo 2013	50	Zaragoza	Más de 69	Mujeres	172
Diciembre 2012	22	Huesca	16-19	Hombres	30
Diciembre 2012	22	Huesca	16-19	Mujeres	15
Diciembre 2012	22	Huesca	20-24	Hombres	316
Diciembre 2012	22	Huesca	20-24	Mujeres	131
Diciembre 2012	22	Huesca	25-29	Hombres	734
Diciembre 2012	22	Huesca	25-29	Mujeres	319
Diciembre 2012	22	Huesca	30-34	Hombres	1478
Diciembre 2012	22	Huesca	30-34	Mujeres	606
Diciembre 2012	22	Huesca	35-39	Hombres	1997
Diciembre 2012	22	Huesca	35-39	Mujeres	868
Diciembre 2012	22	Huesca	40-44	Hombres	2243
Diciembre 2012	22	Huesca	40-44	Mujeres	1076
Diciembre 2012	22	Huesca	45-49	Hombres	2366
Diciembre 2012	22	Huesca	45-49	Mujeres	1080
Diciembre 2012	22	Huesca	50-54	Hombres	2388
Diciembre 2012	22	Huesca	50-54	Mujeres	1068
Diciembre 2012	22	Huesca	55-59	Hombres	2008
Diciembre 2012	22	Huesca	55-59	Mujeres	981
Diciembre 2012	22	Huesca	60-64	Hombres	1653
Diciembre 2012	22	Huesca	60-64	Mujeres	834
Diciembre 2012	22	Huesca	65-69	Hombres	248
Diciembre 2012	22	Huesca	65-69	Mujeres	179
Diciembre 2012	22	Huesca	Más de 69	Hombres	71
Diciembre 2012	22	Huesca	Más de 69	Mujeres	41
Diciembre 2012	44	Teruel	16-19	Hombres	24
Diciembre 2012	44	Teruel	16-19	Mujeres	9
Diciembre 2012	44	Teruel	20-24	Hombres	225
Diciembre 2012	44	Teruel	20-24	Mujeres	77
Diciembre 2012	44	Teruel	25-29	Hombres	452
Diciembre 2012	44	Teruel	25-29	Mujeres	240
Diciembre 2012	44	Teruel	30-34	Hombres	752
Diciembre 2012	44	Teruel	30-34	Mujeres	330
Diciembre 2012	44	Teruel	35-39	Hombres	1098
Diciembre 2012	44	Teruel	35-39	Mujeres	473
Diciembre 2012	44	Teruel	40-44	Hombres	1268
Diciembre 2012	44	Teruel	40-44	Mujeres	619
Diciembre 2012	44	Teruel	45-49	Hombres	1619
Diciembre 2012	44	Teruel	45-49	Mujeres	764
Diciembre 2012	44	Teruel	50-54	Hombres	1477
Diciembre 2012	44	Teruel	50-54	Mujeres	749
Diciembre 2012	44	Teruel	55-59	Hombres	1198
Diciembre 2012	44	Teruel	55-59	Mujeres	707
Diciembre 2012	44	Teruel	60-64	Hombres	953
Diciembre 2012	44	Teruel	60-64	Mujeres	611
Diciembre 2012	44	Teruel	65-69	Hombres	71
Diciembre 2012	44	Teruel	65-69	Mujeres	45
Diciembre 2012	44	Teruel	Más de 69	Hombres	19
Diciembre 2012	44	Teruel	Más de 69	Mujeres	16
Diciembre 2012	50	Zaragoza	16-19	Hombres	109
Diciembre 2012	50	Zaragoza	16-19	Mujeres	49
Diciembre 2012	50	Zaragoza	20-24	Hombres	875
Diciembre 2012	50	Zaragoza	20-24	Mujeres	467
Diciembre 2012	50	Zaragoza	25-29	Hombres	2083
Diciembre 2012	50	Zaragoza	25-29	Mujeres	1291
Diciembre 2012	50	Zaragoza	30-34	Hombres	3908
Diciembre 2012	50	Zaragoza	30-34	Mujeres	2162
Diciembre 2012	50	Zaragoza	35-39	Hombres	6152
Diciembre 2012	50	Zaragoza	35-39	Mujeres	3001
Diciembre 2012	50	Zaragoza	40-44	Hombres	6832
Diciembre 2012	50	Zaragoza	40-44	Mujeres	3455
Diciembre 2012	50	Zaragoza	45-49	Hombres	6985
Diciembre 2012	50	Zaragoza	45-49	Mujeres	3519
Diciembre 2012	50	Zaragoza	50-54	Hombres	6494
Diciembre 2012	50	Zaragoza	50-54	Mujeres	3234
Diciembre 2012	50	Zaragoza	55-59	Hombres	5261
Diciembre 2012	50	Zaragoza	55-59	Mujeres	2665
Diciembre 2012	50	Zaragoza	60-64	Hombres	4206
Diciembre 2012	50	Zaragoza	60-64	Mujeres	2102
Diciembre 2012	50	Zaragoza	65-69	Hombres	644
Diciembre 2012	50	Zaragoza	65-69	Mujeres	479
Diciembre 2012	50	Zaragoza	Más de 69	Hombres	170
Diciembre 2012	50	Zaragoza	Más de 69	Mujeres	180
Septiembre 2012	22	Huesca	16-19	Hombres	32
Septiembre 2012	22	Huesca	16-19	Mujeres	12
Septiembre 2012	22	Huesca	20-24	Hombres	311
Septiembre 2012	22	Huesca	20-24	Mujeres	140
Septiembre 2012	22	Huesca	25-29	Hombres	757
Septiembre 2012	22	Huesca	25-29	Mujeres	319
Septiembre 2012	22	Huesca	30-34	Hombres	1504
Septiembre 2012	22	Huesca	30-34	Mujeres	615
Septiembre 2012	22	Huesca	35-39	Hombres	1996
Septiembre 2012	22	Huesca	35-39	Mujeres	875
Septiembre 2012	22	Huesca	40-44	Hombres	2256
Septiembre 2012	22	Huesca	40-44	Mujeres	1058
Septiembre 2012	22	Huesca	45-49	Hombres	2385
Septiembre 2012	22	Huesca	45-49	Mujeres	1100
Septiembre 2012	22	Huesca	50-54	Hombres	2386
Septiembre 2012	22	Huesca	50-54	Mujeres	1061
Septiembre 2012	22	Huesca	55-59	Hombres	2017
Septiembre 2012	22	Huesca	55-59	Mujeres	966
Septiembre 2012	22	Huesca	60-64	Hombres	1657
Septiembre 2012	22	Huesca	60-64	Mujeres	822
Septiembre 2012	22	Huesca	65-69	Hombres	256
Septiembre 2012	22	Huesca	65-69	Mujeres	180
Septiembre 2012	22	Huesca	Más de 69	Hombres	71
Septiembre 2012	22	Huesca	Más de 69	Mujeres	42
Septiembre 2012	44	Teruel	16-19	Hombres	29
Septiembre 2012	44	Teruel	16-19	Mujeres	13
Septiembre 2012	44	Teruel	20-24	Hombres	224
Septiembre 2012	44	Teruel	20-24	Mujeres	73
Septiembre 2012	44	Teruel	25-29	Hombres	469
Septiembre 2012	44	Teruel	25-29	Mujeres	236
Septiembre 2012	44	Teruel	30-34	Hombres	748
Septiembre 2012	44	Teruel	30-34	Mujeres	337
Septiembre 2012	44	Teruel	35-39	Hombres	1120
Septiembre 2012	44	Teruel	35-39	Mujeres	470
Septiembre 2012	44	Teruel	40-44	Hombres	1289
Septiembre 2012	44	Teruel	40-44	Mujeres	636
Septiembre 2012	44	Teruel	45-49	Hombres	1630
Septiembre 2012	44	Teruel	45-49	Mujeres	769
Septiembre 2012	44	Teruel	50-54	Hombres	1499
Septiembre 2012	44	Teruel	50-54	Mujeres	750
Septiembre 2012	44	Teruel	55-59	Hombres	1175
Septiembre 2012	44	Teruel	55-59	Mujeres	721
Septiembre 2012	44	Teruel	60-64	Hombres	981
Septiembre 2012	44	Teruel	60-64	Mujeres	600
Septiembre 2012	44	Teruel	65-69	Hombres	68
Septiembre 2012	44	Teruel	65-69	Mujeres	42
Septiembre 2012	44	Teruel	Más de 69	Hombres	20
Septiembre 2012	44	Teruel	Más de 69	Mujeres	19
Septiembre 2012	50	Zaragoza	16-19	Hombres	120
Septiembre 2012	50	Zaragoza	16-19	Mujeres	58
Septiembre 2012	50	Zaragoza	20-24	Hombres	919
Septiembre 2012	50	Zaragoza	20-24	Mujeres	461
Septiembre 2012	50	Zaragoza	25-29	Hombres	2132
Septiembre 2012	50	Zaragoza	25-29	Mujeres	1289
Septiembre 2012	50	Zaragoza	30-34	Hombres	4030
Septiembre 2012	50	Zaragoza	30-34	Mujeres	2168
Septiembre 2012	50	Zaragoza	35-39	Hombres	6201
Septiembre 2012	50	Zaragoza	35-39	Mujeres	2993
Septiembre 2012	50	Zaragoza	40-44	Hombres	6843
Septiembre 2012	50	Zaragoza	40-44	Mujeres	3485
Septiembre 2012	50	Zaragoza	45-49	Hombres	7088
Septiembre 2012	50	Zaragoza	45-49	Mujeres	3473
Septiembre 2012	50	Zaragoza	50-54	Hombres	6496
Septiembre 2012	50	Zaragoza	50-54	Mujeres	3211
Septiembre 2012	50	Zaragoza	55-59	Hombres	5262
Septiembre 2012	50	Zaragoza	55-59	Mujeres	2656
Septiembre 2012	50	Zaragoza	60-64	Hombres	4231
Septiembre 2012	50	Zaragoza	60-64	Mujeres	2140
Septiembre 2012	50	Zaragoza	65-69	Hombres	646
Septiembre 2012	50	Zaragoza	65-69	Mujeres	470
Septiembre 2012	50	Zaragoza	Más de 69	Hombres	167
Septiembre 2012	50	Zaragoza	Más de 69	Mujeres	186
Junio 2012	22	Huesca	16-19	Hombres	36
Junio 2012	22	Huesca	16-19	Mujeres	13
Junio 2012	22	Huesca	20-24	Hombres	321
Junio 2012	22	Huesca	20-24	Mujeres	130
Junio 2012	22	Huesca	25-29	Hombres	754
Junio 2012	22	Huesca	25-29	Mujeres	314
Junio 2012	22	Huesca	30-34	Hombres	1543
Junio 2012	22	Huesca	30-34	Mujeres	629
Junio 2012	22	Huesca	35-39	Hombres	2014
Junio 2012	22	Huesca	35-39	Mujeres	886
Junio 2012	22	Huesca	40-44	Hombres	2224
Junio 2012	22	Huesca	40-44	Mujeres	1053
Junio 2012	22	Huesca	45-49	Hombres	2427
Junio 2012	22	Huesca	45-49	Mujeres	1100
Junio 2012	22	Huesca	50-54	Hombres	2355
Junio 2012	22	Huesca	50-54	Mujeres	1065
Junio 2012	22	Huesca	55-59	Hombres	2004
Junio 2012	22	Huesca	55-59	Mujeres	979
Junio 2012	22	Huesca	60-64	Hombres	1679
Junio 2012	22	Huesca	60-64	Mujeres	812
Junio 2012	22	Huesca	65-69	Hombres	241
Junio 2012	22	Huesca	65-69	Mujeres	175
Junio 2012	22	Huesca	Más de 69	Hombres	70
Junio 2012	22	Huesca	Más de 69	Mujeres	42
Junio 2012	44	Teruel	16-19	Hombres	25
Junio 2012	44	Teruel	16-19	Mujeres	9
Junio 2012	44	Teruel	20-24	Hombres	228
Junio 2012	44	Teruel	20-24	Mujeres	70
Junio 2012	44	Teruel	25-29	Hombres	472
Junio 2012	44	Teruel	25-29	Mujeres	231
Junio 2012	44	Teruel	30-34	Hombres	764
Junio 2012	44	Teruel	30-34	Mujeres	344
Junio 2012	44	Teruel	35-39	Hombres	1126
Junio 2012	44	Teruel	35-39	Mujeres	473
Junio 2012	44	Teruel	40-44	Hombres	1316
Junio 2012	44	Teruel	40-44	Mujeres	643
Junio 2012	44	Teruel	45-49	Hombres	1626
Junio 2012	44	Teruel	45-49	Mujeres	771
Junio 2012	44	Teruel	50-54	Hombres	1492
Junio 2012	44	Teruel	50-54	Mujeres	746
Junio 2012	44	Teruel	55-59	Hombres	1167
Junio 2012	44	Teruel	55-59	Mujeres	727
Junio 2012	44	Teruel	60-64	Hombres	969
Junio 2012	44	Teruel	60-64	Mujeres	592
Junio 2012	44	Teruel	65-69	Hombres	65
Junio 2012	44	Teruel	65-69	Mujeres	46
Junio 2012	44	Teruel	Más de 69	Hombres	20
Junio 2012	44	Teruel	Más de 69	Mujeres	17
Junio 2012	50	Zaragoza	16-19	Hombres	124
Junio 2012	50	Zaragoza	16-19	Mujeres	50
Junio 2012	50	Zaragoza	20-24	Hombres	944
Junio 2012	50	Zaragoza	20-24	Mujeres	470
Junio 2012	50	Zaragoza	25-29	Hombres	2161
Junio 2012	50	Zaragoza	25-29	Mujeres	1308
Junio 2012	50	Zaragoza	30-34	Hombres	4151
Junio 2012	50	Zaragoza	30-34	Mujeres	2193
Junio 2012	50	Zaragoza	35-39	Hombres	6285
Junio 2012	50	Zaragoza	35-39	Mujeres	3043
Junio 2012	50	Zaragoza	40-44	Hombres	6874
Junio 2012	50	Zaragoza	40-44	Mujeres	3482
Junio 2012	50	Zaragoza	45-49	Hombres	7078
Junio 2012	50	Zaragoza	45-49	Mujeres	3484
Junio 2012	50	Zaragoza	50-54	Hombres	6488
Junio 2012	50	Zaragoza	50-54	Mujeres	3225
Junio 2012	50	Zaragoza	55-59	Hombres	5287
Junio 2012	50	Zaragoza	55-59	Mujeres	2636
Junio 2012	50	Zaragoza	60-64	Hombres	4229
Junio 2012	50	Zaragoza	60-64	Mujeres	2157
Junio 2012	50	Zaragoza	65-69	Hombres	633
Junio 2012	50	Zaragoza	65-69	Mujeres	484
Junio 2012	50	Zaragoza	Más de 69	Hombres	168
Junio 2012	50	Zaragoza	Más de 69	Mujeres	184
Marzo 2012	22	Huesca	16-19	Hombres	24
Marzo 2012	22	Huesca	16-19	Mujeres	13
Marzo 2012	22	Huesca	20-24	Hombres	309
Marzo 2012	22	Huesca	20-24	Mujeres	125
Marzo 2012	22	Huesca	25-29	Hombres	752
Marzo 2012	22	Huesca	25-29	Mujeres	294
Marzo 2012	22	Huesca	30-34	Hombres	1551
Marzo 2012	22	Huesca	30-34	Mujeres	635
Marzo 2012	22	Huesca	35-39	Hombres	2004
Marzo 2012	22	Huesca	35-39	Mujeres	881
Marzo 2012	22	Huesca	40-44	Hombres	2242
Marzo 2012	22	Huesca	40-44	Mujeres	1054
Marzo 2012	22	Huesca	45-49	Hombres	2415
Marzo 2012	22	Huesca	45-49	Mujeres	1096
Marzo 2012	22	Huesca	50-54	Hombres	2356
Marzo 2012	22	Huesca	50-54	Mujeres	1061
Marzo 2012	22	Huesca	55-59	Hombres	1998
Marzo 2012	22	Huesca	55-59	Mujeres	987
Marzo 2012	22	Huesca	60-64	Hombres	1688
Marzo 2012	22	Huesca	60-64	Mujeres	804
Marzo 2012	22	Huesca	65-69	Hombres	234
Marzo 2012	22	Huesca	65-69	Mujeres	173
Marzo 2012	22	Huesca	Más de 69	Hombres	78
Marzo 2012	22	Huesca	Más de 69	Mujeres	44
Marzo 2012	44	Teruel	16-19	Hombres	28
Marzo 2012	44	Teruel	16-19	Mujeres	7
Marzo 2012	44	Teruel	20-24	Hombres	209
Marzo 2012	44	Teruel	20-24	Mujeres	69
Marzo 2012	44	Teruel	25-29	Hombres	464
Marzo 2012	44	Teruel	25-29	Mujeres	223
Marzo 2012	44	Teruel	30-34	Hombres	781
Marzo 2012	44	Teruel	30-34	Mujeres	366
Marzo 2012	44	Teruel	35-39	Hombres	1109
Marzo 2012	44	Teruel	35-39	Mujeres	469
Marzo 2012	44	Teruel	40-44	Hombres	1336
Marzo 2012	44	Teruel	40-44	Mujeres	647
