Mes y año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Nº parados
Octubre 2014	44	Teruel	4	Servicios	Hombres	2103
Octubre 2014	44	Teruel	4	Servicios	Mujeres	3775
Octubre 2014	44	Teruel		Sin empleo anterior	Hombres	199
Octubre 2014	44	Teruel		Sin empleo anterior	Mujeres	428
Octubre 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3728
Octubre 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1254
Octubre 2014	50	Zaragoza	2	Industria y energía	Hombres	5958
Octubre 2014	50	Zaragoza	2	Industria y energía	Mujeres	4222
Octubre 2014	50	Zaragoza	3	Construcción	Hombres	7117
Octubre 2014	50	Zaragoza	3	Construcción	Mujeres	975
Octubre 2014	50	Zaragoza	4	Servicios	Hombres	18880
Octubre 2014	50	Zaragoza	4	Servicios	Mujeres	31539
Octubre 2014	50	Zaragoza		Sin empleo anterior	Hombres	2438
Octubre 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4684
Septiembre 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1214
Septiembre 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	412
Septiembre 2014	22	Huesca	2	Industria y energía	Hombres	947
Septiembre 2014	22	Huesca	2	Industria y energía	Mujeres	544
Septiembre 2014	22	Huesca	3	Construcción	Hombres	1496
Septiembre 2014	22	Huesca	3	Construcción	Mujeres	173
Septiembre 2014	22	Huesca	4	Servicios	Hombres	3092
Septiembre 2014	22	Huesca	4	Servicios	Mujeres	5430
Septiembre 2014	22	Huesca		Sin empleo anterior	Hombres	354
Septiembre 2014	22	Huesca		Sin empleo anterior	Mujeres	696
Septiembre 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	471
Septiembre 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	177
Septiembre 2014	44	Teruel	2	Industria y energía	Hombres	846
Septiembre 2014	44	Teruel	2	Industria y energía	Mujeres	552
Septiembre 2014	44	Teruel	3	Construcción	Hombres	1178
Septiembre 2014	44	Teruel	3	Construcción	Mujeres	117
Septiembre 2014	44	Teruel	4	Servicios	Hombres	1969
Septiembre 2014	44	Teruel	4	Servicios	Mujeres	3454
Septiembre 2014	44	Teruel		Sin empleo anterior	Hombres	212
Septiembre 2014	44	Teruel		Sin empleo anterior	Mujeres	410
Septiembre 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3061
Septiembre 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1055
Septiembre 2014	50	Zaragoza	2	Industria y energía	Hombres	5933
Septiembre 2014	50	Zaragoza	2	Industria y energía	Mujeres	4155
Septiembre 2014	50	Zaragoza	3	Construcción	Hombres	7265
Septiembre 2014	50	Zaragoza	3	Construcción	Mujeres	1000
Septiembre 2014	50	Zaragoza	4	Servicios	Hombres	18444
Septiembre 2014	50	Zaragoza	4	Servicios	Mujeres	31046
Septiembre 2014	50	Zaragoza		Sin empleo anterior	Hombres	2511
Septiembre 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4690
Agosto 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	947
Agosto 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	308
Agosto 2014	22	Huesca	2	Industria y energía	Hombres	934
Agosto 2014	22	Huesca	2	Industria y energía	Mujeres	527
Agosto 2014	22	Huesca	3	Construcción	Hombres	1552
Agosto 2014	22	Huesca	3	Construcción	Mujeres	183
Agosto 2014	22	Huesca	4	Servicios	Hombres	2945
Agosto 2014	22	Huesca	4	Servicios	Mujeres	5283
Agosto 2014	22	Huesca		Sin empleo anterior	Hombres	344
Agosto 2014	22	Huesca		Sin empleo anterior	Mujeres	678
Agosto 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	493
Agosto 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	162
Agosto 2014	44	Teruel	2	Industria y energía	Hombres	872
Agosto 2014	44	Teruel	2	Industria y energía	Mujeres	562
Agosto 2014	44	Teruel	3	Construcción	Hombres	1197
Agosto 2014	44	Teruel	3	Construcción	Mujeres	128
Agosto 2014	44	Teruel	4	Servicios	Hombres	1979
Agosto 2014	44	Teruel	4	Servicios	Mujeres	3529
Agosto 2014	44	Teruel		Sin empleo anterior	Hombres	201
Agosto 2014	44	Teruel		Sin empleo anterior	Mujeres	426
Agosto 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2829
Agosto 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	940
Agosto 2014	50	Zaragoza	2	Industria y energía	Hombres	5992
Agosto 2014	50	Zaragoza	2	Industria y energía	Mujeres	4206
Agosto 2014	50	Zaragoza	3	Construcción	Hombres	7292
Agosto 2014	50	Zaragoza	3	Construcción	Mujeres	1036
Agosto 2014	50	Zaragoza	4	Servicios	Hombres	18833
Agosto 2014	50	Zaragoza	4	Servicios	Mujeres	31706
Agosto 2014	50	Zaragoza		Sin empleo anterior	Hombres	2405
Agosto 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4543
Julio 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	816
Julio 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	265
Julio 2014	22	Huesca	2	Industria y energía	Hombres	927
Julio 2014	22	Huesca	2	Industria y energía	Mujeres	519
Julio 2014	22	Huesca	3	Construcción	Hombres	1521
Julio 2014	22	Huesca	3	Construcción	Mujeres	175
Julio 2014	22	Huesca	4	Servicios	Hombres	2874
Julio 2014	22	Huesca	4	Servicios	Mujeres	5184
Julio 2014	22	Huesca		Sin empleo anterior	Hombres	347
Julio 2014	22	Huesca		Sin empleo anterior	Mujeres	683
Julio 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	465
Julio 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	164
Julio 2014	44	Teruel	2	Industria y energía	Hombres	883
Julio 2014	44	Teruel	2	Industria y energía	Mujeres	547
Julio 2014	44	Teruel	3	Construcción	Hombres	1200
Julio 2014	44	Teruel	3	Construcción	Mujeres	127
Julio 2014	44	Teruel	4	Servicios	Hombres	1933
Julio 2014	44	Teruel	4	Servicios	Mujeres	3510
Julio 2014	44	Teruel		Sin empleo anterior	Hombres	206
Julio 2014	44	Teruel		Sin empleo anterior	Mujeres	438
Julio 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2979
Julio 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	992
Julio 2014	50	Zaragoza	2	Industria y energía	Hombres	5925
Julio 2014	50	Zaragoza	2	Industria y energía	Mujeres	4226
Julio 2014	50	Zaragoza	3	Construcción	Hombres	7395
Julio 2014	50	Zaragoza	3	Construcción	Mujeres	1015
Julio 2014	50	Zaragoza	4	Servicios	Hombres	18449
Julio 2014	50	Zaragoza	4	Servicios	Mujeres	31365
Julio 2014	50	Zaragoza		Sin empleo anterior	Hombres	2425
Julio 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4598
Junio 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	831
Junio 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	248
Junio 2014	22	Huesca	2	Industria y energía	Hombres	962
Junio 2014	22	Huesca	2	Industria y energía	Mujeres	525
Junio 2014	22	Huesca	3	Construcción	Hombres	1573
Junio 2014	22	Huesca	3	Construcción	Mujeres	165
Junio 2014	22	Huesca	4	Servicios	Hombres	2793
Junio 2014	22	Huesca	4	Servicios	Mujeres	4930
Junio 2014	22	Huesca		Sin empleo anterior	Hombres	360
Junio 2014	22	Huesca		Sin empleo anterior	Mujeres	666
Junio 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	426
Junio 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	165
Junio 2014	44	Teruel	2	Industria y energía	Hombres	890
Junio 2014	44	Teruel	2	Industria y energía	Mujeres	563
Junio 2014	44	Teruel	3	Construcción	Hombres	1253
Junio 2014	44	Teruel	3	Construcción	Mujeres	120
Junio 2014	44	Teruel	4	Servicios	Hombres	1911
Junio 2014	44	Teruel	4	Servicios	Mujeres	3463
Junio 2014	44	Teruel		Sin empleo anterior	Hombres	208
Junio 2014	44	Teruel		Sin empleo anterior	Mujeres	425
Junio 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2521
Junio 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	845
Junio 2014	50	Zaragoza	2	Industria y energía	Hombres	5866
Junio 2014	50	Zaragoza	2	Industria y energía	Mujeres	4182
Junio 2014	50	Zaragoza	3	Construcción	Hombres	7603
Junio 2014	50	Zaragoza	3	Construcción	Mujeres	994
Junio 2014	50	Zaragoza	4	Servicios	Hombres	17605
Junio 2014	50	Zaragoza	4	Servicios	Mujeres	29980
Junio 2014	50	Zaragoza		Sin empleo anterior	Hombres	2287
Junio 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4476
Mayo 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	802
Mayo 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	281
Mayo 2014	22	Huesca	2	Industria y energía	Hombres	891
Mayo 2014	22	Huesca	2	Industria y energía	Mujeres	544
Mayo 2014	22	Huesca	3	Construcción	Hombres	1631
Mayo 2014	22	Huesca	3	Construcción	Mujeres	167
Mayo 2014	22	Huesca	4	Servicios	Hombres	2929
Mayo 2014	22	Huesca	4	Servicios	Mujeres	5253
Mayo 2014	22	Huesca		Sin empleo anterior	Hombres	323
Mayo 2014	22	Huesca		Sin empleo anterior	Mujeres	673
Mayo 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	419
Mayo 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	171
Mayo 2014	44	Teruel	2	Industria y energía	Hombres	902
Mayo 2014	44	Teruel	2	Industria y energía	Mujeres	570
Mayo 2014	44	Teruel	3	Construcción	Hombres	1287
Mayo 2014	44	Teruel	3	Construcción	Mujeres	118
Mayo 2014	44	Teruel	4	Servicios	Hombres	1990
Mayo 2014	44	Teruel	4	Servicios	Mujeres	3571
Mayo 2014	44	Teruel		Sin empleo anterior	Hombres	203
Mayo 2014	44	Teruel		Sin empleo anterior	Mujeres	426
Mayo 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2539
Mayo 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	874
Mayo 2014	50	Zaragoza	2	Industria y energía	Hombres	6132
Mayo 2014	50	Zaragoza	2	Industria y energía	Mujeres	4321
Mayo 2014	50	Zaragoza	3	Construcción	Hombres	7951
Mayo 2014	50	Zaragoza	3	Construcción	Mujeres	1011
Mayo 2014	50	Zaragoza	4	Servicios	Hombres	18295
Mayo 2014	50	Zaragoza	4	Servicios	Mujeres	30863
Mayo 2014	50	Zaragoza		Sin empleo anterior	Hombres	2246
Mayo 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4559
Abril 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	995
Abril 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	337
Abril 2014	22	Huesca	2	Industria y energía	Hombres	982
Abril 2014	22	Huesca	2	Industria y energía	Mujeres	558
Abril 2014	22	Huesca	3	Construcción	Hombres	1756
Abril 2014	22	Huesca	3	Construcción	Mujeres	172
Abril 2014	22	Huesca	4	Servicios	Hombres	3025
Abril 2014	22	Huesca	4	Servicios	Mujeres	5370
Abril 2014	22	Huesca		Sin empleo anterior	Hombres	335
Abril 2014	22	Huesca		Sin empleo anterior	Mujeres	684
Abril 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	532
Abril 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	234
Abril 2014	44	Teruel	2	Industria y energía	Hombres	952
Abril 2014	44	Teruel	2	Industria y energía	Mujeres	556
Abril 2014	44	Teruel	3	Construcción	Hombres	1407
Abril 2014	44	Teruel	3	Construcción	Mujeres	120
Abril 2014	44	Teruel	4	Servicios	Hombres	2094
Abril 2014	44	Teruel	4	Servicios	Mujeres	3578
Abril 2014	44	Teruel		Sin empleo anterior	Hombres	200
Abril 2014	44	Teruel		Sin empleo anterior	Mujeres	411
Abril 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3252
Abril 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1093
Abril 2014	50	Zaragoza	2	Industria y energía	Hombres	6293
Abril 2014	50	Zaragoza	2	Industria y energía	Mujeres	4354
Abril 2014	50	Zaragoza	3	Construcción	Hombres	8278
Abril 2014	50	Zaragoza	3	Construcción	Mujeres	998
Abril 2014	50	Zaragoza	4	Servicios	Hombres	18929
Abril 2014	50	Zaragoza	4	Servicios	Mujeres	31035
Abril 2014	50	Zaragoza		Sin empleo anterior	Hombres	2271
Abril 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4573
Marzo 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1087
Marzo 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	408
Marzo 2014	22	Huesca	2	Industria y energía	Hombres	1021
Marzo 2014	22	Huesca	2	Industria y energía	Mujeres	565
Marzo 2014	22	Huesca	3	Construcción	Hombres	1817
Marzo 2014	22	Huesca	3	Construcción	Mujeres	164
Marzo 2014	22	Huesca	4	Servicios	Hombres	3100
Marzo 2014	22	Huesca	4	Servicios	Mujeres	5516
Marzo 2014	22	Huesca		Sin empleo anterior	Hombres	339
Marzo 2014	22	Huesca		Sin empleo anterior	Mujeres	707
Marzo 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	583
Marzo 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	228
Marzo 2014	44	Teruel	2	Industria y energía	Hombres	1013
Marzo 2014	44	Teruel	2	Industria y energía	Mujeres	561
Marzo 2014	44	Teruel	3	Construcción	Hombres	1485
Marzo 2014	44	Teruel	3	Construcción	Mujeres	132
Marzo 2014	44	Teruel	4	Servicios	Hombres	2223
Marzo 2014	44	Teruel	4	Servicios	Mujeres	3795
Marzo 2014	44	Teruel		Sin empleo anterior	Hombres	207
Marzo 2014	44	Teruel		Sin empleo anterior	Mujeres	432
Marzo 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3536
Marzo 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1196
Marzo 2014	50	Zaragoza	2	Industria y energía	Hombres	6322
Marzo 2014	50	Zaragoza	2	Industria y energía	Mujeres	4403
Marzo 2014	50	Zaragoza	3	Construcción	Hombres	8380
Marzo 2014	50	Zaragoza	3	Construcción	Mujeres	1008
Marzo 2014	50	Zaragoza	4	Servicios	Hombres	19611
Marzo 2014	50	Zaragoza	4	Servicios	Mujeres	32051
Marzo 2014	50	Zaragoza		Sin empleo anterior	Hombres	2309
Marzo 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4663
Febrero 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1076
Febrero 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	406
Febrero 2014	22	Huesca	2	Industria y energía	Hombres	1105
Febrero 2014	22	Huesca	2	Industria y energía	Mujeres	572
Febrero 2014	22	Huesca	3	Construcción	Hombres	1889
Febrero 2014	22	Huesca	3	Construcción	Mujeres	181
Febrero 2014	22	Huesca	4	Servicios	Hombres	3142
Febrero 2014	22	Huesca	4	Servicios	Mujeres	5627
Febrero 2014	22	Huesca		Sin empleo anterior	Hombres	348
Febrero 2014	22	Huesca		Sin empleo anterior	Mujeres	691
Febrero 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	580
Febrero 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	196
Febrero 2014	44	Teruel	2	Industria y energía	Hombres	1050
Febrero 2014	44	Teruel	2	Industria y energía	Mujeres	573
Febrero 2014	44	Teruel	3	Construcción	Hombres	1526
Febrero 2014	44	Teruel	3	Construcción	Mujeres	139
Febrero 2014	44	Teruel	4	Servicios	Hombres	2245
Febrero 2014	44	Teruel	4	Servicios	Mujeres	3800
Febrero 2014	44	Teruel		Sin empleo anterior	Hombres	202
Febrero 2014	44	Teruel		Sin empleo anterior	Mujeres	399
Febrero 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3305
Febrero 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1146
Febrero 2014	50	Zaragoza	2	Industria y energía	Hombres	6474
Febrero 2014	50	Zaragoza	2	Industria y energía	Mujeres	4473
Febrero 2014	50	Zaragoza	3	Construcción	Hombres	8567
Febrero 2014	50	Zaragoza	3	Construcción	Mujeres	1018
Febrero 2014	50	Zaragoza	4	Servicios	Hombres	19987
Febrero 2014	50	Zaragoza	4	Servicios	Mujeres	32304
Febrero 2014	50	Zaragoza		Sin empleo anterior	Hombres	2223
Febrero 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4530
Enero 2014	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1078
Enero 2014	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	393
Enero 2014	22	Huesca	2	Industria y energía	Hombres	1137
Enero 2014	22	Huesca	2	Industria y energía	Mujeres	584
Enero 2014	22	Huesca	3	Construcción	Hombres	1929
Enero 2014	22	Huesca	3	Construcción	Mujeres	192
Enero 2014	22	Huesca	4	Servicios	Hombres	3340
Enero 2014	22	Huesca	4	Servicios	Mujeres	5915
Enero 2014	22	Huesca		Sin empleo anterior	Hombres	347
Enero 2014	22	Huesca		Sin empleo anterior	Mujeres	677
Enero 2014	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	614
Enero 2014	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	243
Enero 2014	44	Teruel	2	Industria y energía	Hombres	1119
Enero 2014	44	Teruel	2	Industria y energía	Mujeres	586
Enero 2014	44	Teruel	3	Construcción	Hombres	1596
Enero 2014	44	Teruel	3	Construcción	Mujeres	144
Enero 2014	44	Teruel	4	Servicios	Hombres	2353
Enero 2014	44	Teruel	4	Servicios	Mujeres	4052
Enero 2014	44	Teruel		Sin empleo anterior	Hombres	221
Enero 2014	44	Teruel		Sin empleo anterior	Mujeres	406
Enero 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3296
Enero 2014	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1155
Enero 2014	50	Zaragoza	2	Industria y energía	Hombres	6975
Enero 2014	50	Zaragoza	2	Industria y energía	Mujeres	4709
Enero 2014	50	Zaragoza	3	Construcción	Hombres	8931
Enero 2014	50	Zaragoza	3	Construcción	Mujeres	1111
Enero 2014	50	Zaragoza	4	Servicios	Hombres	21109
Enero 2014	50	Zaragoza	4	Servicios	Mujeres	33832
Enero 2014	50	Zaragoza		Sin empleo anterior	Hombres	2281
Enero 2014	50	Zaragoza		Sin empleo anterior	Mujeres	4494
Diciembre 2013	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1061
Diciembre 2013	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	417
Diciembre 2013	22	Huesca	2	Industria y energía	Hombres	1121
Diciembre 2013	22	Huesca	2	Industria y energía	Mujeres	572
Diciembre 2013	22	Huesca	3	Construcción	Hombres	1850
Diciembre 2013	22	Huesca	3	Construcción	Mujeres	192
Diciembre 2013	22	Huesca	4	Servicios	Hombres	3221
Diciembre 2013	22	Huesca	4	Servicios	Mujeres	5630
Diciembre 2013	22	Huesca		Sin empleo anterior	Hombres	308
Diciembre 2013	22	Huesca		Sin empleo anterior	Mujeres	644
Diciembre 2013	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	589
Diciembre 2013	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	243
Diciembre 2013	44	Teruel	2	Industria y energía	Hombres	1114
Diciembre 2013	44	Teruel	2	Industria y energía	Mujeres	574
Diciembre 2013	44	Teruel	3	Construcción	Hombres	1519
Diciembre 2013	44	Teruel	3	Construcción	Mujeres	147
Diciembre 2013	44	Teruel	4	Servicios	Hombres	2233
Diciembre 2013	44	Teruel	4	Servicios	Mujeres	3852
Diciembre 2013	44	Teruel		Sin empleo anterior	Hombres	192
Diciembre 2013	44	Teruel		Sin empleo anterior	Mujeres	383
Diciembre 2013	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3352
Diciembre 2013	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1162
Diciembre 2013	50	Zaragoza	2	Industria y energía	Hombres	7059
Diciembre 2013	50	Zaragoza	2	Industria y energía	Mujeres	4723
Diciembre 2013	50	Zaragoza	3	Construcción	Hombres	8836
Diciembre 2013	50	Zaragoza	3	Construcción	Mujeres	1093
Diciembre 2013	50	Zaragoza	4	Servicios	Hombres	20582
Diciembre 2013	50	Zaragoza	4	Servicios	Mujeres	31692
Diciembre 2013	50	Zaragoza		Sin empleo anterior	Hombres	2169
Diciembre 2013	50	Zaragoza		Sin empleo anterior	Mujeres	4302
Noviembre 2013	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1175
Noviembre 2013	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	424
Noviembre 2013	22	Huesca	2	Industria y energía	Hombres	1097
Noviembre 2013	22	Huesca	2	Industria y energía	Mujeres	575
Noviembre 2013	22	Huesca	3	Construcción	Hombres	1764
Noviembre 2013	22	Huesca	3	Construcción	Mujeres	192
Noviembre 2013	22	Huesca	4	Servicios	Hombres	3474
Noviembre 2013	22	Huesca	4	Servicios	Mujeres	6090
Noviembre 2013	22	Huesca		Sin empleo anterior	Hombres	356
Noviembre 2013	22	Huesca		Sin empleo anterior	Mujeres	681
Noviembre 2013	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	579
Noviembre 2013	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	242
Noviembre 2013	44	Teruel	2	Industria y energía	Hombres	1074
Noviembre 2013	44	Teruel	2	Industria y energía	Mujeres	571
Noviembre 2013	44	Teruel	3	Construcción	Hombres	1461
Noviembre 2013	44	Teruel	3	Construcción	Mujeres	152
Noviembre 2013	44	Teruel	4	Servicios	Hombres	2300
Noviembre 2013	44	Teruel	4	Servicios	Mujeres	4003
Noviembre 2013	44	Teruel		Sin empleo anterior	Hombres	193
Noviembre 2013	44	Teruel		Sin empleo anterior	Mujeres	390
Noviembre 2013	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3377
Noviembre 2013	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1168
Noviembre 2013	50	Zaragoza	2	Industria y energía	Hombres	6996
Noviembre 2013	50	Zaragoza	2	Industria y energía	Mujeres	4703
Noviembre 2013	50	Zaragoza	3	Construcción	Hombres	8642
Noviembre 2013	50	Zaragoza	3	Construcción	Mujeres	1092
Noviembre 2013	50	Zaragoza	4	Servicios	Hombres	20821
Noviembre 2013	50	Zaragoza	4	Servicios	Mujeres	32879
Noviembre 2013	50	Zaragoza		Sin empleo anterior	Hombres	2337
Noviembre 2013	50	Zaragoza		Sin empleo anterior	Mujeres	4449
Octubre 2013	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1207
Octubre 2013	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	445
Octubre 2013	22	Huesca	2	Industria y energía	Hombres	1089
Octubre 2013	22	Huesca	2	Industria y energía	Mujeres	576
Octubre 2013	22	Huesca	3	Construcción	Hombres	1868
Octubre 2013	22	Huesca	3	Construcción	Mujeres	198
Octubre 2013	22	Huesca	4	Servicios	Hombres	3509
Octubre 2013	22	Huesca	4	Servicios	Mujeres	6088
Octubre 2013	22	Huesca		Sin empleo anterior	Hombres	333
Octubre 2013	22	Huesca		Sin empleo anterior	Mujeres	673
Octubre 2013	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	545
Octubre 2013	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	200
Octubre 2013	44	Teruel	2	Industria y energía	Hombres	1056
Octubre 2013	44	Teruel	2	Industria y energía	Mujeres	562
Octubre 2013	44	Teruel	3	Construcción	Hombres	1493
Octubre 2013	44	Teruel	3	Construcción	Mujeres	152
Octubre 2013	44	Teruel	4	Servicios	Hombres	2299
Octubre 2013	44	Teruel	4	Servicios	Mujeres	3937
Octubre 2013	44	Teruel		Sin empleo anterior	Hombres	191
