Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Comarca Código	Comarca Nombre
2014	Hombres	45-49	9	25	Jiloca
2014	Hombres	50-54	10	25	Jiloca
2014	Hombres	55-59	11	25	Jiloca
2014	Hombres	20-24	8	26	Cuencas Mineras
2014	Hombres	25-29	10	26	Cuencas Mineras
2014	Hombres	30-34	8	26	Cuencas Mineras
2014	Hombres	35-39	13	26	Cuencas Mineras
2014	Hombres	40-44	9	26	Cuencas Mineras
2014	Hombres	45-49	10	26	Cuencas Mineras
2014	Hombres	50-54	14	26	Cuencas Mineras
2014	Hombres	55-59	2	26	Cuencas Mineras
2014	Hombres	Más de 64	1	26	Cuencas Mineras
2014	Hombres	20-24	3	27	Andorra-Sierra de Arcos
2014	Hombres	25-29	12	27	Andorra-Sierra de Arcos
2014	Hombres	30-34	14	27	Andorra-Sierra de Arcos
2014	Hombres	35-39	17	27	Andorra-Sierra de Arcos
2014	Hombres	40-44	13	27	Andorra-Sierra de Arcos
2014	Hombres	45-49	31	27	Andorra-Sierra de Arcos
2014	Hombres	50-54	10	27	Andorra-Sierra de Arcos
2014	Hombres	60-64	1	27	Andorra-Sierra de Arcos
2014	Hombres	16-19	1	28	Bajo Aragón
2014	Hombres	20-24	7	28	Bajo Aragón
2014	Hombres	25-29	13	28	Bajo Aragón
2014	Hombres	30-34	14	28	Bajo Aragón
2014	Hombres	35-39	21	28	Bajo Aragón
2014	Hombres	40-44	29	28	Bajo Aragón
2014	Hombres	45-49	23	28	Bajo Aragón
2014	Hombres	50-54	15	28	Bajo Aragón
2014	Hombres	55-59	7	28	Bajo Aragón
2014	Hombres	60-64	3	28	Bajo Aragón
2014	Hombres	20-24	17	29	Comunidad de Teruel
2014	Hombres	25-29	25	29	Comunidad de Teruel
2014	Hombres	30-34	37	29	Comunidad de Teruel
2014	Hombres	35-39	44	29	Comunidad de Teruel
2014	Hombres	40-44	46	29	Comunidad de Teruel
2014	Hombres	45-49	42	29	Comunidad de Teruel
2014	Hombres	50-54	42	29	Comunidad de Teruel
2014	Hombres	55-59	24	29	Comunidad de Teruel
2014	Hombres	60-64	10	29	Comunidad de Teruel
2014	Hombres	20-24	1	30	Maestrazgo
2014	Hombres	30-34	1	30	Maestrazgo
2014	Hombres	35-39	1	30	Maestrazgo
2014	Hombres	40-44	2	30	Maestrazgo
2014	Hombres	45-49	1	30	Maestrazgo
2014	Hombres	50-54	1	30	Maestrazgo
2014	Hombres	25-29	3	31	Sierra de Albarracín
2014	Hombres	30-34	2	31	Sierra de Albarracín
2014	Hombres	35-39	2	31	Sierra de Albarracín
2014	Hombres	40-44	1	31	Sierra de Albarracín
2014	Hombres	50-54	1	31	Sierra de Albarracín
2014	Hombres	55-59	1	31	Sierra de Albarracín
2014	Hombres	60-64	1	31	Sierra de Albarracín
2014	Hombres	16-19	1	32	Gúdar-Javalambre
2014	Hombres	20-24	5	32	Gúdar-Javalambre
2014	Hombres	25-29	6	32	Gúdar-Javalambre
2014	Hombres	30-34	3	32	Gúdar-Javalambre
2014	Hombres	35-39	7	32	Gúdar-Javalambre
2014	Hombres	40-44	10	32	Gúdar-Javalambre
2014	Hombres	45-49	6	32	Gúdar-Javalambre
2014	Hombres	50-54	3	32	Gúdar-Javalambre
2014	Hombres	55-59	4	32	Gúdar-Javalambre
2014	Hombres	60-64	1	32	Gúdar-Javalambre
2014	Hombres	16-19	1	33	Matarraña / Matarranya
2014	Hombres	20-24	4	33	Matarraña / Matarranya
2014	Hombres	25-29	1	33	Matarraña / Matarranya
2014	Hombres	30-34	6	33	Matarraña / Matarranya
2014	Hombres	35-39	5	33	Matarraña / Matarranya
2014	Hombres	40-44	5	33	Matarraña / Matarranya
2014	Hombres	45-49	3	33	Matarraña / Matarranya
2014	Hombres	50-54	2	33	Matarraña / Matarranya
2014	Hombres	55-59	1	33	Matarraña / Matarranya
2014	Hombres	60-64	1	33	Matarraña / Matarranya
2014	Hombres	16-19	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	20-24	5	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	25-29	12	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	30-34	10	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	35-39	15	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	40-44	12	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	45-49	14	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	50-54	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	55-59	4	NC	Municipio del centro de trabajo fuera de Aragón
2014	Hombres	60-64	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	20-24	1	01	La Jacetania
2014	Mujeres	25-29	3	01	La Jacetania
2014	Mujeres	30-34	6	01	La Jacetania
2014	Mujeres	35-39	4	01	La Jacetania
2014	Mujeres	40-44	9	01	La Jacetania
2014	Mujeres	45-49	12	01	La Jacetania
2014	Mujeres	50-54	12	01	La Jacetania
2014	Mujeres	55-59	5	01	La Jacetania
2014	Mujeres	60-64	2	01	La Jacetania
2014	Mujeres	20-24	5	02	Alto Gállego
2014	Mujeres	25-29	7	02	Alto Gállego
2014	Mujeres	30-34	2	02	Alto Gállego
2014	Mujeres	35-39	4	02	Alto Gállego
2014	Mujeres	40-44	5	02	Alto Gállego
2014	Mujeres	45-49	3	02	Alto Gállego
2014	Mujeres	50-54	3	02	Alto Gállego
2014	Mujeres	60-64	1	02	Alto Gállego
2014	Mujeres	20-24	1	03	Sobrarbe
2014	Mujeres	25-29	2	03	Sobrarbe
2014	Mujeres	35-39	3	03	Sobrarbe
2014	Mujeres	40-44	6	03	Sobrarbe
2014	Mujeres	45-49	1	03	Sobrarbe
2014	Mujeres	50-54	1	03	Sobrarbe
2014	Mujeres	55-59	1	03	Sobrarbe
2014	Mujeres	60-64	1	03	Sobrarbe
2014	Mujeres	20-24	3	04	La Ribagorza
2014	Mujeres	25-29	5	04	La Ribagorza
2014	Mujeres	30-34	6	04	La Ribagorza
2014	Mujeres	35-39	2	04	La Ribagorza
2014	Mujeres	40-44	5	04	La Ribagorza
2014	Mujeres	45-49	4	04	La Ribagorza
2014	Mujeres	50-54	5	04	La Ribagorza
2014	Mujeres	55-59	4	04	La Ribagorza
2014	Mujeres	20-24	1	05	Cinco Villas
2014	Mujeres	25-29	2	05	Cinco Villas
2014	Mujeres	30-34	5	05	Cinco Villas
2014	Mujeres	35-39	6	05	Cinco Villas
2014	Mujeres	40-44	9	05	Cinco Villas
2014	Mujeres	45-49	13	05	Cinco Villas
2014	Mujeres	50-54	12	05	Cinco Villas
2014	Mujeres	55-59	7	05	Cinco Villas
2014	Mujeres	60-64	4	05	Cinco Villas
2014	Mujeres	20-24	4	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	25-29	15	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	30-34	17	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	35-39	22	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	40-44	26	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	45-49	26	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	50-54	29	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	55-59	32	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	60-64	9	06	Hoya de Huesca / Plana de Uesca
2014	Mujeres	20-24	1	07	Somontano de Barbastro
2014	Mujeres	25-29	3	07	Somontano de Barbastro
2014	Mujeres	30-34	3	07	Somontano de Barbastro
2014	Mujeres	35-39	3	07	Somontano de Barbastro
2014	Mujeres	40-44	12	07	Somontano de Barbastro
2014	Mujeres	45-49	3	07	Somontano de Barbastro
2014	Mujeres	50-54	11	07	Somontano de Barbastro
2014	Mujeres	55-59	7	07	Somontano de Barbastro
2014	Mujeres	60-64	2	07	Somontano de Barbastro
2014	Mujeres	20-24	2	08	Cinca Medio
2014	Mujeres	25-29	5	08	Cinca Medio
2014	Mujeres	30-34	6	08	Cinca Medio
2014	Mujeres	35-39	11	08	Cinca Medio
2014	Mujeres	40-44	11	08	Cinca Medio
2014	Mujeres	45-49	11	08	Cinca Medio
2014	Mujeres	50-54	5	08	Cinca Medio
2014	Mujeres	55-59	3	08	Cinca Medio
2014	Mujeres	60-64	2	08	Cinca Medio
2014	Mujeres	25-29	4	09	La Litera / La Llitera
2014	Mujeres	30-34	6	09	La Litera / La Llitera
2014	Mujeres	35-39	4	09	La Litera / La Llitera
2014	Mujeres	40-44	5	09	La Litera / La Llitera
2014	Mujeres	45-49	4	09	La Litera / La Llitera
2014	Mujeres	50-54	1	09	La Litera / La Llitera
2014	Mujeres	55-59	6	09	La Litera / La Llitera
2014	Mujeres	60-64	2	09	La Litera / La Llitera
2014	Mujeres	20-24	2	10	Los Monegros
2014	Mujeres	25-29	2	10	Los Monegros
2014	Mujeres	30-34	4	10	Los Monegros
2014	Mujeres	40-44	2	10	Los Monegros
2014	Mujeres	45-49	2	10	Los Monegros
2014	Mujeres	50-54	2	10	Los Monegros
2014	Mujeres	55-59	3	10	Los Monegros
2014	Mujeres	60-64	1	10	Los Monegros
2014	Mujeres	16-19	6	11	Bajo Cinca / Baix Cinca
2014	Mujeres	20-24	10	11	Bajo Cinca / Baix Cinca
2014	Mujeres	25-29	3	11	Bajo Cinca / Baix Cinca
2014	Mujeres	30-34	8	11	Bajo Cinca / Baix Cinca
2014	Mujeres	35-39	16	11	Bajo Cinca / Baix Cinca
2014	Mujeres	40-44	13	11	Bajo Cinca / Baix Cinca
2014	Mujeres	45-49	11	11	Bajo Cinca / Baix Cinca
2014	Mujeres	50-54	6	11	Bajo Cinca / Baix Cinca
2014	Mujeres	55-59	4	11	Bajo Cinca / Baix Cinca
2014	Mujeres	60-64	2	11	Bajo Cinca / Baix Cinca
2014	Mujeres	35-39	1	12	Tarazona y el Moncayo
2014	Mujeres	40-44	2	12	Tarazona y el Moncayo
2014	Mujeres	45-49	4	12	Tarazona y el Moncayo
2014	Mujeres	50-54	3	12	Tarazona y el Moncayo
2014	Mujeres	55-59	1	12	Tarazona y el Moncayo
2014	Mujeres	60-64	1	12	Tarazona y el Moncayo
2014	Mujeres	25-29	3	13	Campo de Borja
2014	Mujeres	30-34	5	13	Campo de Borja
2014	Mujeres	35-39	3	13	Campo de Borja
2014	Mujeres	40-44	3	13	Campo de Borja
2014	Mujeres	45-49	7	13	Campo de Borja
2014	Mujeres	50-54	6	13	Campo de Borja
2014	Mujeres	55-59	7	13	Campo de Borja
2014	Mujeres	60-64	1	13	Campo de Borja
2014	Mujeres	20-24	1	14	Aranda
2014	Mujeres	30-34	2	14	Aranda
2014	Mujeres	35-39	1	14	Aranda
2014	Mujeres	40-44	3	14	Aranda
2014	Mujeres	45-49	2	14	Aranda
2014	Mujeres	50-54	5	14	Aranda
2014	Mujeres	55-59	1	14	Aranda
2014	Mujeres	20-24	3	15	Ribera Alta del Ebro
2014	Mujeres	25-29	8	15	Ribera Alta del Ebro
2014	Mujeres	30-34	17	15	Ribera Alta del Ebro
2014	Mujeres	35-39	11	15	Ribera Alta del Ebro
2014	Mujeres	40-44	5	15	Ribera Alta del Ebro
2014	Mujeres	45-49	13	15	Ribera Alta del Ebro
2014	Mujeres	50-54	12	15	Ribera Alta del Ebro
2014	Mujeres	55-59	7	15	Ribera Alta del Ebro
2014	Mujeres	60-64	3	15	Ribera Alta del Ebro
2014	Mujeres	20-24	6	16	Valdejalón
2014	Mujeres	25-29	10	16	Valdejalón
2014	Mujeres	30-34	15	16	Valdejalón
2014	Mujeres	35-39	18	16	Valdejalón
2014	Mujeres	40-44	13	16	Valdejalón
2014	Mujeres	45-49	16	16	Valdejalón
2014	Mujeres	50-54	15	16	Valdejalón
2014	Mujeres	55-59	10	16	Valdejalón
2014	Mujeres	60-64	5	16	Valdejalón
2014	Mujeres	16-19	9	17	D.C. Zaragoza
2014	Mujeres	20-24	92	17	D.C. Zaragoza
2014	Mujeres	25-29	197	17	D.C. Zaragoza
2014	Mujeres	30-34	208	17	D.C. Zaragoza
2014	Mujeres	35-39	311	17	D.C. Zaragoza
2014	Mujeres	40-44	268	17	D.C. Zaragoza
2014	Mujeres	45-49	292	17	D.C. Zaragoza
2014	Mujeres	50-54	359	17	D.C. Zaragoza
2014	Mujeres	55-59	231	17	D.C. Zaragoza
2014	Mujeres	60-64	129	17	D.C. Zaragoza
2014	Mujeres	Más de 64	2	17	D.C. Zaragoza
2014	Mujeres	25-29	2	18	Ribera Baja del Ebro
2014	Mujeres	30-34	5	18	Ribera Baja del Ebro
2014	Mujeres	35-39	3	18	Ribera Baja del Ebro
2014	Mujeres	40-44	5	18	Ribera Baja del Ebro
2014	Mujeres	45-49	1	18	Ribera Baja del Ebro
2014	Mujeres	55-59	2	18	Ribera Baja del Ebro
2014	Mujeres	60-64	1	18	Ribera Baja del Ebro
2014	Mujeres	16-19	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	20-24	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	25-29	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	30-34	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	35-39	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	40-44	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	45-49	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	50-54	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	55-59	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	60-64	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Mujeres	20-24	1	20	Comunidad de Calatayud
2014	Mujeres	25-29	10	20	Comunidad de Calatayud
2014	Mujeres	30-34	11	20	Comunidad de Calatayud
2014	Mujeres	35-39	7	20	Comunidad de Calatayud
2014	Mujeres	40-44	14	20	Comunidad de Calatayud
2014	Mujeres	45-49	8	20	Comunidad de Calatayud
2014	Mujeres	50-54	10	20	Comunidad de Calatayud
2014	Mujeres	55-59	4	20	Comunidad de Calatayud
2014	Mujeres	60-64	7	20	Comunidad de Calatayud
2014	Mujeres	30-34	2	21	Campo de Cariñena
2014	Mujeres	35-39	1	21	Campo de Cariñena
2014	Mujeres	40-44	5	21	Campo de Cariñena
2014	Mujeres	45-49	3	21	Campo de Cariñena
2014	Mujeres	50-54	3	21	Campo de Cariñena
2014	Mujeres	55-59	3	21	Campo de Cariñena
2014	Mujeres	40-44	1	22	Campo de Belchite
2014	Mujeres	20-24	1	23	Bajo Martín
2014	Mujeres	30-34	1	23	Bajo Martín
2014	Mujeres	35-39	3	23	Bajo Martín
2014	Mujeres	40-44	1	23	Bajo Martín
2014	Mujeres	45-49	3	23	Bajo Martín
2014	Mujeres	60-64	2	23	Bajo Martín
2014	Mujeres	25-29	1	24	Campo de Daroca
2014	Mujeres	35-39	1	24	Campo de Daroca
2014	Mujeres	40-44	4	24	Campo de Daroca
2014	Mujeres	45-49	4	24	Campo de Daroca
2014	Mujeres	50-54	1	24	Campo de Daroca
2014	Mujeres	55-59	3	24	Campo de Daroca
2014	Mujeres	25-29	1	25	Jiloca
2014	Mujeres	35-39	7	25	Jiloca
2014	Mujeres	40-44	1	25	Jiloca
2014	Mujeres	45-49	2	25	Jiloca
2014	Mujeres	50-54	2	25	Jiloca
2014	Mujeres	55-59	2	25	Jiloca
2014	Mujeres	25-29	4	26	Cuencas Mineras
2014	Mujeres	30-34	2	26	Cuencas Mineras
2014	Mujeres	35-39	7	26	Cuencas Mineras
2014	Mujeres	40-44	5	26	Cuencas Mineras
2014	Mujeres	45-49	3	26	Cuencas Mineras
2014	Mujeres	50-54	5	26	Cuencas Mineras
2014	Mujeres	55-59	2	26	Cuencas Mineras
2014	Mujeres	60-64	1	26	Cuencas Mineras
2014	Mujeres	25-29	4	27	Andorra-Sierra de Arcos
2014	Mujeres	30-34	1	27	Andorra-Sierra de Arcos
2014	Mujeres	35-39	3	27	Andorra-Sierra de Arcos
2014	Mujeres	40-44	8	27	Andorra-Sierra de Arcos
2014	Mujeres	45-49	5	27	Andorra-Sierra de Arcos
2014	Mujeres	50-54	1	27	Andorra-Sierra de Arcos
2014	Mujeres	55-59	2	27	Andorra-Sierra de Arcos
2014	Mujeres	60-64	1	27	Andorra-Sierra de Arcos
2014	Mujeres	20-24	2	28	Bajo Aragón
2014	Mujeres	25-29	6	28	Bajo Aragón
2014	Mujeres	30-34	4	28	Bajo Aragón
2014	Mujeres	35-39	6	28	Bajo Aragón
2014	Mujeres	40-44	7	28	Bajo Aragón
2014	Mujeres	45-49	12	28	Bajo Aragón
2014	Mujeres	50-54	11	28	Bajo Aragón
2014	Mujeres	55-59	14	28	Bajo Aragón
2014	Mujeres	60-64	2	28	Bajo Aragón
2014	Mujeres	16-19	2	29	Comunidad de Teruel
2014	Mujeres	20-24	2	29	Comunidad de Teruel
2014	Mujeres	25-29	15	29	Comunidad de Teruel
2014	Mujeres	30-34	17	29	Comunidad de Teruel
2014	Mujeres	35-39	15	29	Comunidad de Teruel
2014	Mujeres	40-44	13	29	Comunidad de Teruel
2014	Mujeres	45-49	20	29	Comunidad de Teruel
2014	Mujeres	50-54	18	29	Comunidad de Teruel
2014	Mujeres	55-59	15	29	Comunidad de Teruel
2014	Mujeres	60-64	6	29	Comunidad de Teruel
2014	Mujeres	60-64	1	30	Maestrazgo
2014	Mujeres	25-29	1	31	Sierra de Albarracín
2014	Mujeres	40-44	3	31	Sierra de Albarracín
2014	Mujeres	45-49	1	31	Sierra de Albarracín
2014	Mujeres	20-24	3	32	Gúdar-Javalambre
2014	Mujeres	25-29	1	32	Gúdar-Javalambre
2014	Mujeres	30-34	2	32	Gúdar-Javalambre
2014	Mujeres	35-39	2	32	Gúdar-Javalambre
2014	Mujeres	45-49	2	32	Gúdar-Javalambre
2014	Mujeres	25-29	1	33	Matarraña / Matarranya
2014	Mujeres	35-39	2	33	Matarraña / Matarranya
2014	Mujeres	45-49	1	33	Matarraña / Matarranya
2014	Mujeres	50-54	2	33	Matarraña / Matarranya
2014	Mujeres	55-59	1	33	Matarraña / Matarranya
2014	Mujeres	60-64	2	33	Matarraña / Matarranya
2014	Mujeres	20-24	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	25-29	2	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	30-34	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	35-39	4	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	40-44	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	45-49	2	NC	Municipio del centro de trabajo fuera de Aragón
2014	Mujeres	50-54	4	NC	Municipio del centro de trabajo fuera de Aragón
2013	Hombres	20-24	5	01	La Jacetania
2013	Hombres	25-29	7	01	La Jacetania
2013	Hombres	30-34	19	01	La Jacetania
2013	Hombres	35-39	19	01	La Jacetania
2013	Hombres	40-44	18	01	La Jacetania
2013	Hombres	45-49	11	01	La Jacetania
2013	Hombres	50-54	20	01	La Jacetania
2013	Hombres	55-59	16	01	La Jacetania
2013	Hombres	60-64	4	01	La Jacetania
2013	Hombres	20-24	5	02	Alto Gállego
2013	Hombres	25-29	7	02	Alto Gállego
2013	Hombres	30-34	14	02	Alto Gállego
2013	Hombres	35-39	10	02	Alto Gállego
2013	Hombres	40-44	4	02	Alto Gállego
2013	Hombres	45-49	8	02	Alto Gállego
2013	Hombres	50-54	4	02	Alto Gállego
2013	Hombres	55-59	3	02	Alto Gállego
2013	Hombres	60-64	3	02	Alto Gállego
2013	Hombres	16-19	1	03	Sobrarbe
2013	Hombres	20-24	3	03	Sobrarbe
2013	Hombres	25-29	2	03	Sobrarbe
2013	Hombres	30-34	5	03	Sobrarbe
2013	Hombres	35-39	5	03	Sobrarbe
2013	Hombres	40-44	4	03	Sobrarbe
2013	Hombres	45-49	1	03	Sobrarbe
2013	Hombres	50-54	5	03	Sobrarbe
2013	Hombres	55-59	2	03	Sobrarbe
2013	Hombres	Más de 64	1	03	Sobrarbe
2013	Hombres	20-24	4	04	La Ribagorza
2013	Hombres	25-29	9	04	La Ribagorza
2013	Hombres	30-34	19	04	La Ribagorza
2013	Hombres	35-39	14	04	La Ribagorza
2013	Hombres	40-44	11	04	La Ribagorza
2013	Hombres	45-49	10	04	La Ribagorza
2013	Hombres	50-54	2	04	La Ribagorza
2013	Hombres	55-59	6	04	La Ribagorza
2013	Hombres	60-64	1	04	La Ribagorza
2013	Hombres	Más de 64	1	04	La Ribagorza
2013	Hombres	16-19	2	05	Cinco Villas
2013	Hombres	20-24	9	05	Cinco Villas
2013	Hombres	25-29	13	05	Cinco Villas
2013	Hombres	30-34	27	05	Cinco Villas
2013	Hombres	35-39	31	05	Cinco Villas
2013	Hombres	40-44	35	05	Cinco Villas
2013	Hombres	45-49	25	05	Cinco Villas
2013	Hombres	50-54	22	05	Cinco Villas
2013	Hombres	55-59	26	05	Cinco Villas
2013	Hombres	60-64	5	05	Cinco Villas
2013	Hombres	16-19	1	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	20-24	23	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	25-29	43	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	30-34	56	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	35-39	60	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	40-44	52	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	45-49	56	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	50-54	42	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	55-59	38	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	60-64	9	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	Más de 64	3	06	Hoya de Huesca / Plana de Uesca
2013	Hombres	20-24	6	07	Somontano de Barbastro
2013	Hombres	25-29	18	07	Somontano de Barbastro
2013	Hombres	30-34	29	07	Somontano de Barbastro
2013	Hombres	35-39	21	07	Somontano de Barbastro
2013	Hombres	40-44	21	07	Somontano de Barbastro
2013	Hombres	45-49	12	07	Somontano de Barbastro
2013	Hombres	50-54	26	07	Somontano de Barbastro
2013	Hombres	55-59	17	07	Somontano de Barbastro
2013	Hombres	60-64	3	07	Somontano de Barbastro
2013	Hombres	16-19	2	08	Cinca Medio
2013	Hombres	20-24	13	08	Cinca Medio
2013	Hombres	25-29	19	08	Cinca Medio
2013	Hombres	30-34	29	08	Cinca Medio
2013	Hombres	35-39	38	08	Cinca Medio
2013	Hombres	40-44	25	08	Cinca Medio
2013	Hombres	45-49	30	08	Cinca Medio
2013	Hombres	50-54	24	08	Cinca Medio
2013	Hombres	55-59	13	08	Cinca Medio
2013	Hombres	60-64	10	08	Cinca Medio
2013	Hombres	16-19	1	09	La Litera / La Llitera
2013	Hombres	20-24	6	09	La Litera / La Llitera
2013	Hombres	25-29	16	09	La Litera / La Llitera
2013	Hombres	30-34	25	09	La Litera / La Llitera
2013	Hombres	35-39	26	09	La Litera / La Llitera
2013	Hombres	40-44	29	09	La Litera / La Llitera
2013	Hombres	45-49	31	09	La Litera / La Llitera
2013	Hombres	50-54	15	09	La Litera / La Llitera
2013	Hombres	55-59	11	09	La Litera / La Llitera
2013	Hombres	60-64	5	09	La Litera / La Llitera
2013	Hombres	16-19	2	10	Los Monegros
2013	Hombres	20-24	3	10	Los Monegros
2013	Hombres	25-29	15	10	Los Monegros
2013	Hombres	30-34	22	10	Los Monegros
2013	Hombres	35-39	27	10	Los Monegros
2013	Hombres	40-44	13	10	Los Monegros
2013	Hombres	45-49	10	10	Los Monegros
2013	Hombres	50-54	9	10	Los Monegros
2013	Hombres	55-59	12	10	Los Monegros
2013	Hombres	60-64	5	10	Los Monegros
2013	Hombres	16-19	2	11	Bajo Cinca / Baix Cinca
2013	Hombres	20-24	21	11	Bajo Cinca / Baix Cinca
2013	Hombres	25-29	20	11	Bajo Cinca / Baix Cinca
2013	Hombres	30-34	24	11	Bajo Cinca / Baix Cinca
2013	Hombres	35-39	36	11	Bajo Cinca / Baix Cinca
2013	Hombres	40-44	39	11	Bajo Cinca / Baix Cinca
2013	Hombres	45-49	27	11	Bajo Cinca / Baix Cinca
2013	Hombres	50-54	18	11	Bajo Cinca / Baix Cinca
2013	Hombres	55-59	17	11	Bajo Cinca / Baix Cinca
2013	Hombres	60-64	5	11	Bajo Cinca / Baix Cinca
2013	Hombres	20-24	1	12	Tarazona y el Moncayo
2013	Hombres	25-29	5	12	Tarazona y el Moncayo
2013	Hombres	30-34	5	12	Tarazona y el Moncayo
2013	Hombres	35-39	7	12	Tarazona y el Moncayo
2013	Hombres	40-44	11	12	Tarazona y el Moncayo
2013	Hombres	45-49	7	12	Tarazona y el Moncayo
2013	Hombres	50-54	10	12	Tarazona y el Moncayo
2013	Hombres	55-59	5	12	Tarazona y el Moncayo
2013	Hombres	60-64	2	12	Tarazona y el Moncayo
2013	Hombres	Más de 64	1	12	Tarazona y el Moncayo
2013	Hombres	20-24	6	13	Campo de Borja
2013	Hombres	25-29	11	13	Campo de Borja
2013	Hombres	30-34	14	13	Campo de Borja
2013	Hombres	35-39	17	13	Campo de Borja
2013	Hombres	40-44	17	13	Campo de Borja
2013	Hombres	45-49	12	13	Campo de Borja
2013	Hombres	50-54	7	13	Campo de Borja
2013	Hombres	55-59	4	13	Campo de Borja
2013	Hombres	60-64	6	13	Campo de Borja
2013	Hombres	25-29	2	14	Aranda
2013	Hombres	30-34	3	14	Aranda
2013	Hombres	35-39	5	14	Aranda
2013	Hombres	40-44	1	14	Aranda
2013	Hombres	45-49	6	14	Aranda
2013	Hombres	50-54	4	14	Aranda
2013	Hombres	55-59	2	14	Aranda
2013	Hombres	60-64	2	14	Aranda
2013	Hombres	16-19	1	15	Ribera Alta del Ebro
2013	Hombres	20-24	8	15	Ribera Alta del Ebro
2013	Hombres	25-29	26	15	Ribera Alta del Ebro
2013	Hombres	30-34	36	15	Ribera Alta del Ebro
2013	Hombres	35-39	42	15	Ribera Alta del Ebro
2013	Hombres	40-44	38	15	Ribera Alta del Ebro
2013	Hombres	45-49	45	15	Ribera Alta del Ebro
2013	Hombres	50-54	41	15	Ribera Alta del Ebro
2013	Hombres	55-59	26	15	Ribera Alta del Ebro
2013	Hombres	60-64	3	15	Ribera Alta del Ebro
2013	Hombres	16-19	1	16	Valdejalón
2013	Hombres	20-24	9	16	Valdejalón
2013	Hombres	25-29	31	16	Valdejalón
2013	Hombres	30-34	35	16	Valdejalón
2013	Hombres	35-39	57	16	Valdejalón
2013	Hombres	40-44	48	16	Valdejalón
2013	Hombres	45-49	35	16	Valdejalón
2013	Hombres	50-54	21	16	Valdejalón
2013	Hombres	55-59	18	16	Valdejalón
2013	Hombres	60-64	3	16	Valdejalón
2013	Hombres	16-19	24	17	D.C. Zaragoza
2013	Hombres	20-24	206	17	D.C. Zaragoza
2013	Hombres	25-29	390	17	D.C. Zaragoza
2013	Hombres	30-34	656	17	D.C. Zaragoza
2013	Hombres	35-39	717	17	D.C. Zaragoza
2013	Hombres	40-44	617	17	D.C. Zaragoza
2013	Hombres	45-49	508	17	D.C. Zaragoza
2013	Hombres	50-54	401	17	D.C. Zaragoza
2013	Hombres	55-59	269	17	D.C. Zaragoza
2013	Hombres	60-64	110	17	D.C. Zaragoza
2013	Hombres	Más de 64	2	17	D.C. Zaragoza
2013	Hombres	20-24	2	18	Ribera Baja del Ebro
2013	Hombres	25-29	6	18	Ribera Baja del Ebro
2013	Hombres	30-34	13	18	Ribera Baja del Ebro
2013	Hombres	35-39	14	18	Ribera Baja del Ebro
2013	Hombres	40-44	9	18	Ribera Baja del Ebro
