Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Marzo 2008	200803	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1723	Aragón
Marzo 2008	200803	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	929	Aragón
Marzo 2008	200803	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5082	Aragón
Marzo 2008	200803	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Marzo 2008	200803	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11950	Aragón
Marzo 2008	200803	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1071	Aragón
Marzo 2008	200803	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	316	Aragón
Marzo 2008	200803	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2200	Aragón
Marzo 2008	200803	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Febrero 2008	200802	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12786	Aragón
Febrero 2008	200802	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2257	Aragón
Febrero 2008	200802	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1136	Aragón
Febrero 2008	200802	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5912	Aragón
Febrero 2008	200802	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Febrero 2008	200802	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12669	Aragón
Febrero 2008	200802	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1087	Aragón
Febrero 2008	200802	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	283	Aragón
Febrero 2008	200802	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Febrero 2008	200802	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2476	Aragón
Febrero 2008	200802	Mujeres	No consta	No consta	No consta	No consta	8	Aragón
Enero 2008	200801	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13555	Aragón
Enero 2008	200801	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2161	Aragón
Enero 2008	200801	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1028	Aragón
Enero 2008	200801	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Enero 2008	200801	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5624	Aragón
Enero 2008	200801	Hombres	No consta	No consta	No consta	No consta	5	Aragón
Enero 2008	200801	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14521	Aragón
Enero 2008	200801	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1121	Aragón
Enero 2008	200801	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	390	Aragón
Enero 2008	200801	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2484	Aragón
Enero 2008	200801	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Diciembre 2007	200712	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9725	Aragón
Diciembre 2007	200712	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1331	Aragón
Diciembre 2007	200712	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	625	Aragón
Diciembre 2007	200712	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Diciembre 2007	200712	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3881	Aragón
Diciembre 2007	200712	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11651	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	930	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	257	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2145	Aragón
Diciembre 2007	200712	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Noviembre 2007	200711	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12640	Aragón
Noviembre 2007	200711	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2128	Aragón
Noviembre 2007	200711	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1066	Aragón
Noviembre 2007	200711	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Noviembre 2007	200711	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5363	Aragón
Noviembre 2007	200711	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Noviembre 2007	200711	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14692	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1309	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	404	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2491	Aragón
Noviembre 2007	200711	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Octubre 2007	200710	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17267	Aragón
Octubre 2007	200710	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2613	Aragón
Octubre 2007	200710	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1112	Aragón
Octubre 2007	200710	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6326	Aragón
Octubre 2007	200710	Hombres	No consta	No consta	No consta	No consta	11	Aragón
Octubre 2007	200710	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	19731	Aragón
Octubre 2007	200710	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1464	Aragón
Octubre 2007	200710	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	561	Aragón
Octubre 2007	200710	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3001	Aragón
Octubre 2007	200710	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Septiembre 2007	200709	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14528	Aragón
Septiembre 2007	200709	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2294	Aragón
Septiembre 2007	200709	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1074	Aragón
Septiembre 2007	200709	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Septiembre 2007	200709	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6280	Aragón
Septiembre 2007	200709	Hombres	No consta	No consta	No consta	No consta	13	Aragón
Septiembre 2007	200709	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16030	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1366	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	624	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2626	Aragón
Septiembre 2007	200709	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Agosto 2007	200708	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11178	Aragón
Agosto 2007	200708	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2007	Aragón
Agosto 2007	200708	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1092	Aragón
Agosto 2007	200708	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5922	Aragón
Agosto 2007	200708	Hombres	No consta	No consta	No consta	No consta	13	Aragón
Agosto 2007	200708	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11155	Aragón
Agosto 2007	200708	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1183	Aragón
Agosto 2007	200708	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	682	Aragón
Agosto 2007	200708	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2443	Aragón
Agosto 2007	200708	Mujeres	No consta	No consta	No consta	No consta	4	Aragón
Julio 2007	200707	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17587	Aragón
Julio 2007	200707	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1989	Aragón
Julio 2007	200707	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1014	Aragón
Julio 2007	200707	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Julio 2007	200707	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6084	Aragón
Julio 2007	200707	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Julio 2007	200707	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17868	Aragón
Julio 2007	200707	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1242	Aragón
Julio 2007	200707	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	782	Aragón
Julio 2007	200707	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2894	Aragón
Julio 2007	200707	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Junio 2007	200706	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15477	Aragón
Junio 2007	200706	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2239	Aragón
Junio 2007	200706	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1275	Aragón
Junio 2007	200706	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6677	Aragón
Junio 2007	200706	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Junio 2007	200706	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15197	Aragón
Junio 2007	200706	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1633	Aragón
Junio 2007	200706	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	834	Aragón
Junio 2007	200706	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2787	Aragón
Junio 2007	200706	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Mayo 2007	200705	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14609	Aragón
Mayo 2007	200705	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2885	Aragón
Mayo 2007	200705	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1488	Aragón
Mayo 2007	200705	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Mayo 2007	200705	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	7758	Aragón
Mayo 2007	200705	Hombres	No consta	No consta	No consta	No consta	10	Aragón
Mayo 2007	200705	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15615	Aragón
Mayo 2007	200705	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1920	Aragón
Mayo 2007	200705	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	896	Aragón
Mayo 2007	200705	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2583	Aragón
Mayo 2007	200705	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Abril 2007	200704	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11762	Aragón
Abril 2007	200704	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1592	Aragón
Abril 2007	200704	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1007	Aragón
Abril 2007	200704	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5063	Aragón
Abril 2007	200704	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Abril 2007	200704	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12584	Aragón
Abril 2007	200704	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	843	Aragón
Abril 2007	200704	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	286	Aragón
Abril 2007	200704	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1971	Aragón
Abril 2007	200704	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Marzo 2007	200703	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13334	Aragón
Marzo 2007	200703	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1826	Aragón
Marzo 2007	200703	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	916	Aragón
Marzo 2007	200703	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Marzo 2007	200703	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5452	Aragón
Marzo 2007	200703	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Marzo 2007	200703	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13570	Aragón
Marzo 2007	200703	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	888	Aragón
Marzo 2007	200703	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	311	Aragón
Marzo 2007	200703	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2149	Aragón
Marzo 2007	200703	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Febrero 2007	200702	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12653	Aragón
Febrero 2007	200702	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1751	Aragón
Febrero 2007	200702	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	964	Aragón
Febrero 2007	200702	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5065	Aragón
Febrero 2007	200702	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Febrero 2007	200702	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12822	Aragón
Febrero 2007	200702	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	727	Aragón
Febrero 2007	200702	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	290	Aragón
Febrero 2007	200702	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2031	Aragón
Febrero 2007	200702	Mujeres	No consta	No consta	No consta	No consta	10	Aragón
Enero 2007	200701	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15270	Aragón
Enero 2007	200701	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1783	Aragón
Enero 2007	200701	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	986	Aragón
Enero 2007	200701	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Enero 2007	200701	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4944	Aragón
Enero 2007	200701	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Enero 2007	200701	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15866	Aragón
Enero 2007	200701	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	807	Aragón
Enero 2007	200701	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	358	Aragón
Enero 2007	200701	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Enero 2007	200701	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2146	Aragón
Enero 2007	200701	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Diciembre 2006	200612	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12799	Aragón
Diciembre 2006	200612	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	564	Aragón
Diciembre 2006	200612	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1245	Aragón
Diciembre 2006	200612	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Diciembre 2006	200612	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3812	Aragón
Diciembre 2006	200612	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Diciembre 2006	200612	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14067	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	271	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	731	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	4	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2030	Aragón
Diciembre 2006	200612	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Noviembre 2006	200611	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15323	Aragón
Noviembre 2006	200611	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	788	Aragón
Noviembre 2006	200611	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1635	Aragón
Noviembre 2006	200611	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5265	Aragón
Noviembre 2006	200611	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Noviembre 2006	200611	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16781	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	382	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	919	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2310	Aragón
Noviembre 2006	200611	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Octubre 2006	200610	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17275	Aragón
Octubre 2006	200610	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	846	Aragón
Octubre 2006	200610	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1699	Aragón
Octubre 2006	200610	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5160	Aragón
Octubre 2006	200610	Hombres	No consta	No consta	No consta	No consta	5	Aragón
Octubre 2006	200610	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	19000	Aragón
Octubre 2006	200610	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	454	Aragón
Octubre 2006	200610	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	830	Aragón
Octubre 2006	200610	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2381	Aragón
Octubre 2006	200610	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Septiembre 2006	200609	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15580	Aragón
Septiembre 2006	200609	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	808	Aragón
Septiembre 2006	200609	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1898	Aragón
Septiembre 2006	200609	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5798	Aragón
Septiembre 2006	200609	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Septiembre 2006	200609	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17290	Aragón
Septiembre 2006	200609	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	462	Aragón
Septiembre 2006	200609	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	828	Aragón
