Municipio código	Municipio nombre	Estructura hogar	Número hogares
22163	Nueno	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22163	Nueno	Otro hogar de cuatro adultos, con o sin menores	8
22163	Nueno	Cinco o más adultos, con o sin menores	8
22164	Olvena	Una mujer de 16 a 64 años	2
22164	Olvena	Un hombre de 16 a 64 años	1
22164	Olvena	Una mujer de 65 o más años	4
22164	Olvena	Un hombre de 65 o más años	2
22164	Olvena	Dos adultos de 16 a 64 años, sin menores	2
22164	Olvena	Dos adultos, uno al menos de 65 años o más, sin menores	8
22164	Olvena	Dos adultos y un menor	1
22164	Olvena	Otro hogar de tres adultos, con o sin menores	1
22164	Olvena	Otro hogar de cuatro adultos, con o sin menores	2
22164	Olvena	Cinco o más adultos, con o sin menores	1
22165	Ontiñena	Una mujer de 16 a 64 años	4
22165	Ontiñena	Un hombre de 16 a 64 años	12
22165	Ontiñena	Una mujer de 65 o más años	18
22165	Ontiñena	Un hombre de 65 o más años	15
22165	Ontiñena	Una mujer adulta con uno o más menores	2
22165	Ontiñena	Dos adultos de 16 a 64 años, sin menores	10
22165	Ontiñena	Dos adultos, uno al menos de 65 años o más, sin menores	58
22165	Ontiñena	Dos adultos y un menor	10
22165	Ontiñena	Dos adultos y dos menores	14
22165	Ontiñena	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	11
22165	Ontiñena	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	7
22165	Ontiñena	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22165	Ontiñena	Otro hogar de tres adultos, con o sin menores	21
22165	Ontiñena	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	8
22165	Ontiñena	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	3
22165	Ontiñena	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
22165	Ontiñena	Otro hogar de cuatro adultos, con o sin menores	16
22165	Ontiñena	Cinco o más adultos, con o sin menores	20
22167	Osso de Cinca	Una mujer de 16 a 64 años	4
22167	Osso de Cinca	Un hombre de 16 a 64 años	24
22167	Osso de Cinca	Una mujer de 65 o más años	11
22167	Osso de Cinca	Un hombre de 65 o más años	9
22167	Osso de Cinca	Un hombre adulto con  uno o más menores	1
22167	Osso de Cinca	Dos adultos de 16 a 64 años, sin menores	17
22167	Osso de Cinca	Dos adultos, uno al menos de 65 años o más, sin menores	29
22167	Osso de Cinca	Dos adultos y un menor	10
22167	Osso de Cinca	Dos adultos y dos menores	15
22167	Osso de Cinca	Dos adultos y tres o más menores	4
22167	Osso de Cinca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	21
22167	Osso de Cinca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
22167	Osso de Cinca	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
22167	Osso de Cinca	Otro hogar de tres adultos, con o sin menores	18
22167	Osso de Cinca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	17
22167	Osso de Cinca	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22167	Osso de Cinca	Otro hogar de cuatro adultos, con o sin menores	16
22167	Osso de Cinca	Cinco o más adultos, con o sin menores	28
22168	Palo	Un hombre de 16 a 64 años	1
22168	Palo	Una mujer de 65 o más años	4
22168	Palo	Un hombre de 65 o más años	1
22168	Palo	Dos adultos de 16 a 64 años, sin menores	1
22168	Palo	Dos adultos, uno al menos de 65 años o más, sin menores	3
22168	Palo	Dos adultos y un menor	1
22168	Palo	Otro hogar de tres adultos, con o sin menores	4
22168	Palo	Cinco o más adultos, con o sin menores	1
22170	Panticosa	Una mujer de 16 a 64 años	16
22170	Panticosa	Un hombre de 16 a 64 años	39
22170	Panticosa	Una mujer de 65 o más años	11
22170	Panticosa	Un hombre de 65 o más años	8
22170	Panticosa	Una mujer adulta con uno o más menores	6
22170	Panticosa	Un hombre adulto con  uno o más menores	2
22170	Panticosa	Dos adultos de 16 a 64 años, sin menores	42
22170	Panticosa	Dos adultos, uno al menos de 65 años o más, sin menores	25
22170	Panticosa	Dos adultos y un menor	24
22170	Panticosa	Dos adultos y dos menores	16
22170	Panticosa	Dos adultos y tres o más menores	5
22170	Panticosa	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	16
22170	Panticosa	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	9
22170	Panticosa	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22170	Panticosa	Otro hogar de tres adultos, con o sin menores	17
22170	Panticosa	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	11
22170	Panticosa	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22170	Panticosa	Otro hogar de cuatro adultos, con o sin menores	9
22170	Panticosa	Cinco o más adultos, con o sin menores	15
22172	Peñalba	Una mujer de 16 a 64 años	4
22172	Peñalba	Un hombre de 16 a 64 años	15
22172	Peñalba	Una mujer de 65 o más años	14
22172	Peñalba	Un hombre de 65 o más años	5
22172	Peñalba	Una mujer adulta con uno o más menores	5
22172	Peñalba	Dos adultos de 16 a 64 años, sin menores	16
22172	Peñalba	Dos adultos, uno al menos de 65 años o más, sin menores	24
22172	Peñalba	Dos adultos y un menor	10
22172	Peñalba	Dos adultos y dos menores	15
22172	Peñalba	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	25
22172	Peñalba	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	4
22172	Peñalba	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	3
22172	Peñalba	Otro hogar de tres adultos, con o sin menores	25
22172	Peñalba	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	11
22172	Peñalba	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22172	Peñalba	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
22172	Peñalba	Otro hogar de cuatro adultos, con o sin menores	23
22172	Peñalba	Cinco o más adultos, con o sin menores	35
22173	Peñas de Riglos (Las)	Una mujer de 16 a 64 años	3
22173	Peñas de Riglos (Las)	Un hombre de 16 a 64 años	14
22173	Peñas de Riglos (Las)	Una mujer de 65 o más años	17
22173	Peñas de Riglos (Las)	Un hombre de 65 o más años	14
22173	Peñas de Riglos (Las)	Una mujer adulta con uno o más menores	1
22173	Peñas de Riglos (Las)	Un hombre adulto con  uno o más menores	1
22173	Peñas de Riglos (Las)	Dos adultos de 16 a 64 años, sin menores	12
22173	Peñas de Riglos (Las)	Dos adultos, uno al menos de 65 años o más, sin menores	33
22173	Peñas de Riglos (Las)	Dos adultos y un menor	2
22173	Peñas de Riglos (Las)	Dos adultos y dos menores	1
22173	Peñas de Riglos (Las)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	6
22173	Peñas de Riglos (Las)	Otro hogar de tres adultos, con o sin menores	11
22173	Peñas de Riglos (Las)	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
22173	Peñas de Riglos (Las)	Otro hogar de cuatro adultos, con o sin menores	8
22173	Peñas de Riglos (Las)	Cinco o más adultos, con o sin menores	2
22174	Peralta de Alcofea	Una mujer de 16 a 64 años	9
22174	Peralta de Alcofea	Un hombre de 16 a 64 años	15
22174	Peralta de Alcofea	Una mujer de 65 o más años	26
22174	Peralta de Alcofea	Un hombre de 65 o más años	11
22174	Peralta de Alcofea	Una mujer adulta con uno o más menores	3
22174	Peralta de Alcofea	Dos adultos de 16 a 64 años, sin menores	14
22174	Peralta de Alcofea	Dos adultos, uno al menos de 65 años o más, sin menores	42
22174	Peralta de Alcofea	Dos adultos y un menor	6
22174	Peralta de Alcofea	Dos adultos y dos menores	7
22174	Peralta de Alcofea	Dos adultos y tres o más menores	1
22174	Peralta de Alcofea	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	11
22174	Peralta de Alcofea	Otro hogar de tres adultos, con o sin menores	27
22174	Peralta de Alcofea	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	15
22174	Peralta de Alcofea	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22174	Peralta de Alcofea	Otro hogar de cuatro adultos, con o sin menores	22
22174	Peralta de Alcofea	Cinco o más adultos, con o sin menores	31
22175	Peralta de Calasanz	Una mujer de 16 a 64 años	1
22175	Peralta de Calasanz	Un hombre de 16 a 64 años	14
22175	Peralta de Calasanz	Una mujer de 65 o más años	22
22175	Peralta de Calasanz	Un hombre de 65 o más años	14
22175	Peralta de Calasanz	Dos adultos de 16 a 64 años, sin menores	6
22175	Peralta de Calasanz	Dos adultos, uno al menos de 65 años o más, sin menores	36
22175	Peralta de Calasanz	Dos adultos y un menor	2
22175	Peralta de Calasanz	Dos adultos y dos menores	3
22175	Peralta de Calasanz	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
22175	Peralta de Calasanz	Otro hogar de tres adultos, con o sin menores	12
22175	Peralta de Calasanz	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	6
22175	Peralta de Calasanz	Otro hogar de cuatro adultos, con o sin menores	3
22175	Peralta de Calasanz	Cinco o más adultos, con o sin menores	2
22176	Peraltilla	Una mujer de 16 a 64 años	1
22176	Peraltilla	Un hombre de 16 a 64 años	4
22176	Peraltilla	Una mujer de 65 o más años	7
22176	Peraltilla	Un hombre de 65 o más años	2
22176	Peraltilla	Un hombre adulto con  uno o más menores	1
22176	Peraltilla	Dos adultos de 16 a 64 años, sin menores	4
22176	Peraltilla	Dos adultos, uno al menos de 65 años o más, sin menores	8
22176	Peraltilla	Dos adultos y un menor	4
22176	Peraltilla	Dos adultos y dos menores	4
22176	Peraltilla	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
22176	Peraltilla	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
22176	Peraltilla	Otro hogar de tres adultos, con o sin menores	5
22176	Peraltilla	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
22176	Peraltilla	Otro hogar de cuatro adultos, con o sin menores	5
22176	Peraltilla	Cinco o más adultos, con o sin menores	4
22177	Perarrúa	Una mujer de 16 a 64 años	2
22177	Perarrúa	Un hombre de 16 a 64 años	8
22177	Perarrúa	Una mujer de 65 o más años	8
22177	Perarrúa	Un hombre de 65 o más años	9
22177	Perarrúa	Dos adultos de 16 a 64 años, sin menores	1
22177	Perarrúa	Dos adultos, uno al menos de 65 años o más, sin menores	9
22177	Perarrúa	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
22177	Perarrúa	Otro hogar de tres adultos, con o sin menores	5
22177	Perarrúa	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22177	Perarrúa	Otro hogar de cuatro adultos, con o sin menores	3
22177	Perarrúa	Cinco o más adultos, con o sin menores	6
22178	Pertusa	Un hombre de 16 a 64 años	7
22178	Pertusa	Una mujer de 65 o más años	5
22178	Pertusa	Un hombre de 65 o más años	2
22178	Pertusa	Un hombre adulto con  uno o más menores	1
22178	Pertusa	Dos adultos de 16 a 64 años, sin menores	3
22178	Pertusa	Dos adultos, uno al menos de 65 años o más, sin menores	7
22178	Pertusa	Dos adultos y un menor	2
22178	Pertusa	Dos adultos y dos menores	1
22178	Pertusa	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22178	Pertusa	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22178	Pertusa	Otro hogar de tres adultos, con o sin menores	5
22178	Pertusa	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	6
22178	Pertusa	Otro hogar de cuatro adultos, con o sin menores	4
22178	Pertusa	Cinco o más adultos, con o sin menores	5
22181	Piracés	Una mujer de 16 a 64 años	1
22181	Piracés	Un hombre de 16 a 64 años	3
22181	Piracés	Una mujer de 65 o más años	1
22181	Piracés	Un hombre de 65 o más años	3
22181	Piracés	Dos adultos de 16 a 64 años, sin menores	2
22181	Piracés	Dos adultos, uno al menos de 65 años o más, sin menores	8
22181	Piracés	Dos adultos y dos menores	1
22181	Piracés	Dos adultos y tres o más menores	1
22181	Piracés	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22181	Piracés	Otro hogar de tres adultos, con o sin menores	5
22181	Piracés	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22181	Piracés	Otro hogar de cuatro adultos, con o sin menores	4
22181	Piracés	Cinco o más adultos, con o sin menores	4
22182	Plan	Una mujer de 16 a 64 años	5
22182	Plan	Un hombre de 16 a 64 años	14
22182	Plan	Una mujer de 65 o más años	11
22182	Plan	Un hombre de 65 o más años	5
22182	Plan	Dos adultos de 16 a 64 años, sin menores	10
22182	Plan	Dos adultos, uno al menos de 65 años o más, sin menores	15
22182	Plan	Dos adultos y un menor	1
22182	Plan	Dos adultos y dos menores	7
22182	Plan	Dos adultos y tres o más menores	2
22182	Plan	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22182	Plan	Otro hogar de tres adultos, con o sin menores	17
22182	Plan	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22182	Plan	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22182	Plan	Otro hogar de cuatro adultos, con o sin menores	7
22182	Plan	Cinco o más adultos, con o sin menores	13
22184	Poleñino	Un hombre de 16 a 64 años	6
22184	Poleñino	Una mujer de 65 o más años	8
22184	Poleñino	Un hombre de 65 o más años	4
22184	Poleñino	Una mujer adulta con uno o más menores	1
22184	Poleñino	Dos adultos de 16 a 64 años, sin menores	7
22184	Poleñino	Dos adultos, uno al menos de 65 años o más, sin menores	12
22184	Poleñino	Dos adultos y dos menores	3
22184	Poleñino	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
22184	Poleñino	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
22184	Poleñino	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22184	Poleñino	Otro hogar de tres adultos, con o sin menores	6
22184	Poleñino	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	8
22184	Poleñino	Otro hogar de cuatro adultos, con o sin menores	7
22184	Poleñino	Cinco o más adultos, con o sin menores	9
22186	Pozán de Vero	Un hombre de 16 a 64 años	5
22186	Pozán de Vero	Una mujer de 65 o más años	13
22186	Pozán de Vero	Un hombre de 65 o más años	7
22186	Pozán de Vero	Dos adultos de 16 a 64 años, sin menores	5
22186	Pozán de Vero	Dos adultos, uno al menos de 65 años o más, sin menores	19
22186	Pozán de Vero	Dos adultos y un menor	1
22186	Pozán de Vero	Dos adultos y dos menores	3
22186	Pozán de Vero	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22186	Pozán de Vero	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
22186	Pozán de Vero	Otro hogar de tres adultos, con o sin menores	15
22186	Pozán de Vero	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22186	Pozán de Vero	Otro hogar de cuatro adultos, con o sin menores	7
22186	Pozán de Vero	Cinco o más adultos, con o sin menores	10
22187	Puebla de Castro (La)	Una mujer de 16 a 64 años	9
22187	Puebla de Castro (La)	Un hombre de 16 a 64 años	13
22187	Puebla de Castro (La)	Una mujer de 65 o más años	11
22187	Puebla de Castro (La)	Un hombre de 65 o más años	10
22187	Puebla de Castro (La)	Una mujer adulta con uno o más menores	2
22187	Puebla de Castro (La)	Un hombre adulto con  uno o más menores	1
22187	Puebla de Castro (La)	Dos adultos de 16 a 64 años, sin menores	14
22187	Puebla de Castro (La)	Dos adultos, uno al menos de 65 años o más, sin menores	26
22187	Puebla de Castro (La)	Dos adultos y un menor	6
22187	Puebla de Castro (La)	Dos adultos y dos menores	9
22187	Puebla de Castro (La)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	9
22187	Puebla de Castro (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
22187	Puebla de Castro (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22187	Puebla de Castro (La)	Otro hogar de tres adultos, con o sin menores	8
22187	Puebla de Castro (La)	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
22187	Puebla de Castro (La)	Otro hogar de cuatro adultos, con o sin menores	4
22187	Puebla de Castro (La)	Cinco o más adultos, con o sin menores	6
22188	Puente de Montañana	Una mujer de 16 a 64 años	5
22188	Puente de Montañana	Un hombre de 16 a 64 años	4
22188	Puente de Montañana	Una mujer de 65 o más años	4
22188	Puente de Montañana	Un hombre de 65 o más años	6
22188	Puente de Montañana	Una mujer adulta con uno o más menores	2
22188	Puente de Montañana	Dos adultos de 16 a 64 años, sin menores	2
22188	Puente de Montañana	Dos adultos, uno al menos de 65 años o más, sin menores	12
22188	Puente de Montañana	Dos adultos y un menor	1
22188	Puente de Montañana	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22188	Puente de Montañana	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22188	Puente de Montañana	Otro hogar de tres adultos, con o sin menores	4
22188	Puente de Montañana	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
22188	Puente de Montañana	Otro hogar de cuatro adultos, con o sin menores	4
22188	Puente de Montañana	Cinco o más adultos, con o sin menores	1
22189	Puértolas	Una mujer de 16 a 64 años	5
