Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	21	1435	68,33333333333333333333333333333333333333
Enero 2013	201301	Enero	2013	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	92	0	0
Enero 2013	201301	Enero	2013	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	61	1967	32,24590163934426229508196721311475409836
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	3	4400	1466,666666666666666666666666666666666667
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	2	1611	805,5
Enero 2013	201301	Enero	2013	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1019	1019
Enero 2013	201301	Enero	2013	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	2	2249	1124,5
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	2	720	360
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	4	720	180
Enero 2013	201301	Enero	2013	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	360	360
Enero 2013	201301	Enero	2013	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Enero 2013	201301	Enero	2013	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3306	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	810	61581	76,02592592592592592592592592592592592593
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2016	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	719	80618	112,125173852573018080667593880389429764
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	7	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	4566	185634	40,65571616294349540078843626806833114323
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3729	171550	46,00429069455618128184499865915795119335
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	425	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	181	4006	22,13259668508287292817679558011049723757
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1457	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	597	20107	33,68006700167504187604690117252931323283
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	11	3961	360,090909090909090909090909090909090909
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	10	3453	345,3
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	27	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	33	42254	1280,424242424242424242424242424242424242
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	35	25273	722,085714285714285714285714285714285714
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	4	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	4	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	17	21245	1249,705882352941176470588235294117647059
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	17	12953	761,941176470588235294117647058823529412
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	17	5837	343,352941176470588235294117647058823529
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	34	9180	270
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	25	8642	345,68
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	43	11989	278,813953488372093023255813953488372093
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	11	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	22	4804	218,363636363636363636363636363636363636
Enero 2013	201301	Enero	2013	50	Zaragoza	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	2	360	180
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Enero 2013	201301	Enero	2013	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	9	1444	160,444444444444444444444444444444444444
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	801	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	84	6478	77,11904761904761904761904761904761904762
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	596	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	70	2548	36,4
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	763	30349	39,77588466579292267365661861074705111402
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	830	29480	35,5180722891566265060240963855421686747
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	44	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	50	924	18,48
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	157	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	273	2333	8,54578754578754578754578754578754578755
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	21	27280	1299,047619047619047619047619047619047619
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	9	10230	1136,666666666666666666666666666666666667
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	5	3614	722,8
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	2332	777,333333333333333333333333333333333333
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	25	7020	280,8
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	592	197,333333333333333333333333333333333333
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	11	3240	294,545454545454545454545454545454545455
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	1	17	37	2,17647058823529411764705882352941176471
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	2	194	97
Diciembre 2012	201212	Diciembre	2012	22	Huesca	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	360	360
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	330	0	0
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	39	5307	136,076923076923076923076923076923076923
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	151	0	0
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	45	5582	124,044444444444444444444444444444444444
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	534	15363	28,76966292134831460674157303370786516854
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	397	14283	35,97732997481108312342569269521410579345
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	18	0	0
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	39	217	5,56410256410256410256410256410256410256
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	93	0	0
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	150	2627	17,51333333333333333333333333333333333333
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	18	27392	1521,777777777777777777777777777777777778
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	5	8517	1703,4
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1438	1438
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	4494	1498
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	540	180
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	4	1440	360
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Diciembre 2012	201212	Diciembre	2012	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	1	1	2	2
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2589	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	668	25550	38,24850299401197604790419161676646706587
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1631	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	575	29175	50,73913043478260869565217391304347826087
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3994	123727	30,97821732598898347521281922884326489735
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3663	137065	37,41878241878241878241878241878241878242
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	419	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	270	4633	17,15925925925925925925925925925925925926
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1171	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	934	12438	13,31691648822269807280513918629550321199
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	13	4860	373,846153846153846153846153846153846154
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	31	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	147	190004	1292,544217687074829931972789115646258503
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	57	57040	1000,701754385964912280701754385964912281
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	8	3961	495,125
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	22	26911	1223,227272727272727272727272727272727273
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	22	24839	1129,045454545454545454545454545454545455
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	4	1440	360
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	23	4820	209,565217391304347826086956521739130435
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	24	8647	360,291666666666666666666666666666666667
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	11	3420	310,909090909090909090909090909090909091
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	24	6893	287,208333333333333333333333333333333333
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	5	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	17	2602	153,058823529411764705882352941176470588
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Diciembre 2012	201212	Diciembre	2012	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	5	721	144,2
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	946	0	0
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	50	5637	112,74
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	477	0	0
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	44	5663	128,704545454545454545454545454545454545
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	769	39420	51,26137841352405721716514954486345903771
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	654	34203	52,29816513761467889908256880733944954128
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	58	0	0
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	49	784	16
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	156	0	0
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	261	4041	15,48275862068965517241379310344827586207
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Noviembre 2012	201211	Noviembre	2012	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	17	23605	1388,529411764705882352941176470588235294
