Comarca código	Comarca nombre	Sexo	Edad	Nivel estudios (agregado)	Personas residentes viviendas familiares
11	Bajo Cinca / Baix Cinca	Hombres	50 a 54	Primer grado	199
11	Bajo Cinca / Baix Cinca	Hombres	50 a 54	Segundo grado	371
11	Bajo Cinca / Baix Cinca	Hombres	50 a 54	Tercer grado	31
11	Bajo Cinca / Baix Cinca	Hombres	55 a 59	Analfabetos	5
11	Bajo Cinca / Baix Cinca	Hombres	55 a 59	Sin estudios	25
11	Bajo Cinca / Baix Cinca	Hombres	55 a 59	Primer grado	235
11	Bajo Cinca / Baix Cinca	Hombres	55 a 59	Segundo grado	315
11	Bajo Cinca / Baix Cinca	Hombres	55 a 59	Tercer grado	23
11	Bajo Cinca / Baix Cinca	Hombres	60 a 64	Analfabetos	9
11	Bajo Cinca / Baix Cinca	Hombres	60 a 64	Sin estudios	46
11	Bajo Cinca / Baix Cinca	Hombres	60 a 64	Primer grado	269
11	Bajo Cinca / Baix Cinca	Hombres	60 a 64	Segundo grado	215
11	Bajo Cinca / Baix Cinca	Hombres	60 a 64	Tercer grado	16
11	Bajo Cinca / Baix Cinca	Hombres	65 a 69	Analfabetos	10
11	Bajo Cinca / Baix Cinca	Hombres	65 a 69	Sin estudios	92
11	Bajo Cinca / Baix Cinca	Hombres	65 a 69	Primer grado	374
11	Bajo Cinca / Baix Cinca	Hombres	65 a 69	Segundo grado	178
11	Bajo Cinca / Baix Cinca	Hombres	65 a 69	Tercer grado	4
11	Bajo Cinca / Baix Cinca	Hombres	70 a 74	Analfabetos	18
11	Bajo Cinca / Baix Cinca	Hombres	70 a 74	Sin estudios	154
11	Bajo Cinca / Baix Cinca	Hombres	70 a 74	Primer grado	308
11	Bajo Cinca / Baix Cinca	Hombres	70 a 74	Segundo grado	122
11	Bajo Cinca / Baix Cinca	Hombres	70 a 74	Tercer grado	8
11	Bajo Cinca / Baix Cinca	Hombres	75 a 79	Analfabetos	9
11	Bajo Cinca / Baix Cinca	Hombres	75 a 79	Sin estudios	160
11	Bajo Cinca / Baix Cinca	Hombres	75 a 79	Primer grado	283
11	Bajo Cinca / Baix Cinca	Hombres	75 a 79	Segundo grado	51
11	Bajo Cinca / Baix Cinca	Hombres	75 a 79	Tercer grado	2
11	Bajo Cinca / Baix Cinca	Hombres	80 a 84	Analfabetos	10
11	Bajo Cinca / Baix Cinca	Hombres	80 a 84	Sin estudios	141
11	Bajo Cinca / Baix Cinca	Hombres	80 a 84	Primer grado	159
11	Bajo Cinca / Baix Cinca	Hombres	80 a 84	Segundo grado	23
11	Bajo Cinca / Baix Cinca	Hombres	80 a 84	Tercer grado	3
11	Bajo Cinca / Baix Cinca	Hombres	85 a 90	Analfabetos	2
11	Bajo Cinca / Baix Cinca	Hombres	85 a 90	Sin estudios	74
11	Bajo Cinca / Baix Cinca	Hombres	85 a 90	Primer grado	57
11	Bajo Cinca / Baix Cinca	Hombres	85 a 90	Segundo grado	9
11	Bajo Cinca / Baix Cinca	Hombres	85 a 90	Tercer grado	4
11	Bajo Cinca / Baix Cinca	Hombres	90 ó más	Analfabetos	2
11	Bajo Cinca / Baix Cinca	Hombres	90 ó más	Sin estudios	27
11	Bajo Cinca / Baix Cinca	Hombres	90 ó más	Primer grado	23
11	Bajo Cinca / Baix Cinca	Hombres	90 ó más	Segundo grado	2
11	Bajo Cinca / Baix Cinca	Hombres	90 ó más	Tercer grado	1
12	Tarazona y el Moncayo	Mujeres	16 a 19	Analfabetos	1
12	Tarazona y el Moncayo	Mujeres	16 a 19	Sin estudios	2
12	Tarazona y el Moncayo	Mujeres	16 a 19	Primer grado	36
12	Tarazona y el Moncayo	Mujeres	16 a 19	Segundo grado	259
12	Tarazona y el Moncayo	Mujeres	20 a 24	Analfabetos	1
12	Tarazona y el Moncayo	Mujeres	20 a 24	Sin estudios	2
12	Tarazona y el Moncayo	Mujeres	20 a 24	Primer grado	13
12	Tarazona y el Moncayo	Mujeres	20 a 24	Segundo grado	290
12	Tarazona y el Moncayo	Mujeres	20 a 24	Tercer grado	93
12	Tarazona y el Moncayo	Mujeres	25 a 29	Analfabetos	1
12	Tarazona y el Moncayo	Mujeres	25 a 29	Sin estudios	3
12	Tarazona y el Moncayo	Mujeres	25 a 29	Primer grado	18
12	Tarazona y el Moncayo	Mujeres	25 a 29	Segundo grado	317
12	Tarazona y el Moncayo	Mujeres	25 a 29	Tercer grado	181
12	Tarazona y el Moncayo	Mujeres	30 a 34	Analfabetos	4
12	Tarazona y el Moncayo	Mujeres	30 a 34	Sin estudios	8
12	Tarazona y el Moncayo	Mujeres	30 a 34	Primer grado	38
12	Tarazona y el Moncayo	Mujeres	30 a 34	Segundo grado	319
12	Tarazona y el Moncayo	Mujeres	30 a 34	Tercer grado	110
12	Tarazona y el Moncayo	Mujeres	35 a 39	Analfabetos	2
12	Tarazona y el Moncayo	Mujeres	35 a 39	Sin estudios	10
12	Tarazona y el Moncayo	Mujeres	35 a 39	Primer grado	40
12	Tarazona y el Moncayo	Mujeres	35 a 39	Segundo grado	331
12	Tarazona y el Moncayo	Mujeres	35 a 39	Tercer grado	79
12	Tarazona y el Moncayo	Mujeres	40 a 44	Analfabetos	1
12	Tarazona y el Moncayo	Mujeres	40 a 44	Sin estudios	9
12	Tarazona y el Moncayo	Mujeres	40 a 44	Primer grado	95
12	Tarazona y el Moncayo	Mujeres	40 a 44	Segundo grado	282
12	Tarazona y el Moncayo	Mujeres	40 a 44	Tercer grado	60
12	Tarazona y el Moncayo	Mujeres	45 a 49	Analfabetos	2
12	Tarazona y el Moncayo	Mujeres	45 a 49	Sin estudios	13
12	Tarazona y el Moncayo	Mujeres	45 a 49	Primer grado	126
12	Tarazona y el Moncayo	Mujeres	45 a 49	Segundo grado	197
12	Tarazona y el Moncayo	Mujeres	45 a 49	Tercer grado	42
12	Tarazona y el Moncayo	Mujeres	50 a 54	Analfabetos	2
12	Tarazona y el Moncayo	Mujeres	50 a 54	Sin estudios	19
12	Tarazona y el Moncayo	Mujeres	50 a 54	Primer grado	164
12	Tarazona y el Moncayo	Mujeres	50 a 54	Segundo grado	170
12	Tarazona y el Moncayo	Mujeres	50 a 54	Tercer grado	30
12	Tarazona y el Moncayo	Mujeres	55 a 59	Analfabetos	5
12	Tarazona y el Moncayo	Mujeres	55 a 59	Sin estudios	25
12	Tarazona y el Moncayo	Mujeres	55 a 59	Primer grado	220
12	Tarazona y el Moncayo	Mujeres	55 a 59	Segundo grado	136
12	Tarazona y el Moncayo	Mujeres	55 a 59	Tercer grado	13
12	Tarazona y el Moncayo	Mujeres	60 a 64	Analfabetos	4
12	Tarazona y el Moncayo	Mujeres	60 a 64	Sin estudios	47
12	Tarazona y el Moncayo	Mujeres	60 a 64	Primer grado	224
12	Tarazona y el Moncayo	Mujeres	60 a 64	Segundo grado	61
12	Tarazona y el Moncayo	Mujeres	60 a 64	Tercer grado	9
12	Tarazona y el Moncayo	Mujeres	65 a 69	Analfabetos	2
12	Tarazona y el Moncayo	Mujeres	65 a 69	Sin estudios	100
12	Tarazona y el Moncayo	Mujeres	65 a 69	Primer grado	321
12	Tarazona y el Moncayo	Mujeres	65 a 69	Segundo grado	51
12	Tarazona y el Moncayo	Mujeres	65 a 69	Tercer grado	4
12	Tarazona y el Moncayo	Mujeres	70 a 74	Analfabetos	10
12	Tarazona y el Moncayo	Mujeres	70 a 74	Sin estudios	123
12	Tarazona y el Moncayo	Mujeres	70 a 74	Primer grado	291
12	Tarazona y el Moncayo	Mujeres	70 a 74	Segundo grado	24
12	Tarazona y el Moncayo	Mujeres	70 a 74	Tercer grado	5
12	Tarazona y el Moncayo	Mujeres	75 a 79	Analfabetos	11
12	Tarazona y el Moncayo	Mujeres	75 a 79	Sin estudios	172
12	Tarazona y el Moncayo	Mujeres	75 a 79	Primer grado	236
12	Tarazona y el Moncayo	Mujeres	75 a 79	Segundo grado	19
12	Tarazona y el Moncayo	Mujeres	75 a 79	Tercer grado	4
12	Tarazona y el Moncayo	Mujeres	80 a 84	Analfabetos	17
12	Tarazona y el Moncayo	Mujeres	80 a 84	Sin estudios	157
12	Tarazona y el Moncayo	Mujeres	80 a 84	Primer grado	145
12	Tarazona y el Moncayo	Mujeres	80 a 84	Segundo grado	18
12	Tarazona y el Moncayo	Mujeres	80 a 84	Tercer grado	4
12	Tarazona y el Moncayo	Mujeres	85 a 90	Analfabetos	19
12	Tarazona y el Moncayo	Mujeres	85 a 90	Sin estudios	106
12	Tarazona y el Moncayo	Mujeres	85 a 90	Primer grado	68
12	Tarazona y el Moncayo	Mujeres	85 a 90	Segundo grado	8
12	Tarazona y el Moncayo	Mujeres	85 a 90	Tercer grado	1
12	Tarazona y el Moncayo	Mujeres	90 ó más	Analfabetos	16
12	Tarazona y el Moncayo	Mujeres	90 ó más	Sin estudios	42
12	Tarazona y el Moncayo	Mujeres	90 ó más	Primer grado	22
12	Tarazona y el Moncayo	Mujeres	90 ó más	Segundo grado	5
12	Tarazona y el Moncayo	Hombres	16 a 19	Analfabetos	1
12	Tarazona y el Moncayo	Hombres	16 a 19	Sin estudios	3
12	Tarazona y el Moncayo	Hombres	16 a 19	Primer grado	47
12	Tarazona y el Moncayo	Hombres	16 a 19	Segundo grado	245
12	Tarazona y el Moncayo	Hombres	20 a 24	Analfabetos	2
12	Tarazona y el Moncayo	Hombres	20 a 24	Sin estudios	2
12	Tarazona y el Moncayo	Hombres	20 a 24	Primer grado	31
12	Tarazona y el Moncayo	Hombres	20 a 24	Segundo grado	379
12	Tarazona y el Moncayo	Hombres	20 a 24	Tercer grado	53
12	Tarazona y el Moncayo	Hombres	25 a 29	Analfabetos	4
12	Tarazona y el Moncayo	Hombres	25 a 29	Sin estudios	2
12	Tarazona y el Moncayo	Hombres	25 a 29	Primer grado	55
12	Tarazona y el Moncayo	Hombres	25 a 29	Segundo grado	357
12	Tarazona y el Moncayo	Hombres	25 a 29	Tercer grado	89
12	Tarazona y el Moncayo	Hombres	30 a 34	Analfabetos	4
12	Tarazona y el Moncayo	Hombres	30 a 34	Sin estudios	11
12	Tarazona y el Moncayo	Hombres	30 a 34	Primer grado	56
12	Tarazona y el Moncayo	Hombres	30 a 34	Segundo grado	372
12	Tarazona y el Moncayo	Hombres	30 a 34	Tercer grado	72
12	Tarazona y el Moncayo	Hombres	35 a 39	Analfabetos	3
12	Tarazona y el Moncayo	Hombres	35 a 39	Sin estudios	6
12	Tarazona y el Moncayo	Hombres	35 a 39	Primer grado	71
12	Tarazona y el Moncayo	Hombres	35 a 39	Segundo grado	385
12	Tarazona y el Moncayo	Hombres	35 a 39	Tercer grado	64
12	Tarazona y el Moncayo	Hombres	40 a 44	Analfabetos	3
12	Tarazona y el Moncayo	Hombres	40 a 44	Sin estudios	11
12	Tarazona y el Moncayo	Hombres	40 a 44	Primer grado	96
12	Tarazona y el Moncayo	Hombres	40 a 44	Segundo grado	315
12	Tarazona y el Moncayo	Hombres	40 a 44	Tercer grado	61
12	Tarazona y el Moncayo	Hombres	45 a 49	Analfabetos	4
12	Tarazona y el Moncayo	Hombres	45 a 49	Sin estudios	15
12	Tarazona y el Moncayo	Hombres	45 a 49	Primer grado	118
12	Tarazona y el Moncayo	Hombres	45 a 49	Segundo grado	246
12	Tarazona y el Moncayo	Hombres	45 a 49	Tercer grado	50
12	Tarazona y el Moncayo	Hombres	50 a 54	Analfabetos	1
12	Tarazona y el Moncayo	Hombres	50 a 54	Sin estudios	15
12	Tarazona y el Moncayo	Hombres	50 a 54	Primer grado	152
12	Tarazona y el Moncayo	Hombres	50 a 54	Segundo grado	208
12	Tarazona y el Moncayo	Hombres	50 a 54	Tercer grado	26
12	Tarazona y el Moncayo	Hombres	55 a 59	Analfabetos	1
12	Tarazona y el Moncayo	Hombres	55 a 59	Sin estudios	19
12	Tarazona y el Moncayo	Hombres	55 a 59	Primer grado	190
12	Tarazona y el Moncayo	Hombres	55 a 59	Segundo grado	171
12	Tarazona y el Moncayo	Hombres	55 a 59	Tercer grado	19
12	Tarazona y el Moncayo	Hombres	60 a 64	Analfabetos	1
12	Tarazona y el Moncayo	Hombres	60 a 64	Sin estudios	47
12	Tarazona y el Moncayo	Hombres	60 a 64	Primer grado	212
12	Tarazona y el Moncayo	Hombres	60 a 64	Segundo grado	96
12	Tarazona y el Moncayo	Hombres	60 a 64	Tercer grado	8
12	Tarazona y el Moncayo	Hombres	65 a 69	Analfabetos	2
12	Tarazona y el Moncayo	Hombres	65 a 69	Sin estudios	87
12	Tarazona y el Moncayo	Hombres	65 a 69	Primer grado	270
12	Tarazona y el Moncayo	Hombres	65 a 69	Segundo grado	66
12	Tarazona y el Moncayo	Hombres	65 a 69	Tercer grado	15
12	Tarazona y el Moncayo	Hombres	70 a 74	Analfabetos	3
12	Tarazona y el Moncayo	Hombres	70 a 74	Sin estudios	125
12	Tarazona y el Moncayo	Hombres	70 a 74	Primer grado	242
12	Tarazona y el Moncayo	Hombres	70 a 74	Segundo grado	37
12	Tarazona y el Moncayo	Hombres	70 a 74	Tercer grado	10
12	Tarazona y el Moncayo	Hombres	75 a 79	Analfabetos	3
12	Tarazona y el Moncayo	Hombres	75 a 79	Sin estudios	128
12	Tarazona y el Moncayo	Hombres	75 a 79	Primer grado	192
12	Tarazona y el Moncayo	Hombres	75 a 79	Segundo grado	34
12	Tarazona y el Moncayo	Hombres	75 a 79	Tercer grado	6
12	Tarazona y el Moncayo	Hombres	80 a 84	Analfabetos	1
12	Tarazona y el Moncayo	Hombres	80 a 84	Sin estudios	62
12	Tarazona y el Moncayo	Hombres	80 a 84	Primer grado	106
12	Tarazona y el Moncayo	Hombres	80 a 84	Segundo grado	15
12	Tarazona y el Moncayo	Hombres	80 a 84	Tercer grado	6
12	Tarazona y el Moncayo	Hombres	85 a 90	Analfabetos	2
12	Tarazona y el Moncayo	Hombres	85 a 90	Sin estudios	38
12	Tarazona y el Moncayo	Hombres	85 a 90	Primer grado	42
12	Tarazona y el Moncayo	Hombres	85 a 90	Segundo grado	6
12	Tarazona y el Moncayo	Hombres	85 a 90	Tercer grado	2
12	Tarazona y el Moncayo	Hombres	90 ó más	Analfabetos	1
12	Tarazona y el Moncayo	Hombres	90 ó más	Sin estudios	24
12	Tarazona y el Moncayo	Hombres	90 ó más	Primer grado	15
12	Tarazona y el Moncayo	Hombres	90 ó más	Segundo grado	2
13	Campo de Borja	Mujeres	16 a 19	Sin estudios	3
13	Campo de Borja	Mujeres	16 a 19	Primer grado	41
13	Campo de Borja	Mujeres	16 a 19	Segundo grado	229
13	Campo de Borja	Mujeres	20 a 24	Analfabetos	1
13	Campo de Borja	Mujeres	20 a 24	Sin estudios	2
13	Campo de Borja	Mujeres	20 a 24	Primer grado	22
13	Campo de Borja	Mujeres	20 a 24	Segundo grado	313
13	Campo de Borja	Mujeres	20 a 24	Tercer grado	86
13	Campo de Borja	Mujeres	25 a 29	Analfabetos	1
13	Campo de Borja	Mujeres	25 a 29	Sin estudios	3
13	Campo de Borja	Mujeres	25 a 29	Primer grado	28
13	Campo de Borja	Mujeres	25 a 29	Segundo grado	279
13	Campo de Borja	Mujeres	25 a 29	Tercer grado	135
13	Campo de Borja	Mujeres	30 a 34	Analfabetos	2
13	Campo de Borja	Mujeres	30 a 34	Sin estudios	8
13	Campo de Borja	Mujeres	30 a 34	Primer grado	30
13	Campo de Borja	Mujeres	30 a 34	Segundo grado	344
13	Campo de Borja	Mujeres	30 a 34	Tercer grado	76
13	Campo de Borja	Mujeres	35 a 39	Analfabetos	2
13	Campo de Borja	Mujeres	35 a 39	Sin estudios	10
13	Campo de Borja	Mujeres	35 a 39	Primer grado	59
13	Campo de Borja	Mujeres	35 a 39	Segundo grado	366
13	Campo de Borja	Mujeres	35 a 39	Tercer grado	51
13	Campo de Borja	Mujeres	40 a 44	Analfabetos	1
13	Campo de Borja	Mujeres	40 a 44	Sin estudios	17
13	Campo de Borja	Mujeres	40 a 44	Primer grado	96
13	Campo de Borja	Mujeres	40 a 44	Segundo grado	303
13	Campo de Borja	Mujeres	40 a 44	Tercer grado	41
13	Campo de Borja	Mujeres	45 a 49	Analfabetos	1
13	Campo de Borja	Mujeres	45 a 49	Sin estudios	16
13	Campo de Borja	Mujeres	45 a 49	Primer grado	107
13	Campo de Borja	Mujeres	45 a 49	Segundo grado	169
13	Campo de Borja	Mujeres	45 a 49	Tercer grado	31
13	Campo de Borja	Mujeres	50 a 54	Analfabetos	2
13	Campo de Borja	Mujeres	50 a 54	Sin estudios	35
13	Campo de Borja	Mujeres	50 a 54	Primer grado	158
13	Campo de Borja	Mujeres	50 a 54	Segundo grado	163
13	Campo de Borja	Mujeres	50 a 54	Tercer grado	13
13	Campo de Borja	Mujeres	55 a 59	Analfabetos	2
13	Campo de Borja	Mujeres	55 a 59	Sin estudios	74
13	Campo de Borja	Mujeres	55 a 59	Primer grado	151
13	Campo de Borja	Mujeres	55 a 59	Segundo grado	123
13	Campo de Borja	Mujeres	55 a 59	Tercer grado	12
13	Campo de Borja	Mujeres	60 a 64	Analfabetos	5
13	Campo de Borja	Mujeres	60 a 64	Sin estudios	80
13	Campo de Borja	Mujeres	60 a 64	Primer grado	168
13	Campo de Borja	Mujeres	60 a 64	Segundo grado	103
13	Campo de Borja	Mujeres	60 a 64	Tercer grado	4
13	Campo de Borja	Mujeres	65 a 69	Analfabetos	6
13	Campo de Borja	Mujeres	65 a 69	Sin estudios	140
13	Campo de Borja	Mujeres	65 a 69	Primer grado	241
13	Campo de Borja	Mujeres	65 a 69	Segundo grado	95
13	Campo de Borja	Mujeres	65 a 69	Tercer grado	7
13	Campo de Borja	Mujeres	70 a 74	Analfabetos	6
13	Campo de Borja	Mujeres	70 a 74	Sin estudios	162
13	Campo de Borja	Mujeres	70 a 74	Primer grado	212
13	Campo de Borja	Mujeres	70 a 74	Segundo grado	99
13	Campo de Borja	Mujeres	70 a 74	Tercer grado	4
13	Campo de Borja	Mujeres	75 a 79	Analfabetos	9
13	Campo de Borja	Mujeres	75 a 79	Sin estudios	154
13	Campo de Borja	Mujeres	75 a 79	Primer grado	186
13	Campo de Borja	Mujeres	75 a 79	Segundo grado	56
13	Campo de Borja	Mujeres	75 a 79	Tercer grado	3
13	Campo de Borja	Mujeres	80 a 84	Analfabetos	16
13	Campo de Borja	Mujeres	80 a 84	Sin estudios	121
13	Campo de Borja	Mujeres	80 a 84	Primer grado	105
13	Campo de Borja	Mujeres	80 a 84	Segundo grado	40
13	Campo de Borja	Mujeres	85 a 90	Analfabetos	13
13	Campo de Borja	Mujeres	85 a 90	Sin estudios	68
13	Campo de Borja	Mujeres	85 a 90	Primer grado	59
13	Campo de Borja	Mujeres	85 a 90	Segundo grado	17
13	Campo de Borja	Mujeres	85 a 90	Tercer grado	3
13	Campo de Borja	Mujeres	90 ó más	Analfabetos	11
13	Campo de Borja	Mujeres	90 ó más	Sin estudios	40
13	Campo de Borja	Mujeres	90 ó más	Primer grado	24
13	Campo de Borja	Mujeres	90 ó más	Segundo grado	8
13	Campo de Borja	Hombres	16 a 19	Analfabetos	1
13	Campo de Borja	Hombres	16 a 19	Sin estudios	4
13	Campo de Borja	Hombres	16 a 19	Primer grado	47
13	Campo de Borja	Hombres	16 a 19	Segundo grado	238
13	Campo de Borja	Hombres	20 a 24	Analfabetos	4
13	Campo de Borja	Hombres	20 a 24	Sin estudios	4
13	Campo de Borja	Hombres	20 a 24	Primer grado	33
13	Campo de Borja	Hombres	20 a 24	Segundo grado	370
13	Campo de Borja	Hombres	20 a 24	Tercer grado	38
13	Campo de Borja	Hombres	25 a 29	Analfabetos	5
13	Campo de Borja	Hombres	25 a 29	Sin estudios	9
13	Campo de Borja	Hombres	25 a 29	Primer grado	73
13	Campo de Borja	Hombres	25 a 29	Segundo grado	393
13	Campo de Borja	Hombres	25 a 29	Tercer grado	83
13	Campo de Borja	Hombres	30 a 34	Analfabetos	6
13	Campo de Borja	Hombres	30 a 34	Sin estudios	8
13	Campo de Borja	Hombres	30 a 34	Primer grado	68
13	Campo de Borja	Hombres	30 a 34	Segundo grado	440
13	Campo de Borja	Hombres	30 a 34	Tercer grado	73
13	Campo de Borja	Hombres	35 a 39	Analfabetos	2
13	Campo de Borja	Hombres	35 a 39	Sin estudios	18
13	Campo de Borja	Hombres	35 a 39	Primer grado	88
13	Campo de Borja	Hombres	35 a 39	Segundo grado	437
13	Campo de Borja	Hombres	35 a 39	Tercer grado	52
13	Campo de Borja	Hombres	40 a 44	Analfabetos	2
13	Campo de Borja	Hombres	40 a 44	Sin estudios	32
13	Campo de Borja	Hombres	40 a 44	Primer grado	100
13	Campo de Borja	Hombres	40 a 44	Segundo grado	339
13	Campo de Borja	Hombres	40 a 44	Tercer grado	40
13	Campo de Borja	Hombres	45 a 49	Analfabetos	1
13	Campo de Borja	Hombres	45 a 49	Sin estudios	26
13	Campo de Borja	Hombres	45 a 49	Primer grado	128
13	Campo de Borja	Hombres	45 a 49	Segundo grado	246
13	Campo de Borja	Hombres	45 a 49	Tercer grado	46
13	Campo de Borja	Hombres	50 a 54	Analfabetos	4
13	Campo de Borja	Hombres	50 a 54	Sin estudios	35
13	Campo de Borja	Hombres	50 a 54	Primer grado	140
13	Campo de Borja	Hombres	50 a 54	Segundo grado	203
13	Campo de Borja	Hombres	50 a 54	Tercer grado	19
13	Campo de Borja	Hombres	55 a 59	Analfabetos	1
13	Campo de Borja	Hombres	55 a 59	Sin estudios	65
13	Campo de Borja	Hombres	55 a 59	Primer grado	172
13	Campo de Borja	Hombres	55 a 59	Segundo grado	170
13	Campo de Borja	Hombres	55 a 59	Tercer grado	13
13	Campo de Borja	Hombres	60 a 64	Analfabetos	3
13	Campo de Borja	Hombres	60 a 64	Sin estudios	96
13	Campo de Borja	Hombres	60 a 64	Primer grado	150
13	Campo de Borja	Hombres	60 a 64	Segundo grado	110
13	Campo de Borja	Hombres	60 a 64	Tercer grado	11
13	Campo de Borja	Hombres	65 a 69	Analfabetos	3
13	Campo de Borja	Hombres	65 a 69	Sin estudios	134
13	Campo de Borja	Hombres	65 a 69	Primer grado	209
13	Campo de Borja	Hombres	65 a 69	Segundo grado	113
13	Campo de Borja	Hombres	65 a 69	Tercer grado	11
13	Campo de Borja	Hombres	70 a 74	Analfabetos	4
13	Campo de Borja	Hombres	70 a 74	Sin estudios	153
13	Campo de Borja	Hombres	70 a 74	Primer grado	218
13	Campo de Borja	Hombres	70 a 74	Segundo grado	77
13	Campo de Borja	Hombres	70 a 74	Tercer grado	8
13	Campo de Borja	Hombres	75 a 79	Analfabetos	2
13	Campo de Borja	Hombres	75 a 79	Sin estudios	155
13	Campo de Borja	Hombres	75 a 79	Primer grado	142
13	Campo de Borja	Hombres	75 a 79	Segundo grado	65
13	Campo de Borja	Hombres	75 a 79	Tercer grado	3
13	Campo de Borja	Hombres	80 a 84	Analfabetos	5
13	Campo de Borja	Hombres	80 a 84	Sin estudios	92
13	Campo de Borja	Hombres	80 a 84	Primer grado	73
13	Campo de Borja	Hombres	80 a 84	Segundo grado	29
13	Campo de Borja	Hombres	80 a 84	Tercer grado	2
13	Campo de Borja	Hombres	85 a 90	Analfabetos	2
13	Campo de Borja	Hombres	85 a 90	Sin estudios	38
13	Campo de Borja	Hombres	85 a 90	Primer grado	33
13	Campo de Borja	Hombres	85 a 90	Segundo grado	14
13	Campo de Borja	Hombres	85 a 90	Tercer grado	1
13	Campo de Borja	Hombres	90 ó más	Analfabetos	3
13	Campo de Borja	Hombres	90 ó más	Sin estudios	17
13	Campo de Borja	Hombres	90 ó más	Primer grado	16
13	Campo de Borja	Hombres	90 ó más	Segundo grado	2
14	Aranda	Mujeres	16 a 19	Primer grado	23
14	Aranda	Mujeres	16 a 19	Segundo grado	132
14	Aranda	Mujeres	20 a 24	Sin estudios	8
14	Aranda	Mujeres	20 a 24	Primer grado	24
14	Aranda	Mujeres	20 a 24	Segundo grado	173
14	Aranda	Mujeres	20 a 24	Tercer grado	28
14	Aranda	Mujeres	25 a 29	Analfabetos	3
14	Aranda	Mujeres	25 a 29	Sin estudios	2
14	Aranda	Mujeres	25 a 29	Primer grado	31
14	Aranda	Mujeres	25 a 29	Segundo grado	183
14	Aranda	Mujeres	25 a 29	Tercer grado	57
14	Aranda	Mujeres	30 a 34	Analfabetos	3
14	Aranda	Mujeres	30 a 34	Sin estudios	3
14	Aranda	Mujeres	30 a 34	Primer grado	45
14	Aranda	Mujeres	30 a 34	Segundo grado	235
14	Aranda	Mujeres	30 a 34	Tercer grado	37
14	Aranda	Mujeres	35 a 39	Analfabetos	4
14	Aranda	Mujeres	35 a 39	Sin estudios	10
14	Aranda	Mujeres	35 a 39	Primer grado	83
14	Aranda	Mujeres	35 a 39	Segundo grado	195
14	Aranda	Mujeres	35 a 39	Tercer grado	21
14	Aranda	Mujeres	40 a 44	Analfabetos	2
14	Aranda	Mujeres	40 a 44	Sin estudios	9
14	Aranda	Mujeres	40 a 44	Primer grado	83
14	Aranda	Mujeres	40 a 44	Segundo grado	132
14	Aranda	Mujeres	40 a 44	Tercer grado	7
14	Aranda	Mujeres	45 a 49	Analfabetos	2
14	Aranda	Mujeres	45 a 49	Sin estudios	17
14	Aranda	Mujeres	45 a 49	Primer grado	100
14	Aranda	Mujeres	45 a 49	Segundo grado	96
14	Aranda	Mujeres	45 a 49	Tercer grado	10
14	Aranda	Mujeres	50 a 54	Sin estudios	22
14	Aranda	Mujeres	50 a 54	Primer grado	80
14	Aranda	Mujeres	50 a 54	Segundo grado	68
14	Aranda	Mujeres	50 a 54	Tercer grado	1
14	Aranda	Mujeres	55 a 59	Analfabetos	3
14	Aranda	Mujeres	55 a 59	Sin estudios	32
14	Aranda	Mujeres	55 a 59	Primer grado	114
14	Aranda	Mujeres	55 a 59	Segundo grado	61
14	Aranda	Mujeres	55 a 59	Tercer grado	4
14	Aranda	Mujeres	60 a 64	Analfabetos	4
14	Aranda	Mujeres	60 a 64	Sin estudios	42
14	Aranda	Mujeres	60 a 64	Primer grado	118
14	Aranda	Mujeres	60 a 64	Segundo grado	47
14	Aranda	Mujeres	60 a 64	Tercer grado	2
14	Aranda	Mujeres	65 a 69	Analfabetos	8
14	Aranda	Mujeres	65 a 69	Sin estudios	73
14	Aranda	Mujeres	65 a 69	Primer grado	138
14	Aranda	Mujeres	65 a 69	Segundo grado	31
14	Aranda	Mujeres	70 a 74	Analfabetos	14
14	Aranda	Mujeres	70 a 74	Sin estudios	112
14	Aranda	Mujeres	70 a 74	Primer grado	113
